site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
11462500	ALL	19391001	20151207	27827	676.05	1409.76	9.10	33800.00	48.00	98.00	126.00	147.00	163.00	177.00	190.00	202.00	215.00	227.00	242.00	260.00	295.00	341.00	406.00	500.00	652.00	918.00	1480.00	3010.00	6827.20
11462500	0101	19400101	20150101	76	1573.46	2784.51	45.00	17900.00		81.00	136.10	176.30	181.00	219.50	235.60	256.80	326.00	365.80	407.50	603.05	821.80	1021.50	1672.00	1982.50	2314.00	2908.00	3619.00	6658.00	
11462500	0102	19400102	20150102	76	1348.21	1887.08	71.00	8880.00		80.55	149.40	175.20	193.40	223.00	242.20	308.15	339.80	410.00	531.00	729.90	894.60	1301.50	1450.00	1735.00	2086.00	2438.00	3422.00	5624.00	
11462500	0103	19400103	20150103	76	1177.63	1509.58	58.00	6820.00		91.20	142.40	170.50	206.80	221.75	247.20	322.50	382.00	427.15	599.50	684.50	844.80	1012.50	1179.00	1342.50	1614.00	2528.50	3604.00	4900.00	
11462500	0104	19400104	20150104	76	1563.83	2582.93	55.00	14300.00		86.25	132.80	167.20	193.00	211.25	237.00	269.65	382.80	466.15	566.50	649.85	809.80	975.15	1087.00	1322.50	1888.00	3000.00	5747.00	7581.50	
11462500	0105	19400105	20150105	76	1543.80	2697.32	49.00	15500.00		78.85	144.50	166.65	183.60	229.00	273.60	377.90	403.20	468.75	575.50	815.40	875.80	1002.50	1159.00	1417.50	1802.00	2455.00	4191.00	6960.50	
11462500	0106	19400106	20150106	76	1274.92	1652.79	47.00	8380.00		77.80	139.10	165.55	201.00	250.75	308.50	380.90	421.60	483.60	573.50	720.90	867.60	952.00	1240.00	1387.50	1912.00	2867.50	4065.00	5250.00	
11462500	0107	19400107	20150107	76	1393.68	1830.13	42.00	7360.00		84.60	153.90	176.75	216.20	251.00	319.90	380.70	413.80	474.15	572.00	708.25	867.80	965.50	1133.00	1687.50	2316.00	3143.50	4659.00	6140.00	
11462500	0108	19400108	20150108	76	1415.67	2130.57	39.00	14900.00		88.50	152.00	177.55	202.60	251.50	326.10	352.90	397.00	482.70	601.50	705.90	819.80	1072.00	1520.00	2007.50	2308.00	2881.00	3558.00	5116.00	
11462500	0109	19400109	20150109	76	1625.49	3166.60	37.00	21100.00		83.50	158.70	179.10	229.60	244.00	296.20	347.35	376.40	462.80	555.50	755.75	859.20	1030.50	1570.00	1742.50	1956.00	2635.50	3920.00	6504.50	
11462500	0110	19400110	20150110	76	1315.55	1555.63	35.00	8050.00		102.55	171.40	199.40	223.80	244.75	276.00	357.70	401.80	508.65	666.50	770.95	926.20	1329.50	1566.00	1655.00	2362.00	3026.00	3839.00	4851.00	
11462500	0111	19400111	20150111	76	1427.86	1716.70	34.00	8820.00		100.55	158.70	200.60	225.20	258.00	287.30	347.75	472.20	534.85	663.50	1017.95	1218.00	1360.50	1448.00	1937.50	2574.00	3344.00	3592.00	4631.00	
11462500	0112	19400112	20150112	76	1598.00	2454.14	32.00	14200.00		97.40	168.70	205.20	243.60	276.25	340.20	396.95	448.00	500.35	718.50	887.20	1082.00	1221.50	1307.00	1547.50	2244.00	3054.00	3962.00	7451.00	
