site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
03266000	ALL	19251001	20100930	31046	613.88	1156.62	4.80	10000.00	19.00	33.00	45.00	57.00	70.00	83.00	100.00	122.00	148.00	179.00	212.00	250.00	294.00	350.00	425.00	527.00	697.00	1500.00	3036.50	6100.00
03266000	0101	19260101	20100101	85	983.00	1626.89	27.00	8610.00		43.00	50.00	69.80	82.60	104.50	143.60	181.30	213.60	267.10	280.00	322.20	440.00	632.60	719.80	936.00	1678.00	3398.00	4602.00	
03266000	0102	19260102	20100102	85	959.82	1614.48	24.00	8250.00		30.40	48.60	67.60	88.40	103.00	153.00	165.50	243.60	276.20	300.00	370.20	472.80	565.80	680.00	944.50	1216.00	3542.00	5171.00	
03266000	0103	19260103	20100103	85	899.47	1442.29	28.00	7570.00		38.60	46.60	71.40	89.20	111.00	148.00	170.30	234.40	270.00	300.00	372.10	455.40	626.00	804.60	993.50	1144.00	2538.00	4931.00	
03266000	0104	19260104	20100104	85	895.79	1408.58	29.00	6620.00		38.60	50.00	63.60	103.40	138.50	150.00	191.00	238.80	269.10	320.00	390.10	460.00	519.70	757.20	957.50	1362.00	2724.00	5058.00	
03266000	0105	19260105	20100105	85	970.46	1690.58	23.00	7470.00		33.70	51.00	65.00	112.60	142.00	153.60	163.20	238.40	259.40	288.00	363.20	422.60	564.50	788.00	986.50	1164.00	3124.00	5743.00	
03266000	0106	19260106	20100106	85	1005.69	1839.75	25.00	9100.00		40.60	54.80	75.80	111.20	129.00	146.40	184.00	232.00	252.10	308.00	374.10	435.00	520.90	620.00	840.50	1014.60	2984.00	6430.00	
03266000	0107	19260107	20100107	85	963.46	1810.89	25.00	10000.00		37.20	52.00	76.40	103.20	129.00	140.00	210.30	232.80	258.80	308.00	347.90	400.60	502.90	608.00	781.50	1033.80	2738.00	6071.00	
03266000	0108	19260108	20100108	85	908.48	1754.00	33.00	10000.00		37.00	50.60	77.80	95.40	120.50	143.20	174.20	231.40	252.40	275.00	292.90	391.00	485.00	563.20	699.50	985.40	2634.00	5889.00	
03266000	0109	19260109	20100109	85	919.60	1760.76	25.00	9760.00		38.00	46.20	76.40	90.00	106.50	130.00	183.70	225.00	241.40	250.00	292.40	366.40	438.20	541.00	717.50	884.20	3244.00	5002.00	
