site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
03292550	ALL	19981001	20110930	4383	36.69	110.60	0.47	3500.00	1.40	2.10	2.90	3.60	4.60	5.50	6.50	7.50	8.60	10.00	12.00	14.00	17.00	19.00	23.00	28.00	36.00	76.60	136.80	445.16
03292550	0101	19990101	20110101	12	78.68	148.17	1.80	465.00			2.94	5.41	6.02	6.30	6.30	7.34	8.76	10.58	14.00	18.05	22.60	24.45	29.40	58.00	163.40	417.00		
03292550	0102	19990102	20110102	12	70.74	82.96	5.50	279.00			5.71	6.17	6.80	7.65	8.82	10.65	14.40	22.20	38.00	56.05	73.60	87.10	101.00	127.00	138.60	237.60		
03292550	0103	19990103	20110103	12	153.33	313.59	5.90	1060.00			6.20	6.85	7.26	7.67	8.13	8.91	11.20	16.73	28.00	41.00	54.00	58.90	63.70	87.75	246.60	883.30		
03292550	0104	19990104	20110104	12	113.04	231.67	6.00	809.00			6.15	6.47	6.68	7.15	8.06	11.39	14.20	14.85	17.00	19.00	19.00	37.45	67.70	117.75	184.60	643.10		
03292550	0105	19990105	20110105	12	55.63	87.28	5.90	252.00			5.99	6.18	6.32	6.42	6.49	8.21	10.68	14.19	15.50	16.45	18.40	31.15	47.40	56.50	126.00	243.90		
03292550	0106	19990106	20110106	12	56.94	130.02	6.00	467.00			6.03	6.09	6.52	7.20	8.24	10.93	13.00	13.00	15.50	18.30	19.60	26.30	34.10	34.75	43.40	343.70		
03292550	0107	19990107	20110107	12	29.04	45.95	5.50	171.00			5.62	5.88	6.14	6.67	7.65	9.56	11.00	11.00	11.50	13.95	22.40	25.45	26.50	29.75	33.00	130.50		
03292550	0108	19990108	20110108	12	52.17	88.39	4.90	271.00			5.11	5.56	5.84	6.47	7.71	8.84	10.48	13.34	17.00	20.30	21.60	24.70	28.40	31.00	101.20	251.20		
03292550	0109	19990109	20110109	12	35.68	52.24	4.70	181.00			4.91	5.37	5.52	5.70	5.96	7.10	8.10	8.43	13.75	19.15	19.80	21.80	27.70	51.75	70.60	152.20		
03292550	0110	19990110	20110110	12	34.31	38.59	4.50	127.00			4.71	5.17	5.26	5.40	5.66	10.27	14.60	16.55	18.50	21.20	26.40	34.30	43.20	51.00	68.00	115.60		
03292550	0111	19990111	20110111	12	28.12	33.26	4.30	98.00			4.60	5.25	5.30	5.40	5.66	8.01	10.72	13.38	15.00	16.15	16.80	21.95	29.30	37.75	61.80	96.50		
03292550	0112	19990112	20110112	12	17.18	14.75	4.00	50.00			4.30	4.95	5.12	5.22	5.29	6.62	7.94	8.72	10.95	13.45	15.40	21.40	28.20	29.50	31.20	44.90		
03292550	0113	19990113	20110113	12	23.62	25.21	3.90	78.00			4.17	4.75	4.98	5.12	5.19	6.03	6.72	6.79	9.40	12.60	15.20	29.50	46.20	47.50	49.20	69.90		
03292550	0114	19990114	20110114	12	20.06	20.55	3.70	59.00			4.12	5.03	5.16	5.20	5.20	5.42	5.66	5.86	8.45	11.45	13.40	22.10	32.90	38.75	45.80	57.20		
03292550	0115	19990115	20110115	12	13.56	11.21	3.50	32.00			3.71	4.17	4.50	4.90	5.42	5.55	5.62	5.69	7.10	9.03	11.30	17.85	25.10	25.75	27.60	31.40		
03292550	0116	19990116	20110116	12	11.70	8.90	3.40	27.00			3.43	3.50	4.10	4.67	5.13	5.42	5.64	5.77	7.10	8.79	10.48	15.05	20.30	22.25	23.00	25.80		
03292550	0117	19990117	20110117	12	28.69	57.98	3.00	211.00			3.09	3.29	3.96	4.58	5.03	5.43	6.12	7.49	13.40	19.15	19.80	20.00	20.20	21.50	22.40	154.60		
03292550	0118	19990118	20110118	12	25.56	31.55	2.70	109.00			3.30	4.60	5.06	5.72	6.83	10.30	13.60	15.55	17.00	18.15	18.80	19.45	20.30	22.25	41.40	97.00		
03292550	0119	19990119	20110119	12	16.87	13.43	2.30	51.00			3.68	6.67	6.90	7.00	7.26	8.79	10.60	12.55	14.00	15.15	15.80	16.90	18.90	24.75	27.80	44.40		
03292550	0120	19990120	20110120	12	17.45	14.02	2.10	52.00			3.36	6.09	6.54	7.35	9.04	9.69	10.20	10.85	14.00	17.30	18.60	19.45	20.10	20.75	26.60	46.90		
03292550	0121	19990121	20110121	12	29.88	48.85	2.00	172.00			3.08	5.42	5.84	6.08	6.27	7.62	8.76	8.96	11.50	14.15	14.80	15.90	18.10	25.25	46.80	142.90		
03292550	0122	19990122	20110122	12	34.20	49.51	2.00	151.00			3.02	5.23	5.46	5.55	5.68	6.42	7.56	9.38	9.90	10.45	12.40	13.90	21.90	66.75	91.20	136.30		
03292550	0123	19990123	20110123	12	58.24	114.82	2.10	373.00			2.91	4.67	5.52	6.30	7.08	7.58	8.00	8.32	8.95	9.57	9.90	11.35	16.50	39.25	112.40	323.80		
03292550	0124	19990124	20110124	12	105.09	270.98	2.10	958.00			2.85	4.47	5.20	5.70	5.96	6.50	7.36	8.86	9.45	10.04	11.54	33.60	61.20	69.00	89.20	705.10		
03292550	0125	19990125	20110125	12	27.41	36.65	2.20	113.00			2.89	4.38	4.74	5.03	5.35	6.28	7.32	8.36	8.95	9.71	11.46	22.35	35.30	37.25	58.40	105.80		
03292550	0126	19990126	20110126	12	20.34	19.54	2.20	56.00			2.89	4.38	4.62	4.83	5.15	6.58	7.76	7.96	8.40	11.53	23.36	27.45	29.60	40.00	45.60	53.60		
03292550	0127	19990127	20110127	12	16.68	14.51	4.10	47.00			4.13	4.20	4.68	5.50	6.80	7.05	7.24	7.70	7.85	9.71	17.58	21.80	24.70	29.25	32.60	43.40		
03292550	0128	19990128	20110128	12	24.52	40.72	4.00	151.00			4.15	4.47	4.50	4.88	5.85	6.44	6.94	7.39	12.25	17.75	21.00	22.00	22.20	23.50	24.40	113.20		
03292550	0129	19990129	20110129	12	21.57	13.39	4.90	52.00			5.56	6.99	8.78	11.43	15.39	16.00	16.40	17.70	19.00	20.15	20.80	23.25	26.50	29.75	33.40	47.50		
03292550	0130	19990130	20110130	12	39.69	71.33	6.30	264.00			6.36	6.49	6.50	8.62	14.15	16.65	18.20	18.85	20.00	21.30	22.60	26.15	30.00	30.00	32.80	195.90		
