site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
01422747	ALL	19981001	20110930	4748	50.77	93.77	1.20	3540.00	1.70	2.90	4.60	6.60	9.70	13.00	16.00	20.00	24.00	27.00	31.00	35.00	40.00	45.00	50.00	58.00	68.00	106.00	153.00	344.51
01422747	0101	19990101	20110101	13	48.38	30.43	10.00	118.00			11.60	14.60	18.80	24.00	28.00	28.00	38.80	46.00	46.00	50.90	53.40	54.20	55.60	63.50	73.80	104.80		
01422747	0102	19990102	20110102	13	48.54	28.71	11.00	101.00			11.80	13.70	18.60	23.00	29.40	41.30	43.60	44.90	47.00	47.70	49.60	52.50	56.00	63.50	75.80	100.20		
01422747	0103	19990103	20110103	13	46.77	24.35	12.00	99.00			16.00	22.30	24.40	25.50	28.40	36.80	39.20	40.30	41.00	43.80	49.80	57.40	60.20	64.50	69.20	89.00		
01422747	0104	19990104	20110104	13	52.23	26.89	12.00	107.00			16.80	25.10	32.80	36.00	37.60	39.70	40.60	41.30	42.00	46.90	51.00	55.60	66.80	76.50	83.40	98.20		
01422747	0105	19990105	20110105	13	47.31	24.51	11.00	100.00			15.80	23.00	23.00	29.00	36.00	39.50	40.60	41.00	41.00	43.80	45.40	47.60	58.80	68.00	74.00	89.60		
01422747	0106	19990106	20110106	13	49.38	31.38	11.00	115.00			12.20	14.80	20.40	27.00	32.60	34.70	35.00	35.90	38.00	41.50	48.60	58.00	65.00	75.00	84.40	105.00		
01422747	0107	19990107	20110107	13	46.77	24.36	11.00	77.00			11.80	13.80	19.40	26.00	31.00	31.00	35.20	42.20	52.00	52.00	54.40	59.20	67.60	73.50	77.00	77.00		
01422747	0108	19990108	20110108	13	53.08	39.83	11.00	147.00			13.00	16.40	19.20	24.00	28.60	30.70	32.20	38.40	51.00	51.00	51.40	52.80	58.40	67.00	82.40	134.60		
01422747	0109	19990109	20110109	13	53.15	39.74	11.00	161.00			14.20	19.80	25.40	29.00	31.00	31.00	38.20	44.50	48.00	48.70	49.00	49.50	53.00	60.00	73.20	137.40		
01422747	0110	19990110	20110110	13	46.77	28.66	11.00	120.00			13.80	18.80	24.40	28.50	31.80	34.60	36.80	38.90	41.00	43.80	46.20	48.50	52.00	56.50	64.40	104.80		
01422747	0111	19990111	20110111	13	54.08	53.01	12.00	218.00			14.00	17.70	22.60	24.50	25.60	27.70	33.40	37.90	40.00	43.50	48.60	54.60	58.80	63.00	68.20	161.60		
01422747	0112	19990112	20110112	13	51.69	41.96	11.00	142.00			13.00	16.60	20.80	23.00	24.00	24.00	30.00	35.20	38.00	42.90	49.40	56.30	58.40	63.00	80.40	138.80		
01422747	0113	19990113	20110113	13	58.23	58.81	11.00	222.00			12.60	15.50	19.00	21.50	23.20	23.90	28.20	31.90	34.00	38.20	44.80	53.80	66.40	87.50	106.00	177.20		
01422747	0114	19990114	20110114	13	94.00	152.77	10.00	536.00			12.00	15.30	17.40	20.00	22.20	22.90	26.00	28.90	31.00	35.20	42.20	51.90	65.20	77.50	128.20	440.40		
01422747	0115	19990115	20110115	13	70.08	80.83	10.00	243.00			12.40	16.40	19.20	20.50	21.20	21.90	25.00	27.90	30.00	32.10	38.20	48.50	66.00	111.00	165.00	234.20		
01422747	0116	19990116	20110116	13	58.23	59.31	10.00	169.00			12.00	15.50	19.00	20.00	20.80	23.60	25.80	27.90	30.00	31.40	36.00	43.50	54.00	105.50	154.60	164.20		
01422747	0117	19990117	20110117	13	47.54	41.27	10.00	131.00			12.00	15.50	19.00	21.00	22.20	22.90	25.40	27.90	30.00	32.80	35.20	38.20	46.60	75.00	104.60	126.20		
01422747	0118	19990118	20110118	13	93.38	137.72	10.00	482.00			12.00	15.50	19.00	20.50	21.80	24.60	26.20	28.80	33.00	40.00	52.20	67.20	75.60	94.00	144.80	402.80		
01422747	0119	19990119	20110119	13	68.69	83.78	10.00	265.00			12.00	15.50	19.00	20.00	20.40	21.80	24.40	27.50	31.00	34.50	41.20	51.10	65.80	83.00	123.40	252.20		
01422747	0120	19990120	20110120	13	51.62	52.45	10.00	185.00			11.60	14.60	18.80	20.50	21.20	21.90	23.20	25.20	28.00	29.40	36.00	46.30	55.40	70.00	92.00	163.80		
01422747	0121	19990121	20110121	13	44.38	40.23	10.00	143.00			11.60	14.50	18.00	19.00	19.60	21.70	22.00	22.30	23.00	27.20	33.80	42.60	53.80	65.50	80.00	127.40		
01422747	0122	19990122	20110122	13	40.77	35.91	13.00	121.00			13.00	13.50	17.00	18.00	18.60	20.70	21.60	22.30	23.00	25.80	31.40	38.50	42.00	53.50	73.00	116.20		
01422747	0123	19990123	20110123	13	47.23	60.51	12.00	233.00			12.40	13.40	16.20	17.00	17.60	19.70	20.60	21.60	23.00	25.10	30.40	37.20	38.60	49.50	67.20	178.20		
01422747	0124	19990124	20110124	13	65.85	130.03	13.00	494.00			14.20	16.00	16.00	17.50	19.20	19.90	20.00	21.20	24.00	26.10	30.60	36.00	36.00	45.00	59.40	328.80		
01422747	0125	19990125	20110125	13	93.15	169.64	12.00	611.00			13.20	15.10	15.80	17.50	19.20	19.90	20.00	20.90	23.00	29.30	38.40	49.00	56.00	64.50	110.00	473.00		
