site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
02474600	ALL	19831001	20110930	4410	516.20	925.20	3.30	13000.00	4.40	13.00	20.00	29.00	38.00	52.00	74.00	105.00	107.00	139.00	181.00	201.00	278.60	397.15	520.00	596.25	805.00	1330.00	1970.00	4640.10
02474600	0101	19840101	20110101	13	909.92	1088.82	47.00	3430.00			70.60	107.90	121.20	148.00	181.00	216.00	244.40	305.90	413.00	555.80	661.80	775.10	1097.80	1520.00	2014.00	3126.00		
02474600	0102	19840102	20110102	13	733.69	839.57	48.00	2390.00			71.20	108.10	122.80	128.50	139.40	172.30	196.80	261.90	383.00	404.70	522.00	713.50	920.00	1264.50	1708.00	2370.00		
02474600	0103	19840103	20110103	12	628.75	627.74	49.00	1870.00			66.10	103.15	141.40	168.50	177.60	181.75	201.60	258.80	322.00	416.25	608.00	776.80	930.90	1060.25	1330.00	1807.00		
02474600	0104	19840104	20110104	12	559.50	560.51	62.00	1940.00			75.20	103.80	119.80	150.00	204.60	214.65	243.80	334.15	364.00	373.30	374.60	586.50	864.50	991.25	1048.00	1676.00		
02474600	0105	19840105	20110105	12	625.08	617.52	84.00	1990.00			87.00	93.50	101.20	138.25	222.10	268.00	311.00	363.00	421.50	482.55	545.60	648.70	764.70	853.75	1192.80	1888.00		
02474600	0106	19840106	20110106	12	866.67	765.29	80.00	2210.00			87.80	104.70	173.20	231.00	264.80	346.45	462.40	635.95	689.50	708.25	731.00	936.90	1228.00	1540.00	1856.00	2192.00		
02474600	0107	19840107	20110107	12	1175.08	1520.64	73.00	5530.00			82.90	104.35	134.80	200.50	321.40	353.75	398.20	506.10	616.50	760.20	1012.40	1283.50	1536.00	1640.00	1812.00	4474.00		
02474600	0108	19840108	20110108	13	1442.08	2804.64	75.00	10600.00			87.40	106.80	112.40	203.00	321.20	423.40	447.60	488.20	568.00	661.80	756.40	880.20	1175.60	1435.00	1626.00	7036.00		
02474600	0109	19840109	20110109	13	1555.85	3468.73	101.00	13000.00			103.00	106.20	107.60	183.00	288.80	396.60	416.80	441.30	491.00	630.30	694.00	750.00	1100.00	1255.00	1334.00	8372.00		
02474600	0110	19840110	20110110	13	1371.62	2806.92	94.00	10600.00			98.80	114.10	170.80	255.50	334.00	369.00	377.60	402.50	455.00	624.40	735.80	836.60	1134.80	1230.00	1264.00	6904.00		
02474600	0111	19840111	20110111	13	1032.23	1552.77	97.00	6000.00			100.60	113.80	168.40	291.00	399.40	404.30	427.80	497.30	624.00	647.10	672.20	733.50	1003.00	1180.00	1314.00	4180.00		
02474600	0112	19840112	20110112	14	730.36	706.10	85.00	2800.00			95.50	120.50	164.00	293.75	356.00	385.75	418.00	479.50	557.50	634.00	691.00	765.25	807.00	893.00	1100.00	2110.00		
02474600	0113	19840113	20110113	14	756.64	772.89	66.00	3100.00			86.00	121.25	167.00	284.00	328.00	347.25	390.00	481.50	581.00	660.00	690.00	822.00	943.00	1057.50	1170.00	2150.00		
02474600	0114	19840114	20110114	14	684.57	704.58	62.00	2800.00			84.00	119.50	160.00	261.25	317.00	346.25	368.00	369.50	471.00	601.50	690.00	717.75	741.00	833.75	1070.00	2035.00		
02474600	0115	19840115	20110115	13	611.85	635.10	62.00	2380.00			79.60	109.90	137.20	200.50	257.60	263.20	281.40	323.30	394.00	399.60	517.20	702.30	788.40	891.00	1011.20	1900.00		
02474600	0116	19840116	20110116	13	557.92	585.10	60.00	2230.00			78.40	112.20	155.60	187.50	209.40	217.80	234.00	244.00	244.00	471.50	617.40	696.60	742.80	785.00	840.40	1716.40		
02474600	0117	19840117	20110117	13	527.23	514.09	63.00	1920.00			80.20	113.40	165.20	181.50	185.80	195.60	215.60	231.00	238.00	462.70	609.40	694.20	758.60	784.50	818.80	1522.40		
02474600	0118	19840118	20110118	15	485.73	429.80	59.00	1500.00			87.20	116.00	134.20	147.00	151.00	165.80	191.00	217.80	229.00	488.20	584.80	637.60	696.40	742.00	905.20	1224.00		
02474600	0119	19840119	20110119	15	503.60	423.85	50.00	1490.00			83.60	108.00	116.40	138.00	194.00	221.80	237.00	255.00	291.00	566.20	644.00	664.00	705.60	788.00	809.60	1262.00		
02474600	0120	19840120	20110120	15	528.60	481.13	51.00	1650.00			79.20	101.20	114.20	147.00	180.60	216.60	256.20	296.40	330.00	398.80	571.40	679.00	714.40	832.00	868.00	1470.00		
02474600	0121	19840121	20110121	15	493.27	449.48	53.00	1690.00			75.80	97.00	111.80	135.00	174.20	186.40	210.00	270.40	380.00	443.20	556.20	639.40	682.00	742.00	796.40	1294.00		
02474600	0122	19840122	20110122	15	617.20	581.81	53.00	1740.00			71.00	92.20	110.40	128.00	147.20	171.80	257.40	384.80	460.00	515.20	645.40	727.40	773.00	929.00	1265.80	1728.00		
02474600	0123	19840123	20110123	15	727.67	818.31	87.00	2800.00			98.40	106.80	111.80	127.00	145.40	172.80	230.00	293.20	294.00	562.00	675.20	774.40	905.60	1020.00	1324.00	2398.00		
02474600	0124	19840124	20110124	14	769.29	845.57	88.00	2520.00			97.00	108.25	115.00	169.00	189.50	200.50	226.00	236.50	440.00	653.25	693.00	743.25	786.50	1074.75	1860.00	2425.00		
02474600	0125	19840125	20110125	13	841.77	962.23	106.00	2840.00			113.20	131.10	180.80	197.50	202.80	212.60	233.20	314.10	473.00	551.40	614.60	668.20	732.60	1385.50	2122.00	2716.00		
