site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
12141300	ALL	19610201	20151201	19661	1241.30	1405.88	90.00	25700.00	134.00	191.00	262.00	338.30	412.00	484.00	557.00	630.00	709.00	790.00	872.00	968.00	1070.00	1190.00	1320.00	1500.00	1710.00	2010.00	2470.00	3330.00	6993.80
12141300	0101	19620101	20150101	53	1218.96	1361.10	245.00	8200.00		363.00	418.20	473.50	496.80	534.00	574.80	636.80	685.00	734.30	766.00	892.50	952.20	1037.00	1134.00	1290.00	1502.00	2102.00	2316.00	4036.00	
12141300	0102	19620102	20150102	53	1302.17	1278.18	234.00	6000.00		354.00	397.60	449.30	464.00	518.00	564.60	621.00	710.20	758.10	925.00	944.40	1018.00	1111.00	1258.00	1480.00	1750.00	2164.00	3106.00	5065.00	
12141300	0103	19620103	20150103	53	1531.43	2093.28	231.00	10700.00		349.30	410.80	432.30	449.60	506.00	528.00	568.40	682.40	744.20	820.00	881.60	922.60	1043.00	1208.00	1415.00	1786.00	2333.00	4256.00	6671.00	
12141300	0104	19620104	20150104	53	1525.83	2018.90	225.00	12800.00		353.40	402.00	411.00	443.60	480.00	544.40	616.20	670.60	753.90	812.00	1044.00	1164.00	1277.00	1556.00	1725.00	2042.00	2486.00	3166.00	5190.00	
12141300	0105	19620105	20150105	53	1956.21	3154.01	217.00	16000.00		319.10	385.80	411.10	446.40	486.50	567.60	614.80	667.60	709.90	835.00	981.40	1204.00	1450.00	1668.00	1845.00	2672.00	2764.00	3634.00	10582.00	
12141300	0106	19620106	20150106	53	1441.75	1234.43	209.00	5300.00		316.20	378.40	390.40	423.60	522.00	553.60	613.40	735.80	863.80	1040.00	1255.00	1342.00	1551.00	1700.00	1905.00	2268.00	2905.00	3160.00	4479.00	
12141300	0107	19620107	20150107	53	2312.68	4010.01	204.00	25700.00		325.00	371.60	388.20	462.00	512.00	557.20	613.50	649.40	957.30	1000.00	1113.00	1190.00	1284.00	1526.00	2455.00	3092.00	4022.00	7024.00	9158.00	
12141300	0108	19620108	20150108	53	1889.38	2756.92	201.00	16000.00		308.00	367.00	387.20	480.00	527.00	584.80	625.80	837.20	937.10	985.00	1040.00	1156.00	1438.00	1878.00	2100.00	2186.00	2795.00	4104.00	9394.00	
12141300	0109	19620109	20150109	53	1579.96	1903.44	218.00	12700.00		291.00	350.40	407.20	475.60	517.50	579.80	713.50	810.20	855.00	1150.00	1295.00	1410.00	1490.00	1638.00	1780.00	2080.00	2968.00	3424.00	4490.00	
12141300	0110	19620110	20150110	53	1421.28	1526.72	290.00	8460.00		322.40	339.60	396.00	469.20	515.00	681.40	731.00	800.40	923.30	1040.00	1154.00	1232.00	1318.00	1512.00	1630.00	1806.00	1998.00	2500.00	6109.00	
12141300	0111	19620111	20150111	53	1287.42	1040.85	270.00	5860.00		312.80	346.80	397.50	470.80	568.50	612.20	712.70	824.20	944.10	1010.00	1136.00	1260.00	1345.00	1490.00	1635.00	1798.00	2067.00	2726.00	3405.00	
12141300	0112	19620112	20150112	53	1291.85	1056.57	260.00	6580.00		326.40	356.00	440.00	561.60	606.00	709.80	789.50	855.20	918.60	1020.00	1090.00	1176.00	1320.00	1386.00	1670.00	2014.00	2166.00	2306.00	3370.00	
12141300	0113	19620113	20150113	53	1467.40	1379.96	250.00	6820.00		337.60	406.20	473.30	596.20	660.50	688.20	774.20	869.40	929.00	974.00	1057.00	1086.00	1265.00	1400.00	1620.00	2214.00	2364.00	3510.00	5193.00	
12141300	0114	19620114	20150114	53	1877.72	1906.00	245.00	8660.00		320.70	474.20	567.80	606.20	678.00	760.00	820.10	840.20	922.30	1100.00	1201.00	1352.00	1712.00	1962.00	2590.00	2954.00	3127.00	5264.00	6470.00	
12141300	0115	19620115	20150115	53	2006.75	2451.39	240.00	12600.00		301.40	496.60	600.10	653.60	690.00	766.80	835.50	886.60	988.90	1080.00	1135.00	1244.00	1473.00	1782.00	1950.00	3010.00	3847.00	5356.00	7516.00	
12141300	0116	19620116	20150116	53	1911.09	2771.35	240.00	17200.00		336.00	454.20	594.00	636.60	662.00	711.40	758.20	881.80	950.60	1000.00	1171.00	1356.00	1491.00	1858.00	2095.00	2300.00	2885.00	3120.00	8814.00	
12141300	0117	19620117	20150117	53	1958.55	2715.07	240.00	14700.00		321.90	485.00	577.10	605.40	676.00	757.80	839.70	916.00	989.20	1050.00	1220.00	1552.00	1691.00	1844.00	2040.00	2098.00	3058.00	4136.00	7946.00	
12141300	0118	19620118	20150118	53	2149.51	3244.66	242.00	17800.00		324.60	492.40	537.50	563.00	622.50	662.40	777.70	900.80	953.70	1100.00	1307.00	1434.00	1547.00	1796.00	2125.00	2628.00	3039.00	4782.00	10286.00	
12141300	0119	19620119	20150119	53	1905.06	1992.01	245.00	8860.00		327.60	493.00	523.50	560.60	612.00	639.80	727.10	869.00	960.10	1050.00	1223.00	1472.00	1637.00	1972.00	2315.00	3248.00	3620.00	4868.00	7018.00	
12141300	0120	19620120	20150120	53	1605.58	1877.24	313.00	11300.00		425.40	483.20	504.70	550.40	597.50	655.20	746.20	821.60	905.20	990.00	1060.00	1184.00	1476.00	1608.00	1795.00	1974.00	2429.00	3598.00	5066.00	
12141300	0121	19620121	20150121	53	1437.51	1613.72	375.00	9490.00		427.50	466.40	521.70	583.00	610.50	653.80	683.40	762.20	830.80	927.00	1001.90	1154.00	1337.00	1420.00	1460.00	1826.00	2018.00	2936.00	5249.00	
12141300	0122	19620122	20150122	53	1130.43	814.23	325.00	4250.00		429.80	480.20	551.40	598.60	649.50	695.80	709.90	776.00	832.90	882.00	899.90	992.80	1114.00	1186.00	1330.00	1480.00	1558.00	2066.00	3442.00	
12141300	0123	19620123	20150123	53	1340.75	1277.88	290.00	7500.00		402.20	466.20	564.90	611.00	622.00	640.00	666.00	780.80	801.50	874.00	1005.50	1104.00	1201.00	1272.00	1300.00	2082.00	2469.00	2768.00	3984.00	
12141300	0124	19620124	20150124	53	1690.85	2319.16	379.00	11500.00		409.50	485.80	528.00	550.40	580.50	641.60	723.30	750.80	780.00	842.00	982.40	1040.00	1094.00	1156.00	1710.00	1870.00	2609.00	3644.00	8863.00	
12141300	0125	19620125	20150125	53	1627.70	2173.80	376.00	11600.00		389.20	470.00	522.00	534.80	592.50	627.00	655.10	781.80	829.30	885.00	927.60	940.40	1161.00	1326.00	2055.00	2294.00	2508.00	3042.00	6926.00	
12141300	0126	19620126	20150126	53	1338.68	1513.62	357.00	9020.00		378.70	445.00	495.30	529.00	557.00	592.40	641.30	700.60	785.80	809.00	861.70	905.00	1131.00	1260.00	1620.00	1806.00	2147.00	2426.00	4878.00	
12141300	0127	19620127	20150127	53	1281.72	1237.60	342.00	5870.00		373.30	402.20	474.70	505.40	523.00	551.80	631.50	687.80	712.50	787.00	894.60	1068.00	1124.00	1328.00	1525.00	1666.00	2419.00	2866.00	5028.00	
12141300	0128	19620128	20150128	53	1259.40	1488.97	330.00	9960.00		356.00	378.20	455.00	472.60	514.00	552.80	611.90	678.40	786.40	869.00	951.50	988.60	1067.00	1246.00	1330.00	1512.00	1780.00	2610.00	3834.00	
12141300	0129	19620129	20150129	53	1418.11	1768.34	282.00	10200.00		335.40	374.00	426.90	474.00	496.00	571.00	636.40	712.20	830.00	879.00	1055.00	1142.00	1263.00	1434.00	1620.00	1760.00	2055.00	2902.00	4889.00	
12141300	0130	19620130	20150130	53	1662.98	1975.66	287.00	11100.00		326.70	384.20	412.50	432.60	483.50	526.20	642.30	735.80	811.20	866.00	1072.00	1264.00	1363.00	1590.00	1695.00	2382.00	3362.00	4952.00	5668.00	
12141300	0131	19620131	20150131	53	1567.77	2047.84	297.00	11500.00		357.00	398.80	405.60	427.80	486.50	540.00	694.00	755.80	880.80	910.00	962.30	1068.00	1171.00	1318.00	1675.00	1874.00	2742.00	3216.00	6483.00	
12141300	0201	19610201	20150201	54	1330.41	1313.52	290.00	7500.00		369.00	399.00	430.00	467.00	502.25	603.50	684.25	722.00	771.25	864.00	926.00	1090.00	1242.50	1390.00	1725.00	1870.00	2190.00	2990.00	4620.00	
12141300	0202	19610202	20150202	54	1121.46	713.92	285.00	3700.00		356.25	382.00	416.00	460.00	569.00	622.50	665.25	783.00	920.50	952.50	1047.50	1120.00	1330.00	1405.00	1442.50	1630.00	1982.50	2230.00	2410.00	
12141300	0203	19610203	20150203	54	1248.52	1426.07	280.00	10200.00		332.00	374.00	390.75	457.00	529.00	579.50	628.75	721.00	824.75	1030.00	1102.50	1130.00	1190.00	1290.00	1525.00	1630.00	1977.50	2090.00	3045.00	
12141300	0204	19610204	20150204	54	1238.13	1173.68	308.00	5170.00		322.25	352.50	375.00	434.00	483.50	553.50	630.00	767.00	812.25	910.00	971.50	1030.00	1140.00	1265.00	1427.50	1600.00	1867.50	2875.00	4722.50	
12141300	0205	19610205	20150205	54	1207.02	1128.80	311.00	6040.00		332.75	347.50	418.25	442.00	561.25	621.00	718.00	785.00	828.50	871.50	913.75	998.00	1050.00	1130.00	1242.50	1470.00	2040.00	2740.00	4232.50	
12141300	0206	19610206	20150206	54	1194.91	1115.62	295.00	6490.00		316.75	336.50	402.75	449.00	593.00	631.50	726.25	760.00	786.50	853.50	904.00	958.00	974.00	1075.00	1357.50	1530.00	2190.00	2720.00	3692.50	
12141300	0207	19610207	20150207	54	1267.39	1614.40	286.00	11100.00		306.25	325.50	427.00	559.00	605.25	667.00	705.50	799.00	814.00	828.50	872.25	941.00	999.75	1130.00	1237.50	1550.00	1692.50	2610.00	4010.00	
12141300	0208	19610208	20150208	54	1321.19	2564.26	276.00	19100.00		291.25	319.50	391.50	555.00	589.50	628.00	664.75	730.00	771.75	838.50	876.75	973.00	1007.50	1105.00	1162.50	1270.00	1647.50	1890.00	3137.50	
12141300	0209	19610209	20150209	54	1121.41	1321.41	270.00	9490.00		297.25	319.00	378.00	503.00	539.25	593.50	668.75	731.00	744.00	814.00	878.75	920.00	953.50	1060.00	1410.00	1470.00	1610.00	1710.00	2942.50	
