site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
06154100	ALL	19591001	20151105	13098	410.02	603.12	0.00	12900.00	17.00	35.00	47.00	60.00	75.00	86.00	101.00	130.00	170.00	235.00	294.00	342.00	384.00	427.00	469.00	515.25	561.00	627.00	748.00	1100.00	3150.30
06154100	0101	19600101	19930101	21	64.67	33.71	20.00	160.00		20.10	23.80	35.00	35.00	37.50	43.00	45.00	50.60	54.70	60.00	62.80	71.00	76.50	80.00	80.00	87.80	97.90	112.00	155.50	
06154100	0102	19600102	19930102	21	64.10	31.60	22.00	150.00		22.00	23.60	33.00	40.00	40.00	41.20	46.20	48.00	49.80	62.00	65.50	71.00	76.50	80.00	82.50	89.20	94.10	107.00	146.00	
06154100	0103	19600103	19930103	21	63.90	30.99	24.00	150.00		24.00	25.20	31.50	37.00	42.50	45.60	48.80	50.00	50.00	62.00	65.00	65.00	69.50	80.00	82.50	88.60	93.80	107.00	146.00	
06154100	0104	19600104	19930104	21	64.38	31.14	24.00	150.00		24.10	26.00	30.00	34.00	43.00	46.00	49.50	54.20	55.00	60.00	60.00	64.00	80.00	80.00	82.50	88.00	93.50	107.00	146.00	
06154100	0105	19600105	19930105	21	66.00	33.13	24.00	150.00		24.10	25.00	26.50	34.00	45.00	50.00	51.40	54.40	55.00	60.00	60.00	64.00	81.50	85.00	87.50	90.00	90.00	122.00	148.00	
06154100	0106	19600106	19930106	21	64.00	32.30	20.00	150.00		20.40	24.20	26.50	34.00	45.00	50.00	50.70	51.80	54.70	55.00	57.30	63.00	76.50	82.00	85.00	88.00	90.00	114.00	147.00	
06154100	0107	19600107	19930107	21	65.90	31.41	20.00	140.00		20.30	23.00	26.60	37.00	45.00	51.20	53.40	54.80	55.00	55.00	61.50	75.00	78.00	85.00	88.50	96.80	100.00	108.00	137.00	
06154100	0108	19600108	19930108	21	67.10	33.52	20.00	150.00		20.20	22.00	25.90	37.00	42.50	48.00	53.50	55.80	59.60	60.00	61.50	75.00	78.00	87.00	92.00	94.60	98.50	116.00	147.00	
06154100	0109	19600109	19930109	21	79.14	78.92	20.00	400.00		20.00	20.00	24.50	37.00	40.00	43.00	52.70	59.20	60.00	60.00	61.50	76.00	81.50	89.00	95.00	95.60	98.80	116.00	372.00	
