site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
03115973	ALL	19911001	20040930	4749	4.99	9.01	0.01	174.00	0.09	0.49	0.79	1.00	1.20	1.30	1.50	1.70	2.00	2.20	2.50	2.70	3.10	3.50	4.10	4.80	5.80	10.00	18.00	45.00
03115973	0101	19920101	20040101	13	4.24	6.05	0.97	20.00			0.98	1.02	1.16	1.20	1.20	1.20	1.44	1.60	1.60	1.60	1.96	2.52	2.66	3.65	6.68	18.00		
03115973	0102	19920102	20040102	13	3.70	3.61	0.80	11.00			0.86	0.97	1.07	1.15	1.22	1.29	1.48	1.78	2.20	2.55	3.10	3.76	4.18	5.30	7.24	11.00		
03115973	0103	19920103	20040103	13	4.31	4.96	0.56	20.00			0.82	1.24	1.52	1.60	1.70	2.05	2.46	2.91	3.40	3.61	3.78	4.00	4.70	4.95	5.08	14.16		
03115973	0104	19920104	20040104	13	11.16	15.93	1.30	46.00			1.42	1.66	2.08	2.30	2.48	2.76	2.86	2.93	3.00	3.21	3.46	3.92	5.46	20.45	35.00	41.60		
03115973	0105	19920105	20040105	13	10.98	18.96	1.20	63.00			1.32	1.52	1.66	1.75	1.80	1.80	1.92	2.21	2.70	2.84	3.38	4.60	8.10	9.55	16.20	54.20		
03115973	0106	19920106	20040106	13	4.07	3.93	0.74	14.00			0.96	1.31	1.38	1.50	1.62	1.69	1.82	2.11	2.60	2.81	3.14	3.64	4.62	5.70	7.18	12.36		
03115973	0107	19920107	20040107	13	3.85	3.84	0.81	15.00			1.01	1.31	1.38	1.45	1.58	1.86	2.08	2.32	2.60	2.88	3.08	3.27	3.76	4.90	6.18	11.92		
03115973	0108	19920108	20040108	13	6.86	15.44	0.65	58.00			0.87	1.21	1.28	1.40	1.58	1.86	1.90	2.05	2.40	2.61	2.90	3.21	3.28	4.05	5.10	37.32		
03115973	0109	19920109	20040109	13	5.24	9.39	0.58	36.00			0.83	1.20	1.20	1.30	1.46	1.67	1.76	1.89	2.10	2.80	3.22	3.50	4.20	4.95	5.56	23.92		
03115973	0110	19920110	20040110	13	3.16	2.52	0.54	10.00			0.76	1.12	1.26	1.45	1.62	1.69	1.70	1.97	2.60	2.88	3.24	3.64	3.92	4.35	4.82	8.12		
03115973	0111	19920111	20040111	13	2.57	1.38	0.55	4.90			0.77	1.12	1.26	1.45	1.60	1.60	1.84	2.24	2.80	2.87	2.94	3.01	3.08	3.40	3.94	4.90		
03115973	0112	19920112	20040112	13	2.58	1.30	1.10	5.90			1.18	1.33	1.54	1.65	1.72	1.79	1.98	2.13	2.20	2.48	2.68	2.85	3.20	3.35	3.48	5.06		
