site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
11048553	ALL	20010701	20111006	3750	1.23	11.10	0.02	470.00	0.06	0.10	0.13	0.14	0.16	0.18	0.19	0.20	0.22	0.23	0.24	0.26	0.28	0.30	0.33	0.38	0.46	0.82	2.10	18.00
11048553	0101	20020101	20110101	10	0.83	1.09	0.17	3.50			0.17	0.18	0.19	0.23	0.25	0.25	0.27	0.31	0.31	0.32	0.39	0.50	0.74	1.15	1.77	3.35		
11048553	0102	20020102	20110102	10	1.92	3.24	0.18	8.20			0.18	0.21	0.23	0.27	0.30	0.31	0.31	0.31	0.36	0.42	0.43	0.50	0.77	2.66	6.50	8.17		
11048553	0103	20020103	20110103	10	5.53	10.83	0.18	28.00			0.18	0.20	0.22	0.23	0.25	0.27	0.31	0.37	0.38	0.38	0.41	0.55	0.97	6.90	19.44	27.60		
11048553	0104	20020104	20110104	10	2.12	3.71	0.18	9.20			0.18	0.18	0.18	0.20	0.21	0.24	0.27	0.29	0.30	0.32	0.45	0.61	0.82	2.97	7.47	9.19		
11048553	0105	20020105	20110105	10	2.74	5.58	0.14	18.00			0.14	0.17	0.20	0.24	0.26	0.26	0.27	0.29	0.30	0.32	0.41	0.78	1.89	3.12	4.50	16.70		
11048553	0106	20020106	20110106	10	1.25	1.86	0.14	5.60			0.14	0.16	0.19	0.23	0.27	0.29	0.30	0.31	0.33	0.35	0.37	0.54	1.10	1.95	3.16	5.40		
11048553	0107	20020107	20110107	10	2.13	3.77	0.13	12.00			0.13	0.16	0.19	0.24	0.27	0.29	0.30	0.31	0.33	0.35	0.41	0.82	2.17	3.30	4.18	11.25		
11048553	0108	20020108	20110108	10	2.16	4.93	0.13	16.00			0.13	0.16	0.19	0.24	0.28	0.30	0.32	0.34	0.35	0.38	0.44	0.51	0.64	1.23	2.38	14.68		
11048553	0109	20020109	20110109	10	13.19	39.99	0.15	127.00			0.15	0.16	0.18	0.23	0.27	0.28	0.29	0.31	0.32	0.34	0.42	0.49	0.52	1.00	2.03	114.54		
11048553	0110	20020110	20110110	10	23.68	73.20	0.15	232.00			0.15	0.18	0.20	0.24	0.26	0.27	0.29	0.32	0.33	0.33	0.38	0.44	0.50	0.97	1.95	209.03		
11048553	0111	20020111	20110111	10	16.53	50.76	0.14	161.00			0.14	0.16	0.19	0.24	0.28	0.31	0.32	0.32	0.34	0.35	0.37	0.41	0.46	0.84	1.62	145.09		
11048553	0112	20020112	20110112	10	2.62	6.83	0.14	22.00			0.14	0.16	0.19	0.24	0.28	0.31	0.32	0.33	0.35	0.37	0.38	0.40	0.45	0.79	1.46	19.97		
11048553	0113	20020113	20110113	10	1.42	3.05	0.16	10.00			0.16	0.17	0.20	0.29	0.33	0.34	0.34	0.34	0.34	0.35	0.35	0.37	0.44	0.79	1.46	9.17		
11048553	0114	20020114	20110114	10	1.03	1.90	0.16	6.30			0.16	0.17	0.19	0.24	0.28	0.31	0.32	0.33	0.33	0.33	0.36	0.40	0.46	0.77	1.38	5.83		
11048553	0115	20020115	20110115	10	0.88	1.38	0.17	4.60			0.17	0.20	0.22	0.23	0.26	0.31	0.32	0.33	0.34	0.35	0.37	0.40	0.47	0.81	1.46	4.31		
11048553	0116	20020116	20110116	10	0.75	1.11	0.18	3.80			0.18	0.21	0.23	0.24	0.26	0.28	0.30	0.31	0.34	0.36	0.36	0.38	0.46	0.68	1.06	3.54		
11048553	0117	20020117	20110117	10	0.73	0.93	0.14	3.20			0.14	0.17	0.20	0.24	0.28	0.32	0.33	0.34	0.36	0.40	0.46	0.53	0.61	0.82	1.17	3.01		
11048553	0118	20020118	20110118	10	2.05	4.59	0.14	15.00			0.15	0.19	0.21	0.23	0.27	0.35	0.37	0.38	0.40	0.42	0.49	0.64	1.00	1.40	1.84	13.70		
11048553	0119	20020119	20110119	10	2.00	4.59	0.14	15.00			0.15	0.19	0.24	0.28	0.32	0.34	0.36	0.38	0.39	0.40	0.48	0.62	0.93	1.23	1.50	13.66		
11048553	0120	20020120	20110120	10	3.09	8.06	0.13	26.00			0.14	0.19	0.23	0.24	0.29	0.35	0.37	0.38	0.40	0.41	0.47	0.61	0.99	1.25	1.36	23.54		
11048553	0121	20020121	20110121	10	2.40	5.85	0.14	19.00			0.14	0.17	0.21	0.26	0.30	0.34	0.35	0.36	0.43	0.51	0.53	0.66	1.07	1.30	1.30	17.23		
11048553	0122	20020122	20110122	10	2.75	7.12	0.16	23.00			0.16	0.17	0.19	0.22	0.27	0.34	0.38	0.40	0.43	0.46	0.49	0.58	0.84	1.03	1.16	20.82		
11048553	0123	20020123	20110123	10	1.41	1.78	0.13	5.80			0.14	0.17	0.23	0.33	0.38	0.40	0.46	0.54	0.70	0.88	1.06	1.25	1.41	1.90	2.78	5.53		
11048553	0124	20020124	20110124	10	0.96	0.90	0.12	3.00			0.12	0.15	0.21	0.32	0.38	0.40	0.46	0.54	0.60	0.68	0.98	1.23	1.34	1.48	1.64	2.87		
11048553	0125	20020125	20110125	10	0.88	1.24	0.16	4.30			0.16	0.18	0.22	0.32	0.36	0.37	0.37	0.38	0.45	0.52	0.53	0.61	0.86	1.00	1.00	3.97		
11048553	0126	20020126	20110126	10	0.79	0.97	0.17	3.40			0.17	0.18	0.21	0.26	0.31	0.36	0.37	0.38	0.45	0.52	0.53	0.61	0.86	1.00	1.00	3.16		
11048553	0127	20020127	20110127	10	1.69	3.33	0.20	11.00			0.21	0.24	0.28	0.34	0.37	0.38	0.38	0.39	0.46	0.52	0.56	0.64	0.84	1.29	2.03	10.13		
11048553	0128	20020128	20110128	10	1.61	2.44	0.27	8.00			0.27	0.28	0.31	0.35	0.37	0.37	0.40	0.44	0.47	0.52	0.76	1.03	1.40	2.02	2.96	7.53		
11048553	0129	20020129	20110129	10	0.59	0.44	0.22	1.60			0.22	0.25	0.28	0.33	0.36	0.37	0.38	0.39	0.41	0.44	0.46	0.52	0.65	0.81	1.02	1.55		
11048553	0130	20020130	20110130	10	0.51	0.27	0.22	0.97			0.22	0.25	0.28	0.32	0.35	0.36	0.36	0.37	0.38	0.39	0.52	0.62	0.64	0.71	0.86	0.96		
11048553	0131	20020131	20110131	10	0.50	0.20	0.22	0.82			0.23	0.28	0.32	0.35	0.36	0.37	0.37	0.38	0.46	0.53	0.56	0.60	0.68	0.72	0.73	0.81		
11048553	0201	20020201	20110201	10	0.49	0.17	0.25	0.78			0.26	0.28	0.32	0.36	0.38	0.39	0.43	0.48	0.49	0.51	0.53	0.54	0.55	0.58	0.66	0.77		
11048553	0202	20020202	20110202	10	0.70	0.69	0.26	2.60			0.27	0.31	0.34	0.35	0.37	0.38	0.41	0.46	0.50	0.54	0.59	0.63	0.65	0.69	0.74	2.42		
11048553	0203	20020203	20110203	10	1.19	1.65	0.18	5.10			0.19	0.23	0.27	0.33	0.37	0.42	0.45	0.47	0.48	0.50	0.54	0.59	0.68	1.36	2.78	4.92		
11048553	0204	20020204	20110204	10	0.49	0.32	0.18	1.30			0.19	0.23	0.28	0.34	0.37	0.38	0.38	0.38	0.41	0.44	0.44	0.44	0.44	0.51	0.66	1.24		
11048553	0205	20020205	20110205	10	0.68	0.74	0.17	2.70			0.18	0.22	0.25	0.27	0.31	0.36	0.38	0.39	0.42	0.47	0.61	0.71	0.73	0.74	0.76	2.51		
11048553	0206	20020206	20110206	10	5.67	14.33	0.18	46.00			0.18	0.21	0.23	0.24	0.28	0.34	0.36	0.37	0.42	0.48	0.54	0.65	0.88	2.58	6.04	42.13		
