site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
04206212	ALL	19911001	20040930	4749	6.58	13.40	0.07	271.00	0.20	0.40	0.55	0.73	0.95	1.10	1.30	1.60	2.00	2.30	2.80	3.20	3.70	4.30	5.20	6.40	7.90	14.00	25.00	65.50
04206212	0101	19920101	20040101	13	5.51	8.47	1.00	28.00			1.04	1.10	1.10	1.15	1.26	1.47	1.56	1.60	1.60	1.74	2.44	3.52	4.36	4.65	7.76	24.80		
04206212	0102	19920102	20040102	13	6.12	8.56	1.00	31.00			1.00	1.01	1.08	1.10	1.18	1.46	1.98	2.36	2.50	2.50	2.82	3.69	6.42	9.10	11.60	24.20		
04206212	0103	19920103	20040103	13	6.61	6.76	0.55	22.00			0.73	1.01	1.08	1.20	1.32	1.39	2.48	3.71	4.90	5.60	6.42	7.22	7.36	11.20	15.00	19.20		
04206212	0104	19920104	20040104	13	17.37	25.76	0.55	63.00			0.73	1.01	1.08	1.10	1.14	1.28	2.38	3.70	5.10	5.10	5.22	6.46	13.88	38.50	61.20	62.60		
04206212	0105	19920105	20040105	13	13.82	26.26	0.37	94.00			0.49	0.70	1.01	1.20	1.34	1.48	2.34	2.93	3.00	3.77	5.14	7.23	10.94	12.50	18.20	72.00		
04206212	0106	19920106	20040106	13	4.99	5.05	0.37	17.00			0.44	0.60	0.99	1.15	1.28	1.56	1.96	2.41	2.90	3.53	5.20	7.30	7.30	7.45	8.48	15.00		
04206212	0107	19920107	20040107	13	7.57	15.44	0.55	58.00			0.55	0.60	0.99	1.15	1.26	1.47	1.68	2.10	2.80	3.64	4.04	4.23	5.14	5.90	7.32	39.20		
04206212	0108	19920108	20040108	13	9.19	22.90	0.50	85.00			0.54	0.65	0.92	1.10	1.24	1.38	1.46	1.86	2.70	3.19	3.68	4.12	4.26	4.35	5.38	54.72		
04206212	0109	19920109	20040109	13	7.20	15.45	0.75	58.00			0.85	1.01	1.08	1.10	1.18	1.46	1.50	1.83	2.60	2.95	3.26	3.52	3.66	5.45	7.48	38.24		
04206212	0110	19920110	20040110	13	3.70	3.99	0.55	15.00			0.77	1.10	1.10	1.10	1.16	1.37	1.58	1.94	2.50	2.71	2.84	3.04	4.02	5.25	6.46	12.00		
04206212	0111	19920111	20040111	13	3.02	2.29	0.73	8.60			0.88	1.11	1.18	1.20	1.22	1.29	1.96	2.43	2.50	2.71	2.80	2.94	3.92	4.25	4.66	7.60		
04206212	0112	19920112	20040112	13	3.51	2.96	0.92	11.00			0.95	1.03	1.24	1.40	1.66	2.22	2.42	2.56	2.70	2.70	2.82	3.02	3.16	4.50	6.18	9.68		
04206212	0113	19920113	20040113	13	9.28	23.09	1.00	86.00			1.20	1.53	1.74	2.05	2.36	2.57	2.66	2.70	2.70	2.77	2.84	2.91	2.98	4.30	5.64	53.92		
04206212	0114	19920114	20040114	13	5.61	6.57	1.00	21.00			1.36	1.93	2.14	2.20	2.22	2.29	2.36	2.43	2.50	2.64	2.74	2.91	3.68	6.95	11.60	19.80		
04206212	0115	19920115	20040115	13	13.71	35.07	1.00	130.00			1.32	1.84	2.12	2.20	2.22	2.29	2.36	2.46	2.60	2.81	3.98	5.64	5.92	6.60	8.16	82.80		
04206212	0116	19920116	20040116	13	11.09	25.01	1.50	94.00			1.74	2.10	2.10	2.15	2.20	2.20	2.38	3.19	4.80	5.29	5.58	5.71	5.78	6.50	7.48	59.84		
04206212	0117	19920117	20040117	13	9.30	17.65	1.80	66.00			1.88	2.00	2.00	2.05	2.12	2.19	2.20	2.56	3.40	3.75	3.90	4.03	4.94	6.20	9.56	47.20		
04206212	0118	19920118	20040118	13	13.81	25.35	1.60	79.00			1.64	1.74	2.02	2.20	2.30	2.30	2.48	2.75	3.10	3.10	3.30	3.75	4.80	8.55	21.80	71.80		
04206212	0119	19920119	20040119	13	13.33	30.15	1.50	111.00			1.70	2.00	2.00	2.05	2.14	2.28	2.42	2.62	2.90	2.97	3.12	3.34	3.62	6.85	13.40	77.40		
04206212	0120	19920120	20040120	13	6.40	10.48	1.70	40.00			1.74	1.82	1.96	2.00	2.04	2.18	2.20	2.20	2.20	2.69	3.02	3.22	3.36	6.60	9.80	27.92		
04206212	0121	19920121	20040121	13	4.93	6.45	1.50	25.00			1.50	1.51	1.58	1.65	1.74	1.88	1.96	2.09	2.30	2.58	2.78	3.13	4.74	6.45	7.78	18.24		
04206212	0122	19920122	20040122	13	11.37	21.21	1.40	79.00			1.40	1.41	1.48	1.65	1.84	1.98	2.12	2.23	2.30	2.44	4.18	7.23	10.94	14.00	16.60	55.00		
04206212	0123	19920123	20040123	13	15.46	29.95	1.40	113.00			1.44	1.52	1.66	1.80	1.98	2.26	2.90	4.50	7.30	8.91	10.16	11.00	11.00	14.50	18.20	75.40		
04206212	0124	19920124	20040124	13	13.47	16.58	1.30	48.00			1.42	1.63	1.84	2.10	2.50	3.20	3.42	4.25	6.00	6.56	7.84	9.96	13.88	24.50	35.60	45.60		
04206212	0125	19920125	20040125	13	6.85	6.53	1.20	23.00			1.28	1.46	1.88	2.15	2.32	2.39	2.82	3.70	5.10	5.10	5.82	7.07	8.26	11.30	14.00	19.40		
04206212	0126	19920126	20040126	13	4.72	2.99	1.30	10.00			1.46	1.73	1.94	2.15	2.42	2.84	3.26	3.65	4.00	4.21	4.38	4.80	6.90	7.80	8.34	9.72		
04206212	0127	19920127	20040127	13	10.40	14.53	1.40	54.00			1.56	1.85	2.20	2.60	3.02	3.44	3.80	4.03	4.10	4.94	5.94	7.21	9.38	13.00	17.40	41.60		
04206212	0128	19920128	20040128	13	20.37	51.34	1.50	190.00			1.62	1.85	2.20	2.60	2.92	2.99	3.36	3.66	3.80	4.15	5.18	6.66	7.78	10.55	15.20	123.60		
04206212	0129	19920129	20040129	13	6.15	9.43	1.30	37.00			1.62	2.12	2.26	2.30	2.36	2.57	2.60	2.78	3.20	3.41	3.78	4.36	5.48	6.10	6.44	24.84		
04206212	0130	19920130	20040130	13	7.34	8.61	2.10	31.00			2.14	2.20	2.20	2.40	2.62	2.69	2.94	3.28	3.70	4.12	4.38	4.55	4.90	10.00	15.40	25.40		
