site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
50145395	ALL	20031001	20100930	2557	27.34	24.10	4.00	235.00	4.40	6.80	7.80	8.70	9.70	11.00	12.00	13.00	15.00	17.00	20.00	22.00	25.00	28.00	31.00	34.00	40.00	57.00	76.00	121.42
50145395	0101	20040101	20100101	7	16.00	3.16	12.00	20.00				12.20	12.60	13.00	13.80	14.60	15.00	15.00	15.00	15.80	16.60	17.60	18.80	20.00	20.00			
50145395	0102	20040102	20100102	7	15.43	3.31	12.00	20.00				12.00	12.00	12.00	12.40	12.80	13.40	14.20	15.00	15.80	16.60	17.40	18.20	19.00	19.40			
50145395	0103	20040103	20100103	7	14.86	2.85	12.00	19.00				12.00	12.00	12.00	12.40	12.80	13.20	13.60	14.00	14.80	15.60	16.40	17.20	18.00	18.40			
50145395	0104	20040104	20100104	7	14.43	3.15	11.00	19.00				11.00	11.00	11.00	11.80	12.60	13.20	13.60	14.00	14.40	14.80	15.60	16.80	18.00	18.40			
50145395	0105	20040105	20100105	7	15.00	4.28	11.00	21.00				11.00	11.00	11.00	11.80	12.60	13.20	13.60	14.00	14.00	14.00	15.40	18.20	21.00	21.00			
50145395	0106	20040106	20100106	7	15.14	3.98	11.00	21.00				11.00	11.00	11.00	12.20	13.40	14.00	14.00	14.00	14.40	14.80	16.00	18.00	20.00	20.40			
50145395	0107	20040107	20100107	7	13.86	2.97	11.00	18.00				11.00	11.00	11.00	11.80	12.60	13.00	13.00	13.00	13.00	13.00	14.00	16.00	18.00	18.00			
50145395	0108	20040108	20100108	7	13.71	3.04	11.00	18.00				11.00	11.00	11.00	11.40	11.80	12.20	12.60	13.00	13.00	13.00	14.00	16.00	18.00	18.00			
50145395	0109	20040109	20100109	7	13.86	2.85	11.00	18.00				11.00	11.00	11.00	11.40	11.80	12.20	12.60	13.00	13.80	14.60	15.40	16.20	17.00	17.40			
50145395	0110	20040110	20100110	7	14.00	3.06	10.00	19.00				10.40	11.20	12.00	12.40	12.80	13.00	13.00	13.00	13.40	13.80	14.60	15.80	17.00	17.80			
50145395	0111	20040111	20100111	7	13.39	2.88	9.70	17.00				9.96	10.48	11.00	11.40	11.80	12.00	12.00	12.00	13.60	15.20	16.00	16.00	16.00	16.40			
50145395	0112	20040112	20100112	7	13.47	4.06	9.30	21.00				9.64	10.32	11.00	11.40	11.80	12.00	12.00	12.00	12.00	12.00	13.00	15.00	17.00	18.60			
50145395	0113	20040113	20100113	7	15.43	5.88	10.00	26.00				10.20	10.60	11.00	11.40	11.80	12.00	12.00	12.00	14.00	16.00	17.60	18.80	20.00	22.40			
50145395	0114	20040114	20100114	7	17.57	9.38	10.00	36.00				10.20	10.60	11.00	11.40	11.80	12.40	13.20	14.00	14.80	15.60	17.60	20.80	24.00	28.80			
50145395	0115	20040115	20100115	7	18.00	9.97	9.00	33.00				9.20	9.60	10.00	10.40	10.80	12.00	14.00	16.00	16.00	16.00	19.00	25.00	31.00	31.80			
50145395	0116	20040116	20100116	7	14.80	5.15	8.70	23.00				8.94	9.42	9.90	10.34	10.78	12.00	14.00	16.00	16.40	16.80	17.20	17.60	18.00	20.00			
50145395	0117	20040117	20100117	7	13.50	3.71	8.50	19.00				8.80	9.40	10.00	10.80	11.60	12.20	12.60	13.00	14.20	15.40	16.00	16.00	16.00	17.20			
50145395	0118	20040118	20100118	7	12.91	3.49	8.40	18.00				8.72	9.36	10.00	10.40	10.80	11.20	11.60	12.00	13.20	14.40	15.20	15.60	16.00	16.80			
50145395	0119	20040119	20100119	7	13.54	2.68	9.80	17.00				10.04	10.52	11.00	11.40	11.80	12.40	13.20	14.00	14.40	14.80	15.20	15.60	16.00	16.40			
50145395	0120	20040120	20100120	7	16.37	7.60	9.60	31.00				9.68	9.84	10.00	10.80	11.60	12.40	13.20	14.00	15.20	16.40	17.80	19.40	21.00	25.00			
50145395	0121	20040121	20100121	7	18.30	16.36	9.50	55.00				9.52	9.56	9.60	10.16	10.72	11.40	12.20	13.00	13.40	13.80	14.40	15.20	16.00	31.60			
50145395	0122	20040122	20100122	7	17.00	9.61	8.60	33.00				8.76	9.08	9.40	10.04	10.68	11.60	12.80	14.00	14.40	14.80	17.60	22.80	28.00	30.00			
50145395	0123	20040123	20100123	7	23.09	21.18	8.30	68.00				8.50	8.90	9.30	9.98	10.66	11.60	12.80	14.00	17.20	20.40	23.40	26.20	29.00	44.60			
50145395	0124	20040124	20100124	7	15.04	6.19	8.10	23.00				8.32	8.76	9.20	9.92	10.64	11.60	12.80	14.00	15.20	16.40	18.20	20.60	23.00	23.00			
50145395	0125	20040125	20100125	7	12.73	3.89	8.00	19.00				8.22	8.66	9.10	9.46	9.82	10.80	12.40	14.00	14.00	14.00	14.20	14.60	15.00	16.60			
50145395	0126	20040126	20100126	7	12.31	3.46	8.10	18.00				8.30	8.70	9.10	9.46	9.82	10.60	11.80	13.00	13.40	13.80	14.00	14.00	14.00	15.60			
50145395	0127	20040127	20100127	7	11.84	3.15	8.00	17.00				8.18	8.54	8.90	9.34	9.78	10.40	11.20	12.00	12.40	12.80	13.20	13.60	14.00	15.20			
50145395	0128	20040128	20100128	7	11.80	3.04	7.80	17.00				8.00	8.40	8.80	9.68	10.56	11.20	11.60	12.00	12.40	12.80	13.00	13.00	13.00	14.60			
50145395	0129	20040129	20100129	7	11.50	3.13	7.90	17.00				8.04	8.32	8.60	9.16	9.72	10.20	10.60	11.00	11.80	12.60	13.00	13.00	13.00	14.60			
50145395	0130	20040130	20100130	7	11.40	2.78	8.20	16.00				8.28	8.44	8.60	9.16	9.72	10.20	10.60	11.00	11.80	12.60	13.00	13.00	13.00	14.20			
50145395	0131	20040131	20100131	7	11.14	2.68	7.50	15.00				7.72	8.16	8.60	9.12	9.64	10.12	10.56	11.00	11.80	12.60	13.00	13.00	13.00	13.80			
50145395	0201	20040201	20100201	7	10.93	2.71	7.00	15.00				7.32	7.96	8.60	9.12	9.64	10.12	10.56	11.00	11.40	11.80	12.20	12.60	13.00	13.80			
50145395	0202	20040202	20100202	7	10.86	2.79	6.80	15.00				7.12	7.76	8.40	8.96	9.52	10.04	10.52	11.00	11.40	11.80	12.20	12.60	13.00	13.80			
