site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
02028500	ALL	19430401	20141203	26180	141.46	282.82	0.07	28800.00	3.50	11.00	17.00	24.00	30.00	38.00	46.00	55.00	65.00	74.00	85.00	98.00	112.00	125.00	142.00	162.00	190.00	229.00	298.00	433.00	949.38
02028500	0101	19440101	20140101	71	172.76	175.67	13.00	1070.00		24.20	31.20	51.80	68.80	75.00	78.00	91.00	97.80	107.40	110.00	118.40	130.40	141.40	172.80	195.00	242.80	323.40	435.20	520.00	
02028500	0102	19440102	20140102	71	159.10	130.82	12.00	662.00		24.60	34.20	53.20	66.80	75.00	80.60	92.00	99.60	108.00	111.00	122.40	131.40	146.80	180.20	209.00	262.20	302.00	367.00	454.80	
02028500	0103	19440103	20140103	71	156.65	112.82	12.00	569.00		25.00	46.80	58.20	70.00	77.00	83.20	97.00	99.60	104.80	120.00	127.20	159.00	175.00	194.80	217.00	240.40	279.00	310.40	410.00	
02028500	0104	19440104	20140104	71	156.72	124.86	13.00	809.00		24.60	42.80	56.80	68.00	83.00	94.00	99.20	105.60	109.20	115.00	142.60	156.20	169.80	181.80	200.00	206.60	254.40	307.60	385.80	
02028500	0105	19440105	20140105	71	156.32	128.98	14.00	687.00		24.00	37.20	55.40	65.00	68.00	90.40	94.00	99.80	108.40	112.00	125.60	161.60	165.60	178.80	196.00	215.60	256.40	311.60	420.60	
02028500	0106	19440106	20140106	71	154.77	146.79	18.00	1020.00		29.40	45.60	53.40	64.80	68.00	81.20	87.40	91.00	96.80	108.00	123.20	147.00	157.80	167.80	175.00	212.40	271.00	324.60	416.40	
02028500	0107	19440107	20140107	71	157.94	131.29	23.00	736.00		34.20	40.40	50.60	62.20	76.00	84.60	88.00	90.00	101.60	121.00	144.20	151.20	160.00	174.40	191.00	242.80	275.40	291.00	418.40	
02028500	0108	19440108	20140108	71	170.61	218.92	23.00	1730.00		30.80	44.20	49.60	57.20	74.00	80.00	84.00	93.20	106.40	132.00	138.80	142.80	149.80	173.60	193.00	220.00	240.60	345.00	478.00	
02028500	0109	19440109	20140109	71	167.90	177.87	20.00	995.00		26.80	41.20	49.40	60.00	73.00	79.20	86.20	91.60	111.20	120.00	130.80	135.00	153.40	161.60	196.00	222.00	233.60	384.40	555.20	
02028500	0110	19440110	20140110	71	151.03	121.00	19.00	554.00		26.20	34.80	45.00	63.40	74.00	82.80	90.40	99.20	103.20	115.00	130.00	135.80	140.00	169.00	188.00	210.60	240.40	361.20	450.00	
02028500	0111	19440111	20140111	71	163.04	162.88	18.00	1030.00		29.00	36.20	47.40	60.40	71.00	83.20	87.20	97.20	110.00	120.00	128.00	131.00	159.20	182.00	199.00	222.80	261.80	329.20	410.80	
02028500	0112	19440112	20140112	71	163.55	165.21	17.00	1080.00		28.80	35.20	45.40	60.00	73.00	80.00	82.20	92.60	102.80	115.00	120.60	135.60	155.40	175.60	187.00	215.20	292.60	361.60	448.80	
02028500	0113	19440113	20140113	71	148.41	122.81	16.00	758.00		27.20	35.20	45.40	60.80	68.00	77.80	84.00	93.60	104.60	111.00	127.20	140.80	153.20	166.60	190.00	214.00	267.00	308.20	373.20	
02028500	0114	19440114	20140114	71	158.69	140.92	18.00	878.00		25.00	36.40	46.40	61.40	68.00	76.00	85.20	94.80	104.80	126.00	144.80	151.40	161.00	186.20	200.00	232.40	246.60	371.40	414.60	
02028500	0115	19440115	20140115	71	172.25	247.88	17.00	2060.00		23.40	36.00	51.20	67.40	74.00	78.60	89.20	106.20	124.00	134.00	138.60	146.80	164.80	181.80	192.00	212.60	241.00	317.20	410.40	
02028500	0116	19440116	20140116	71	161.97	190.27	15.00	1530.00		24.20	37.00	61.00	71.00	74.00	79.20	87.00	109.60	118.40	127.00	136.20	147.60	159.40	165.00	180.00	206.60	247.20	309.60	360.00	
02028500	0117	19440117	20140117	71	142.08	108.62	14.00	724.00		24.60	34.80	55.00	65.20	73.00	81.20	86.40	94.80	114.40	125.00	132.60	140.20	149.20	165.40	183.00	203.60	224.20	259.20	329.00	
02028500	0118	19440118	20140118	71	146.21	111.19	14.00	596.00		24.60	36.80	55.20	66.00	72.00	78.60	84.00	99.60	112.00	123.00	132.20	144.00	163.60	173.00	182.00	192.00	220.60	252.80	424.80	
02028500	0119	19440119	20140119	71	174.77	358.57	19.00	3060.00		25.60	46.20	59.80	69.80	74.00	76.00	83.40	99.60	112.80	124.00	129.80	138.40	149.60	163.00	166.00	190.40	214.80	228.00	401.40	
02028500	0120	19440120	20140120	71	158.27	175.93	21.00	1370.00		27.00	44.20	64.80	68.40	72.00	78.00	89.00	106.00	121.40	128.00	134.60	140.00	153.60	162.60	179.00	192.20	201.80	301.20	408.40	
02028500	0121	19440121	20140121	71	167.44	154.91	20.00	841.00		27.60	41.60	63.60	67.40	71.00	80.60	93.00	102.20	111.60	125.00	134.80	144.80	154.60	181.00	200.00	234.00	273.20	323.00	573.40	
02028500	0122	19440122	20140122	71	173.83	157.98	19.00	837.00		27.20	39.40	62.40	66.80	73.00	81.80	88.40	101.60	112.20	120.00	132.80	142.20	163.20	181.60	216.00	256.80	305.40	383.20	561.20	
02028500	0123	19440123	20140123	71	165.41	130.83	21.00	736.00		29.80	40.40	61.00	64.80	76.00	93.60	105.20	111.00	120.00	125.00	136.40	147.60	158.40	176.20	214.00	261.60	303.80	366.00	412.20	
02028500	0124	19440124	20140124	71	188.44	185.74	21.00	1080.00		29.60	39.40	60.00	64.40	72.00	91.20	100.20	102.00	119.20	132.00	146.80	153.40	171.60	183.80	217.00	287.20	322.20	466.60	536.40	
02028500	0125	19440125	20140125	71	243.45	504.32	20.00	4140.00		29.40	36.80	58.00	63.40	69.00	85.60	90.40	101.40	113.20	137.00	143.00	154.80	183.80	199.00	223.00	285.40	395.00	413.80	640.80	
02028500	0126	19440126	20140126	71	199.90	278.73	19.00	1870.00		26.80	38.00	57.60	60.00	72.00	83.60	92.60	101.00	120.60	134.00	142.40	160.20	166.80	191.60	210.00	261.40	299.40	334.80	553.40	
02028500	0127	19440127	20140127	71	194.30	229.48	20.00	1500.00		25.60	37.80	56.00	64.40	69.00	80.60	91.00	104.80	121.00	132.00	140.80	146.00	164.80	185.80	206.00	274.20	332.60	384.40	736.40	
02028500	0128	19440128	20140128	71	216.20	302.20	18.00	1900.00		25.60	38.00	54.20	60.80	72.00	80.60	86.80	99.40	115.80	120.00	130.00	142.20	160.00	177.40	219.00	292.80	314.00	526.40	898.40	
02028500	0129	19440129	20140129	71	177.10	183.19	17.00	900.00		26.80	39.60	53.80	61.60	74.00	80.40	86.80	103.20	109.40	116.00	118.80	131.20	155.80	173.40	205.00	252.40	268.20	429.80	673.00	
02028500	0130	19440130	20140130	71	158.79	129.10	17.00	620.00		28.20	39.60	54.00	64.80	74.00	80.40	94.00	99.80	106.80	114.00	125.40	146.60	154.00	170.40	215.00	238.40	270.60	333.80	461.40	
02028500	0131	19440131	20140131	71	179.27	268.28	15.00	2230.00		31.80	41.00	54.00	68.40	73.00	79.20	86.60	97.80	110.40	130.00	137.20	148.80	165.00	178.80	206.00	227.80	287.20	340.80	400.00	
02028500	0201	19440201	20140201	71	157.08	113.61	17.00	592.00		29.20	48.80	56.20	68.00	75.00	80.60	90.00	103.40	110.80	129.00	136.80	142.40	169.80	199.40	209.00	252.20	282.40	307.40	394.00	
02028500	0202	19440202	20140202	71	198.51	268.44	17.00	2150.00		35.00	53.40	61.60	68.00	76.00	88.00	102.40	117.60	126.60	137.00	141.20	156.80	172.00	212.20	238.00	272.60	334.20	354.40	451.60	
02028500	0203	19440203	20140203	71	194.14	194.29	17.00	1320.00		32.60	53.60	61.20	67.40	84.00	98.00	106.20	115.20	132.80	137.00	151.20	182.80	201.80	209.20	234.00	258.60	295.40	336.20	592.00	
02028500	0204	19440204	20140204	71	209.87	274.63	17.00	1680.00		37.20	52.40	61.40	69.20	83.00	93.60	101.80	116.40	130.00	139.00	148.40	181.20	183.80	200.60	231.00	247.40	290.80	348.80	742.60	
02028500	0205	19440205	20140205	71	177.39	174.46	17.00	1150.00		32.60	48.80	60.60	69.00	88.00	93.00	99.20	110.00	128.80	133.00	150.00	165.80	172.80	189.60	209.00	232.00	256.80	328.60	544.80	
02028500	0206	19440206	20140206	71	181.04	151.58	17.00	850.00		32.20	52.00	59.80	71.00	89.00	93.00	102.40	115.60	126.00	147.00	155.00	161.00	184.20	207.60	225.00	243.20	290.00	405.80	506.80	
02028500	0207	19440207	20140207	71	215.82	292.88	20.00	2180.00		31.60	54.00	59.80	69.80	86.00	89.20	110.80	117.60	133.40	144.00	153.00	166.60	176.80	204.60	224.00	263.60	297.60	393.00	708.00	
02028500	0208	19440208	20140208	71	181.99	206.64	27.00	1600.00		36.80	53.20	59.60	68.40	82.00	87.00	101.00	116.00	123.80	140.00	143.20	149.20	186.40	194.60	202.00	213.60	271.20	332.60	527.60	
02028500	0209	19440209	20140209	71	155.70	112.92	27.00	635.00		32.80	51.20	56.00	69.00	76.00	89.80	103.20	111.20	119.20	130.00	138.20	152.00	161.80	179.40	188.00	196.80	235.40	307.60	420.80	
02028500	0210	19440210	20140210	71	144.89	92.93	26.00	460.00		36.60	51.20	55.00	68.00	82.00	89.60	96.80	110.20	115.80	120.00	130.40	143.60	155.00	166.40	175.00	198.60	236.00	285.80	361.60	
02028500	0211	19440211	20140211	71	154.90	111.86	29.00	600.00		44.00	54.00	60.20	79.20	83.00	92.60	100.40	106.00	114.80	121.00	132.60	143.40	158.00	169.80	178.00	203.20	253.60	323.60	369.20	
02028500	0212	19440212	20140212	71	154.63	125.29	24.00	840.00		45.60	54.20	67.20	78.40	83.00	94.60	102.40	111.60	114.00	121.00	128.40	148.40	155.00	165.80	178.00	194.00	223.00	279.80	372.80	
02028500	0213	19440213	20140213	71	188.62	234.59	26.00	1470.00		44.20	55.40	68.40	75.40	92.00	94.20	103.00	108.40	114.40	119.00	139.60	150.00	154.40	166.40	190.00	209.20	252.20	295.80	798.40	
02028500	0214	19440214	20140214	71	206.97	276.14	22.00	1960.00		45.80	59.60	67.20	73.40	80.00	89.20	100.00	109.80	112.80	140.00	145.60	159.20	167.60	190.80	200.00	224.40	258.80	388.60	751.80	
02028500	0215	19440215	20140215	71	175.41	154.14	21.00	1030.00		54.20	65.40	69.60	75.60	85.00	96.20	109.00	112.40	119.40	128.00	144.20	150.80	165.60	183.80	202.00	234.00	250.80	381.80	479.20	
02028500	0216	19440216	20140216	71	165.14	115.12	24.00	690.00		52.80	61.40	67.00	78.80	91.00	106.40	110.00	114.00	123.60	138.00	144.80	152.00	165.60	187.00	211.00	222.60	253.00	298.20	384.20	
02028500	0217	19440217	20140217	71	189.06	274.60	22.00	2330.00		56.60	62.20	67.40	78.00	98.00	105.60	110.00	117.60	125.20	134.00	144.00	152.60	165.60	190.40	207.00	247.00	274.20	298.20	381.00	
02028500	0218	19440218	20140218	71	178.96	182.18	20.00	1430.00		53.40	58.40	71.60	89.80	99.00	105.00	112.20	116.00	126.00	135.00	141.60	148.20	168.40	182.20	200.00	247.20	261.20	278.00	462.80	
02028500	0219	19440219	20140219	71	173.61	144.61	19.00	910.00		52.00	61.60	79.80	86.20	92.00	102.00	111.20	114.80	123.60	136.00	142.00	153.00	166.60	174.00	200.00	240.60	265.00	294.80	480.00	
02028500	0220	19440220	20140220	71	167.66	118.93	22.00	754.00		50.00	57.40	78.00	86.80	93.00	100.00	108.80	119.40	126.80	139.00	141.60	150.80	163.20	184.40	216.00	228.20	252.40	334.00	412.00	
02028500	0221	19440221	20140221	71	190.21	202.79	24.00	1560.00		52.40	61.60	72.00	92.00	95.00	102.40	112.00	122.80	131.80	139.00	146.00	153.00	174.80	202.80	212.00	238.80	277.80	342.00	563.60	
02028500	0222	19440222	20140222	71	196.97	204.84	22.00	1520.00		54.20	65.60	69.80	80.00	100.00	110.60	119.00	128.00	133.60	138.00	152.60	173.20	198.20	220.40	227.00	234.20	282.80	332.00	527.40	
02028500	0223	19440223	20140223	71	210.03	220.34	19.00	1320.00		55.20	62.20	73.20	84.40	102.00	110.00	119.00	130.00	136.00	143.00	155.80	170.60	191.60	201.00	216.00	274.00	322.20	411.20	543.00	
02028500	0224	19440224	20140224	71	203.55	185.00	19.00	996.00		55.80	64.60	73.80	84.00	102.00	112.80	118.60	129.80	138.60	148.00	159.60	180.20	189.00	196.60	234.00	255.60	309.80	384.20	718.80	
02028500	0225	19440225	20140225	71	207.17	210.94	20.00	1430.00		58.00	69.20	76.40	91.20	105.00	112.00	116.00	128.40	139.60	150.00	153.60	170.40	179.40	202.80	222.00	250.40	299.00	435.60	685.00	
02028500	0226	19440226	20140226	71	221.39	229.25	21.00	1280.00		58.20	71.20	76.80	93.40	103.00	111.40	120.20	122.80	141.40	156.00	159.60	170.80	184.00	198.20	237.00	269.00	300.00	492.80	769.60	
02028500	0227	19440227	20140227	71	199.25	174.08	19.00	1060.00		56.40	63.60	72.80	94.00	99.00	103.60	116.40	128.60	142.80	150.00	155.00	162.00	186.00	202.80	229.00	250.00	328.00	402.00	539.20	
02028500	0228	19440228	20140228	71	192.69	152.83	16.00	798.00		53.40	69.40	76.40	92.80	98.00	107.60	121.60	131.20	141.40	146.00	151.80	172.40	181.00	193.20	215.00	244.60	327.40	392.00	597.60	
02028500	0229	19440229	20120229	18	166.28	95.20	56.00	372.00			63.20	75.90	90.00	98.25	108.40	115.90	122.80	132.05	138.50	141.80	153.20	171.20	191.90	223.00	239.60	304.65	365.70		
02028500	0301	19440301	20140301	71	206.32	220.76	16.00	1560.00		54.80	62.60	83.60	91.40	100.00	112.40	124.00	134.80	140.40	144.00	155.80	170.00	176.00	194.00	205.00	263.80	310.00	344.40	718.80	
02028500	0302	19440302	20140302	71	194.94	180.56	19.00	1080.00		56.60	59.20	81.80	88.40	100.00	109.60	126.00	130.60	139.40	148.00	159.20	162.20	172.20	193.20	206.00	256.00	289.60	415.40	488.00	
02028500	0303	19440303	20140303	71	191.93	137.26	48.00	726.00		55.00	61.40	80.80	87.60	102.00	109.40	120.00	127.20	135.00	150.00	150.60	154.40	194.20	215.20	270.00	287.40	320.80	370.20	507.20	
02028500	0304	19440304	20140304	71	224.79	314.19	46.00	2510.00		56.20	67.60	75.40	90.00	102.00	109.60	115.20	117.00	130.80	136.00	148.40	158.80	189.60	227.80	255.00	284.40	322.20	427.20	550.20	
02028500	0305	19440305	20140305	71	231.37	237.61	47.00	1290.00		56.00	73.20	80.00	89.40	111.00	113.20	120.60	128.80	139.40	145.00	149.20	164.20	177.00	220.40	250.00	290.20	396.60	580.00	771.00	
02028500	0306	19440306	20140306	71	235.77	202.09	52.00	1080.00		57.40	76.60	90.60	100.80	114.00	120.00	132.60	137.80	145.60	155.00	166.80	194.80	222.80	245.20	257.00	333.60	460.20	546.40	701.80	
02028500	0307	19440307	20140307	71	261.59	306.40	47.00	2350.00		57.80	73.60	86.00	105.00	112.00	124.60	139.20	155.60	165.40	177.00	189.20	211.60	227.20	242.20	284.00	365.60	457.40	530.00	722.00	
02028500	0308	19440308	20140308	71	235.39	180.93	43.00	915.00		60.40	82.00	87.00	110.40	116.00	125.00	133.00	146.00	163.00	183.00	191.60	207.20	226.00	253.00	305.00	339.00	390.40	492.60	610.60	
