site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
13337500	ALL	19441001	20151027	15489	263.86	392.23	9.00	3700.00	24.00	31.00	37.00	42.00	47.00	52.00	58.00	64.00	70.00	80.00	90.00	105.00	127.00	157.50	200.00	271.50	400.00	555.00	781.00	1120.00	1860.00
13337500	0101	19450101	20150101	42	80.33	56.51	27.00	330.00		27.75	36.30	38.35	40.60	42.00	46.00	50.10	52.60	58.70	62.50	69.30	78.80	80.00	90.00	92.75	120.00	125.50	144.60	190.95	
13337500	0102	19450102	20150102	42	78.83	59.88	26.00	390.00		30.30	35.60	40.00	41.80	45.75	47.90	50.10	55.00	55.00	58.00	69.20	77.00	80.00	85.50	92.00	110.00	120.00	130.20	159.95	
13337500	0103	19450103	20150103	42	74.31	46.87	26.00	289.00		28.60	33.60	37.45	43.80	48.00	49.80	51.05	52.60	55.00	58.00	68.25	70.00	75.90	85.50	91.00	94.40	110.00	122.70	164.60	
13337500	0104	19450104	20150104	42	84.83	109.55	24.00	749.00		32.00	35.90	39.35	43.80	47.25	50.00	50.10	57.20	58.00	60.00	65.00	67.80	74.95	83.20	86.25	95.40	105.50	117.00	164.65	
13337500	0105	19450105	20150105	42	102.62	209.32	30.00	1410.00		32.30	35.30	38.90	42.60	47.00	50.00	52.05	55.20	56.35	60.50	69.30	72.00	79.75	80.00	88.50	104.00	115.30	137.50	163.60	
13337500	0106	19450106	20150106	42	101.00	155.77	22.00	1020.00		33.30	37.90	43.00	44.60	50.00	50.90	53.10	56.40	58.00	63.50	71.30	75.00	79.75	85.00	87.75	95.20	118.25	164.00	333.00	
13337500	0107	19450107	20150107	42	93.93	112.04	34.00	721.00		34.15	38.00	43.45	48.80	50.00	54.50	56.05	58.00	60.00	60.00	70.00	74.20	75.95	78.20	91.25	101.00	130.00	158.00	307.50	
13337500	0108	19450108	20150108	42	102.26	107.91	31.00	608.00		35.75	42.60	47.45	50.00	50.75	51.00	56.10	58.20	60.00	67.50	73.25	79.20	81.90	95.00	95.00	127.00	163.65	184.60	417.00	
13337500	0109	19450109	20150109	42	104.40	107.82	35.00	566.00		40.30	43.50	48.90	50.00	53.50	54.00	55.05	60.00	61.75	70.00	75.00	78.00	84.75	90.00	102.50	128.00	155.45	205.00	461.00	
