site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
08178700	ALL	19600901	20061205	16897	13.71	190.71	0.00	11600.00	0.00	0.00	0.00	0.00	0.00	0.04	0.10	0.15	0.22	0.39	0.55	0.71	0.90	1.20	1.50	2.30	3.50	7.90	17.00	169.00
08178700	0101	19610101	20060101	46	2.20	4.69	0.00	23.00		0.00	0.00	0.00	0.00	0.04	0.09	0.14	0.20	0.38	0.40	0.49	0.54	0.92	1.09	1.43	2.78	6.39	16.20	
08178700	0102	19610102	20060102	46	2.04	5.16	0.00	34.00		0.00	0.00	0.00	0.00	0.00	0.09	0.16	0.20	0.38	0.44	0.49	0.64	1.31	1.59	2.35	3.00	4.90	6.67	
08178700	0103	19610103	20060103	46	1.63	3.47	0.00	22.00		0.00	0.00	0.00	0.00	0.04	0.09	0.10	0.17	0.28	0.37	0.63	0.96	1.25	1.49	2.12	2.54	3.77	6.46	
08178700	0104	19610104	20060104	46	1.66	3.39	0.00	21.00		0.00	0.00	0.00	0.00	0.00	0.08	0.15	0.20	0.27	0.39	0.48	0.77	1.25	1.39	2.23	2.72	4.33	6.65	
08178700	0105	19610105	20060105	46	2.08	4.73	0.00	31.00		0.00	0.00	0.00	0.00	0.05	0.10	0.19	0.29	0.37	0.56	0.74	1.14	1.40	1.97	2.27	3.44	5.15	6.12	
08178700	0106	19610106	20060106	46	2.66	5.49	0.00	30.00		0.00	0.00	0.00	0.01	0.07	0.14	0.20	0.27	0.41	0.60	1.06	1.34	1.77	2.37	3.42	3.94	6.09	16.50	
08178700	0107	19610107	20060107	46	2.41	5.04	0.00	27.00		0.00	0.00	0.00	0.06	0.10	0.14	0.21	0.37	0.53	0.78	0.86	1.14	1.41	1.98	2.48	3.12	5.89	16.14	
08178700	0108	19610108	20060108	46	1.87	3.43	0.00	20.00		0.00	0.00	0.00	0.08	0.10	0.15	0.18	0.34	0.41	0.54	0.81	1.00	1.21	1.75	2.33	2.94	5.41	8.40	
08178700	0109	19610109	20060109	46	1.72	2.75	0.00	12.00		0.00	0.00	0.00	0.08	0.11	0.14	0.22	0.28	0.36	0.48	0.68	0.76	0.89	1.26	2.10	2.96	6.00	8.39	
08178700	0110	19610110	20060110	46	6.37	24.90	0.00	150.00		0.00	0.00	0.00	0.04	0.07	0.11	0.16	0.19	0.40	0.58	0.73	0.92	1.16	1.39	1.90	2.72	5.64	59.20	
08178700	0111	19610111	20060111	46	5.01	17.24	0.00	106.00		0.00	0.00	0.00	0.00	0.07	0.08	0.15	0.29	0.33	0.54	0.74	0.88	1.01	1.30	1.52	2.12	6.60	40.25	
08178700	0112	19610112	20060112	46	2.63	5.16	0.00	27.00		0.00	0.00	0.00	0.01	0.06	0.10	0.22	0.39	0.42	0.58	0.86	0.98	1.66	1.70	2.33	3.64	7.56	16.25	
08178700	0113	19610113	20060113	46	2.48	4.85	0.00	24.00		0.00	0.00	0.00	0.02	0.10	0.11	0.21	0.37	0.50	0.64	0.83	1.01	1.56	2.06	2.75	4.08	5.90	17.15	
08178700	0114	19610114	20060114	46	2.81	5.43	0.00	22.00		0.00	0.00	0.00	0.00	0.07	0.10	0.18	0.22	0.36	0.66	0.88	0.92	1.36	1.79	2.50	4.22	9.27	20.65	
08178700	0115	19610115	20060115	46	2.45	4.42	0.00	19.00		0.00	0.00	0.00	0.00	0.05	0.15	0.19	0.33	0.42	0.58	0.73	0.90	1.00	1.36	2.67	4.50	7.36	16.20	
08178700	0116	19610116	20060116	46	2.27	3.79	0.00	16.00		0.00	0.00	0.00	0.00	0.06	0.14	0.20	0.31	0.54	0.57	0.63	0.71	1.00	2.28	2.70	4.98	6.86	13.72	
08178700	0117	19610117	20060117	46	2.55	5.04	0.00	30.00		0.00	0.00	0.00	0.04	0.16	0.20	0.24	0.29	0.43	0.53	0.60	0.66	1.30	2.14	4.12	5.18	6.46	11.56	
08178700	0118	19610118	20060118	46	43.84	249.13	0.00	1680.00		0.00	0.00	0.00	0.05	0.16	0.20	0.33	0.46	0.49	0.56	0.89	1.20	2.25	2.40	3.85	5.02	7.43	164.70	
08178700	0119	19610119	20060119	46	8.67	40.95	0.00	279.00		0.00	0.00	0.00	0.07	0.15	0.21	0.30	0.39	0.49	0.52	1.24	1.74	2.25	3.29	3.98	5.10	10.30	17.25	
08178700	0120	19610120	20060120	46	58.13	381.61	0.00	2590.00		0.00	0.00	0.00	0.06	0.10	0.20	0.25	0.41	0.56	0.82	0.90	1.22	1.69	2.09	2.95	4.08	6.16	10.65	
08178700	0121	19610121	20060121	46	15.24	87.81	0.00	597.00		0.00	0.00	0.00	0.02	0.08	0.21	0.36	0.41	0.51	0.74	0.90	1.18	1.77	2.09	3.42	4.64	6.26	22.81	
08178700	0122	19610122	20060122	46	4.29	14.96	0.00	101.00		0.00	0.00	0.00	0.04	0.07	0.21	0.31	0.39	0.40	0.58	0.75	0.90	1.14	2.45	3.55	4.76	8.46	13.95	
08178700	0123	19610123	20060123	46	2.67	5.74	0.00	32.00		0.00	0.00	0.00	0.04	0.09	0.20	0.22	0.36	0.49	0.56	0.76	0.90	1.20	1.86	2.48	3.40	6.65	16.95	
