site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
14241500	ALL	19391001	20110930	12296	628.59	740.27	61.00	17400.00	70.00	84.00	98.00	113.00	133.00	162.00	209.00	260.00	319.00	375.00	430.00	490.00	557.00	632.00	707.00	797.00	910.00	1320.00	1860.00	3650.30
14241500	0101	19400101	20110101	33	1231.33	1689.00	232.00	10100.00		313.20	366.20	395.80	432.40	496.00	516.20	551.10	631.60	725.80	809.00	956.20	1100.00	1117.00	1204.00	1305.00	1680.00	2056.00	4528.00	
14241500	0102	19400102	20110102	33	1275.64	1327.86	219.00	7540.00		298.10	342.40	392.40	448.60	466.50	518.40	621.50	795.40	907.40	949.00	1030.00	1130.00	1367.00	1438.00	1525.00	1674.00	2642.00	4376.00	
14241500	0103	19400103	20110103	33	1159.97	918.56	206.00	4400.00		285.80	332.40	364.00	419.40	432.00	544.60	615.40	743.80	859.20	959.00	990.90	1126.00	1200.00	1280.00	1390.00	2046.00	2368.00	3399.00	
14241500	0104	19400104	20110104	33	1152.67	886.37	210.00	3920.00		276.50	327.60	376.60	395.80	405.00	499.40	652.30	698.00	771.60	936.00	975.30	1036.00	1204.00	1484.00	1705.00	1908.00	2572.00	3206.00	
14241500	0105	19400105	20110105	33	1116.97	907.18	303.00	3910.00		304.40	326.80	367.50	384.20	450.00	485.20	594.70	682.00	780.70	810.00	867.50	1028.00	1115.00	1330.00	1415.00	1650.00	2594.00	3567.00	
14241500	0106	19400106	20110106	33	1109.52	859.29	290.00	4360.00		297.00	320.80	377.00	413.40	484.50	565.20	670.70	702.60	796.10	834.00	938.20	992.80	1101.00	1378.00	1530.00	1684.00	2366.00	3051.00	
14241500	0107	19400107	20110107	33	1484.88	1596.83	277.00	6880.00		282.60	333.20	394.60	450.00	493.00	579.40	664.10	752.40	787.80	830.00	870.10	1066.00	1200.00	1668.00	1955.00	2424.00	3576.00	6488.00	
14241500	0108	19400108	20110108	33	1382.42	1587.88	273.00	7760.00		274.40	336.20	358.70	414.40	458.50	559.40	617.40	674.80	765.20	899.00	1012.60	1060.00	1172.00	1500.00	1650.00	1892.00	2800.00	6507.00	
14241500	0109	19400109	20110109	33	1127.39	936.15	262.00	3940.00		290.00	333.60	374.70	412.40	448.50	498.40	560.10	626.80	667.70	804.00	981.30	1084.00	1194.00	1342.00	1470.00	1584.00	2778.00	3702.00	
14241500	0110	19400110	20110110	33	1117.12	1208.46	290.00	7050.00		330.60	358.60	373.90	406.40	480.50	518.00	600.50	611.60	672.40	797.00	906.70	989.80	1172.00	1206.00	1340.00	1410.00	2090.00	3914.00	
14241500	0111	19400111	20110111	33	1010.82	994.11	280.00	5490.00		308.00	337.00	381.80	402.00	432.00	466.00	533.80	573.60	622.10	677.00	800.20	937.80	994.10	999.00	1150.00	1272.00	2006.00	3684.00	
14241500	0112	19400112	20110112	33	975.58	792.68	278.00	3720.00		293.40	329.80	399.80	420.00	452.00	477.40	532.50	546.00	662.10	725.00	837.10	881.40	954.20	1042.00	1200.00	1352.00	1900.00	3398.00	
14241500	0113	19400113	20110113	33	1049.55	893.02	277.00	4070.00		279.10	338.00	411.00	420.60	436.50	482.40	540.20	606.60	699.30	745.00	793.20	926.00	1002.00	1068.00	1330.00	1624.00	2524.00	3510.00	
14241500	0114	19400114	20110114	33	1084.36	828.09	263.00	3380.00		271.40	323.00	361.00	391.20	432.50	469.00	582.30	652.60	729.20	848.00	1058.00	1070.00	1089.00	1306.00	1405.00	1542.00	2566.00	3219.00	
14241500	0115	19400115	20110115	33	1031.64	686.33	264.00	2580.00		264.70	303.20	342.90	372.20	410.50	466.00	611.80	656.80	701.00	782.00	947.80	1092.00	1237.00	1492.00	1630.00	1742.00	2094.00	2503.00	
14241500	0116	19400116	20110116	33	1093.91	951.87	252.00	4900.00		273.00	301.20	325.30	344.20	384.50	504.60	573.70	600.40	689.60	788.00	938.00	1050.00	1081.00	1390.00	1570.00	1690.00	2270.00	3395.00	
14241500	0117	19400117	20110117	33	1211.33	1038.31	224.00	4400.00		252.00	302.80	331.10	332.80	440.50	541.00	574.60	610.20	729.60	935.00	981.60	1020.00	1171.00	1564.00	1915.00	1944.00	2754.00	4001.00	
14241500	0118	19400118	20110118	33	1336.94	1264.31	229.00	4670.00		253.50	309.80	322.00	365.80	436.00	511.20	531.60	586.20	660.20	795.00	884.30	1011.60	1396.00	1596.00	1955.00	2356.00	3750.00	4411.00	
14241500	0119	19400119	20110119	33	1190.00	1145.55	234.00	5810.00		278.80	300.00	315.70	411.80	467.00	502.40	539.70	609.20	702.20	757.00	926.70	1044.00	1274.00	1366.00	1590.00	1832.00	2458.00	4298.00	
14241500	0120	19400120	20110120	33	1123.09	1023.45	280.00	4370.00		281.40	295.40	314.50	388.60	444.50	486.20	503.60	560.00	665.40	723.00	909.50	929.40	1051.00	1270.00	1535.00	1680.00	2656.00	4104.00	
