site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
03141500	ALL	19841001	20151230	3012	134.73	221.62	0.10	936.00	2.20	2.80	3.50	3.90	4.10	4.30	4.50	4.80	5.00	5.50	6.50	8.80	30.00	77.45	135.10	201.75	263.00	333.00	439.70	704.00	875.74
03141500	0101	19850101	20150101	8	201.45	209.40	4.20	619.00				4.66	5.24	5.85	6.48	34.81	118.56	194.70	210.00	225.30	227.40	227.85	258.00	303.00	386.20	517.15			
03141500	0102	19850102	20150102	8	203.16	163.20	4.20	520.00				5.21	6.52	44.08	110.63	164.30	192.20	217.40	221.00	224.60	225.80	226.70	239.90	259.25	320.00	432.50			
03141500	0103	19850103	20150103	8	271.40	161.61	4.20	570.00				63.28	139.24	186.00	209.40	227.40	234.60	242.95	260.50	278.05	298.80	319.95	334.20	345.00	394.80	493.35			
03141500	0104	19850104	20150104	8	292.02	258.39	4.20	793.00				26.88	56.04	91.75	132.70	169.60	198.40	224.50	229.00	233.50	268.40	307.10	383.60	479.00	584.20	701.65			
03141500	0105	19850105	20150105	8	273.30	339.53	4.40	873.00				8.46	13.68	29.50	53.80	73.90	85.60	98.50	121.00	143.50	183.60	225.90	390.30	615.75	767.40	826.80			
03141500	0106	19850106	20150106	8	272.18	358.72	3.40	869.00				3.47	3.56	3.80	4.16	9.89	26.36	43.80	69.00	94.20	223.40	365.60	512.90	662.75	770.60	825.95			
03141500	0107	19850107	20150107	8	253.31	348.81	3.40	844.00				3.54	3.72	4.42	5.55	10.90	24.72	39.45	61.50	83.55	172.80	270.45	435.00	633.00	763.20	808.65			
03141500	0108	19850108	20150108	8	163.85	255.41	3.50	730.00				4.13	4.94	9.22	16.29	22.65	27.60	32.10	33.00	33.90	79.20	130.05	204.30	290.25	416.40	592.80			
03141500	0109	19850109	20150109	8	188.69	286.33	5.00	833.00				5.88	7.00	8.88	11.35	18.25	34.00	48.00	48.00	48.00	118.00	196.75	255.70	304.75	432.20	657.65			
03141500	0110	19850110	20150110	8	238.39	343.54	3.70	906.00				4.12	4.66	5.55	6.72	13.57	31.80	49.05	58.50	67.95	137.00	213.50	356.00	531.50	684.40	809.05			
03141500	0111	19850111	20150111	8	170.35	268.52	3.30	761.00				3.86	4.58	5.58	6.79	13.66	31.84	49.05	58.50	67.95	78.20	88.55	177.50	305.75	453.80	626.60			
03141500	0112	19850112	20150112	8	93.58	194.97	3.10	566.00				3.73	4.54	5.12	5.53	5.88	6.10	6.36	6.90	7.44	18.50	30.88	60.50	98.75	209.20	409.90			
03141500	0113	19850113	20150113	8	83.65	102.98	5.80	255.00				6.18	6.68	7.05	7.32	12.07	25.80	39.00	48.00	57.00	58.80	59.70	113.40	193.50	241.40	249.05			
03141500	0114	19850114	20150114	8	124.76	174.35	2.80	519.00				3.85	5.20	6.22	6.99	15.22	38.40	60.50	74.00	87.50	93.00	97.50	134.10	186.75	276.60	412.95			
03141500	0115	19850115	20150115	8	150.68	306.83	2.80	902.00				3.96	5.44	6.45	7.08	10.88	21.00	30.30	33.00	35.70	60.80	88.70	105.50	116.75	278.80	629.35			
03141500	0116	19850116	20150116	8	141.68	310.60	2.80	905.00				3.36	4.08	4.85	5.66	8.12	13.88	19.30	22.00	24.70	39.40	55.60	75.70	97.75	269.00	626.75			
03141500	0117	19850117	20150117	8	200.71	322.95	4.10	900.00				4.21	4.34	4.45	4.54	4.84	5.56	6.26	6.80	7.34	109.64	224.66	308.90	377.75	512.80	730.60			
03141500	0118	19850118	20150118	8	246.70	369.83	4.00	889.00				4.14	4.32	4.45	4.54	4.84	5.56	6.26	6.80	7.34	129.24	266.31	442.20	637.50	774.60	838.95			
03141500	0119	19850119	20150119	8	225.57	363.48	4.00	877.00				4.32	4.72	5.22	5.81	6.39	6.98	9.92	31.75	53.58	77.20	101.05	298.30	582.25	767.40	829.05			
03141500	0120	19850120	20150120	8	184.95	291.47	4.00	866.00				4.11	4.24	5.30	7.10	15.30	36.32	57.95	84.50	111.05	124.80	136.95	184.80	250.50	402.80	663.35			
03141500	0121	19850121	20150121	8	210.99	293.08	3.50	858.00				3.78	4.14	5.00	6.26	22.54	68.84	110.20	112.00	113.80	145.20	180.30	254.10	347.25	490.80	697.35			
03141500	0122	19850122	20150122	8	302.68	294.18	3.40	870.00				7.81	13.48	34.25	67.10	118.85	208.40	288.25	290.50	292.75	296.60	300.65	379.40	495.50	622.00	761.50			
03141500	0123	19850123	20150123	8	329.05	298.18	3.40	879.00				9.56	17.48	38.00	68.60	122.45	222.80	312.85	320.50	328.15	381.80	441.20	484.10	518.75	606.20	759.65			
