site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
07182280	ALL	20090818	20120321	947	751.18	1320.70	15.00	11600.00	19.96	32.00	45.60	93.20	123.60	139.00	175.00	210.00	264.00	313.60	345.00	379.40	441.00	523.40	600.80	744.00	900.00	1624.00	3216.00	7031.20
07182280	0101	20100101	20120101	3	257.67	104.33	143.00	347.00						143.00	171.00	199.00	227.00	255.00	283.00	295.80	308.60	321.40	334.20	347.00				
07182280	0102	20100102	20120102	3	238.67	110.52	127.00	348.00						127.00	149.80	172.60	195.40	218.20	241.00	262.40	283.80	305.20	326.60	348.00				
07182280	0103	20100103	20120103	3	235.67	126.78	125.00	374.00						125.00	141.60	158.20	174.80	191.40	208.00	241.20	274.40	307.60	340.80	374.00				
07182280	0104	20100104	20120104	3	221.00	104.70	124.00	332.00						124.00	140.60	157.20	173.80	190.40	207.00	232.00	257.00	282.00	307.00	332.00				
07182280	0105	20100105	20120105	3	212.00	93.06	121.00	307.00						121.00	138.40	155.80	173.20	190.60	208.00	227.80	247.60	267.40	287.20	307.00				
07182280	0106	20100106	20120106	3	209.00	80.47	134.00	294.00						134.00	147.00	160.00	173.00	186.00	199.00	218.00	237.00	256.00	275.00	294.00				
07182280	0107	20100107	20120107	3	234.00	126.08	127.00	373.00						127.00	142.00	157.00	172.00	187.00	202.00	236.20	270.40	304.60	338.80	373.00				
07182280	0108	20100108	20120108	3	219.33	111.54	129.00	344.00						129.00	140.20	151.40	162.60	173.80	185.00	216.80	248.60	280.40	312.20	344.00				
07182280	0109	20100109	20120109	3	215.00	112.74	121.00	340.00						121.00	133.60	146.20	158.80	171.40	184.00	215.20	246.40	277.60	308.80	340.00				
07182280	0110	20100110	20120110	3	202.00	100.16	121.00	314.00						121.00	131.00	141.00	151.00	161.00	171.00	199.60	228.20	256.80	285.40	314.00				
07182280	0111	20100111	20120111	3	170.00	92.54	79.00	264.00						79.00	96.60	114.20	131.80	149.40	167.00	186.40	205.80	225.20	244.60	264.00				
07182280	0112	20100112	20120112	3	169.67	76.22	97.00	249.00						97.00	110.20	123.40	136.60	149.80	163.00	180.20	197.40	214.60	231.80	249.00				
07182280	0113	20100113	20120113	3	165.33	78.23	94.00	249.00						94.00	105.80	117.60	129.40	141.20	153.00	172.20	191.40	210.60	229.80	249.00				
07182280	0114	20100114	20120114	3	187.00	114.14	93.00	314.00						93.00	105.20	117.40	129.60	141.80	154.00	186.00	218.00	250.00	282.00	314.00				
07182280	0115	20100115	20120115	3	277.00	260.97	114.00	578.00						114.00	119.00	124.00	129.00	134.00	139.00	226.80	314.60	402.40	490.20	578.00				
07182280	0116	20100116	20120116	3	521.67	657.19	118.00	1280.00						118.00	127.80	137.60	147.40	157.20	167.00	389.60	612.20	834.80	1057.40	1280.00				
07182280	0117	20100117	20120117	3	655.33	879.03	125.00	1670.00						125.00	134.20	143.40	152.60	161.80	171.00	470.80	770.60	1070.40	1370.20	1670.00				
07182280	0118	20100118	20120118	3	571.33	752.42	123.00	1440.00						123.00	128.60	134.20	139.80	145.40	151.00	408.80	666.60	924.40	1182.20	1440.00				
07182280	0119	20100119	20120119	3	489.67	623.86	123.00	1210.00						123.00	125.60	128.20	130.80	133.40	136.00	350.80	565.60	780.40	995.20	1210.00				
07182280	0120	20100120	20120120	3	473.67	594.46	121.00	1160.00						121.00	124.80	128.60	132.40	136.20	140.00	344.00	548.00	752.00	956.00	1160.00				
07182280	0121	20100121	20120121	3	419.00	520.51	113.00	1020.00						113.00	115.20	117.40	119.60	121.80	124.00	303.20	482.40	661.60	840.80	1020.00				
07182280	0122	20100122	20120122	3	379.33	446.59	119.00	895.00						119.00	120.00	121.00	122.00	123.00	124.00	278.20	432.40	586.60	740.80	895.00				
07182280	0123	20100123	20120123	3	372.00	406.42	123.00	841.00						123.00	128.80	134.60	140.40	146.20	152.00	289.80	427.60	565.40	703.20	841.00				
07182280	0124	20100124	20120124	3	367.67	399.81	122.00	829.00						122.00	128.00	134.00	140.00	146.00	152.00	287.40	422.80	558.20	693.60	829.00				
07182280	0125	20100125	20120125	3	336.67	352.93	122.00	744.00						122.00	126.40	130.80	135.20	139.60	144.00	264.00	384.00	504.00	624.00	744.00				
07182280	0126	20100126	20120126	3	278.67	257.73	119.00	576.00						119.00	123.40	127.80	132.20	136.60	141.00	228.00	315.00	402.00	489.00	576.00				
07182280	0127	20100127	20120127	3	237.33	192.96	119.00	460.00						119.00	121.80	124.60	127.40	130.20	133.00	198.40	263.80	329.20	394.60	460.00				
07182280	0128	20100128	20120128	3	221.00	164.74	118.00	411.00						118.00	121.20	124.40	127.60	130.80	134.00	189.40	244.80	300.20	355.60	411.00				
07182280	0129	20100129	20120129	3	218.67	167.46	119.00	412.00						119.00	120.20	121.40	122.60	123.80	125.00	182.40	239.80	297.20	354.60	412.00				
07182280	0130	20100130	20120130	3	199.00	134.44	114.00	354.00						114.00	117.00	120.00	123.00	126.00	129.00	174.00	219.00	264.00	309.00	354.00				
07182280	0131	20100131	20120131	3	202.00	131.64	125.00	354.00						125.00	125.40	125.80	126.20	126.60	127.00	172.40	217.80	263.20	308.60	354.00				
07182280	0201	20100201	20120201	3	191.00	128.42	109.00	339.00						109.00	112.20	115.40	118.60	121.80	125.00	167.80	210.60	253.40	296.20	339.00				
07182280	0202	20100202	20120202	3	203.33	156.02	102.00	383.00						102.00	106.60	111.20	115.80	120.40	125.00	176.60	228.20	279.80	331.40	383.00				
07182280	0203	20100203	20120203	3	219.67	129.41	100.00	357.00						100.00	120.40	140.80	161.20	181.60	202.00	233.00	264.00	295.00	326.00	357.00				
07182280	0204	20100204	20120204	3	550.67	576.72	98.00	1200.00						98.00	149.20	200.40	251.60	302.80	354.00	523.20	692.40	861.60	1030.80	1200.00				
07182280	0205	20100205	20120205	3	1022.33	1300.94	98.00	2510.00						98.00	170.20	242.40	314.60	386.80	459.00	869.20	1279.40	1689.60	2099.80	2510.00				
07182280	0206	20100206	20120206	3	1156.33	1358.11	106.00	2690.00						106.00	219.40	332.80	446.20	559.60	673.00	1076.40	1479.80	1883.20	2286.60	2690.00				
07182280	0207	20100207	20120207	3	796.33	688.07	125.00	1500.00						125.00	252.80	380.60	508.40	636.20	764.00	911.20	1058.40	1205.60	1352.80	1500.00				
