site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
03594000	ALL	19290805	19340331	1700	183.88	359.09	22.00	4670.00	24.00	29.00	37.00	44.00	50.00	56.00	60.00	66.00	71.00	78.00	87.00	98.00	111.00	124.00	146.00	173.00	204.00	348.80	535.00	2209.20
03594000	0101	19300101	19340101	5	374.40	574.88	73.00	1400.00					74.20	76.00	77.80	86.50	109.00	131.50	154.00	157.60	161.20	164.80	412.80	783.00	1153.20			
03594000	0102	19300102	19340102	5	233.00	219.05	73.00	600.00					73.20	73.50	73.80	82.40	107.60	132.80	158.00	188.60	219.20	249.80	328.00	430.00	532.00			
03594000	0103	19300103	19340103	5	187.20	141.79	70.00	400.00					70.40	71.00	71.60	78.20	96.80	115.40	134.00	171.80	209.60	247.40	288.00	330.00	372.00			
03594000	0104	19300104	19340104	5	158.00	99.64	69.00	300.00					71.40	75.00	78.60	84.70	95.80	106.90	118.00	149.20	180.40	211.60	237.60	261.00	284.40			
03594000	0105	19300105	19340105	5	200.20	107.10	87.00	350.00					91.60	98.50	105.40	119.40	147.60	175.80	204.00	217.80	231.60	245.40	270.00	300.00	330.00			
03594000	0106	19300106	19340106	5	214.00	134.42	114.00	441.00					114.60	115.50	116.40	123.10	141.40	159.70	178.00	190.60	203.20	215.80	264.20	330.50	396.80			
03594000	0107	19300107	19340107	5	323.20	291.98	104.00	825.00					115.60	133.00	150.40	165.80	177.20	188.60	200.00	237.50	275.00	312.50	425.00	575.00	725.00			
03594000	0108	19300108	19340108	5	422.60	432.64	138.00	1180.00					148.40	164.00	179.60	193.80	205.20	216.60	228.00	272.70	317.40	362.10	537.60	778.50	1019.40			
03594000	0109	19300109	19340109	5	362.60	360.03	124.00	1000.00					137.60	158.00	178.40	196.80	211.20	225.60	240.00	245.10	250.20	255.30	405.60	628.50	851.40			
03594000	0110	19300110	19340110	5	276.60	173.31	110.00	530.00					121.20	138.00	154.80	169.40	179.60	189.80	200.00	253.10	306.20	359.30	407.60	453.50	499.40			
03594000	0111	19300111	19340111	5	199.80	103.85	104.00	370.00					111.60	123.00	134.40	144.20	150.80	157.40	164.00	180.50	197.00	213.50	249.20	294.50	339.80			
03594000	0112	19300112	19340112	5	726.20	1200.34	124.00	2870.00					128.40	135.00	141.60	150.50	164.00	177.50	191.00	223.70	256.40	289.10	814.00	1585.00	2356.00			
03594000	0113	19300113	19340113	5	482.00	683.93	110.00	1700.00					115.60	124.00	132.40	142.40	155.60	168.80	182.00	211.40	240.80	270.20	564.00	990.00	1416.00			
03594000	0114	19300114	19340114	5	481.00	588.47	104.00	1490.00					107.60	113.00	118.40	127.10	142.40	157.70	173.00	275.90	378.80	481.70	710.80	1003.00	1295.20			
03594000	0115	19300115	19340115	5	389.40	457.79	98.00	1180.00					100.60	104.50	108.40	116.30	132.20	148.10	164.00	233.00	302.00	371.00	551.20	787.00	1022.80			
03594000	0116	19300116	19340116	5	257.80	196.16	98.00	500.00					99.20	101.00	102.80	108.20	120.80	133.40	146.00	234.50	323.00	411.50	452.80	470.50	488.20			
03594000	0117	19300117	19340117	5	238.80	144.75	91.00	395.00					92.40	94.50	96.60	112.00	154.00	196.00	238.00	278.20	318.40	358.60	376.60	383.50	390.40			
03594000	0118	19300118	19340118	5	210.20	108.74	91.00	308.00					91.80	93.00	94.20	111.20	159.80	208.40	257.00	269.90	282.80	295.70	301.60	304.00	306.40			
