site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
05401556	ALL	20100501	20110930	518	142.39	66.56	62.00	397.00	67.00	71.00	75.00	82.00	87.80	95.00	101.00	105.00	111.60	117.00	121.50	130.00	133.00	139.00	152.00	169.50	192.20	260.00	279.00	346.00
05401556	0101	20110101	20110101	1	105.00		105.00	105.00											105.00									
05401556	0102	20110102	20110102	1	103.00		103.00	103.00											103.00									
05401556	0103	20110103	20110103	1	108.00		108.00	108.00											108.00									
05401556	0104	20110104	20110104	1	106.00		106.00	106.00											106.00									
05401556	0105	20110105	20110105	1	104.00		104.00	104.00											104.00									
05401556	0106	20110106	20110106	1	104.00		104.00	104.00											104.00									
05401556	0107	20110107	20110107	1	103.00		103.00	103.00											103.00									
05401556	0108	20110108	20110108	1	98.00		98.00	98.00											98.00									
05401556	0109	20110109	20110109	1	98.00		98.00	98.00											98.00									
05401556	0110	20110110	20110110	1	98.00		98.00	98.00											98.00									
05401556	0111	20110111	20110111	1	95.00		95.00	95.00											95.00									
05401556	0112	20110112	20110112	1	92.00		92.00	92.00											92.00									
05401556	0113	20110113	20110113	1	92.00		92.00	92.00											92.00									
05401556	0114	20110114	20110114	1	92.00		92.00	92.00											92.00									
05401556	0115	20110115	20110115	1	92.00		92.00	92.00											92.00									
05401556	0116	20110116	20110116	1	92.00		92.00	92.00											92.00									
05401556	0117	20110117	20110117	1	91.00		91.00	91.00											91.00									
05401556	0118	20110118	20110118	1	89.00		89.00	89.00											89.00									
05401556	0119	20110119	20110119	1	86.00		86.00	86.00											86.00									
05401556	0120	20110120	20110120	1	82.00		82.00	82.00											82.00									
05401556	0121	20110121	20110121	1	82.00		82.00	82.00											82.00									
05401556	0122	20110122	20110122	1	84.00		84.00	84.00											84.00									
05401556	0123	20110123	20110123	1	77.00		77.00	77.00											77.00									
05401556	0124	20110124	20110124	1	75.00		75.00	75.00											75.00									
05401556	0125	20110125	20110125	1	75.00		75.00	75.00											75.00									
05401556	0126	20110126	20110126	1	75.00		75.00	75.00											75.00									
05401556	0127	20110127	20110127	1	75.00		75.00	75.00											75.00									
05401556	0128	20110128	20110128	1	75.00		75.00	75.00											75.00									
05401556	0129	20110129	20110129	1	75.00		75.00	75.00											75.00									
05401556	0130	20110130	20110130	1	74.00		74.00	74.00											74.00									
05401556	0131	20110131	20110131	1	75.00		75.00	75.00											75.00									
05401556	0201	20110201	20110201	1	76.00		76.00	76.00											76.00									
05401556	0202	20110202	20110202	1	75.00		75.00	75.00											75.00									
05401556	0203	20110203	20110203	1	73.00		73.00	73.00											73.00									
05401556	0204	20110204	20110204	1	73.00		73.00	73.00											73.00									
05401556	0205	20110205	20110205	1	73.00		73.00	73.00											73.00									
05401556	0206	20110206	20110206	1	73.00		73.00	73.00											73.00									
05401556	0207	20110207	20110207	1	72.00		72.00	72.00											72.00									
05401556	0208	20110208	20110208	1	69.00		69.00	69.00											69.00									
05401556	0209	20110209	20110209	1	67.00		67.00	67.00											67.00									
05401556	0210	20110210	20110210	1	67.00		67.00	67.00											67.00									
05401556	0211	20110211	20110211	1	68.00		68.00	68.00											68.00									
05401556	0212	20110212	20110212	1	69.00		69.00	69.00											69.00									
05401556	0213	20110213	20110213	1	71.00		71.00	71.00											71.00									
05401556	0214	20110214	20110214	1	73.00		73.00	73.00											73.00									
05401556	0215	20110215	20110215	1	73.00		73.00	73.00											73.00									
05401556	0216	20110216	20110216	1	76.00		76.00	76.00											76.00									
05401556	0217	20110217	20110217	1	81.00		81.00	81.00											81.00									
05401556	0218	20110218	20110218	1	86.00		86.00	86.00											86.00									
05401556	0219	20110219	20110219	1	87.00		87.00	87.00											87.00									
05401556	0220	20110220	20110220	1	91.00		91.00	91.00											91.00									
05401556	0221	20110221	20110221	1	95.00		95.00	95.00											95.00									
