site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
05399580	ALL	20091001	20110930	730	26.70	54.99	0.93	538.00	0.99	2.00	2.90	3.50	4.10	4.70	5.90	6.50	7.34	8.30	9.25	11.00	13.00	16.00	19.00	23.00	29.00	60.60	106.45	302.14
05399580	0101	20100101	20110101	2	11.00	9.90	4.00	18.00								4.70	6.80	8.90	11.00	13.10	15.20	17.30						
05399580	0102	20100102	20110102	2	11.80	11.60	3.60	20.00								4.42	6.88	9.34	11.80	14.26	16.72	19.18						
05399580	0103	20100103	20110103	2	9.55	9.12	3.10	16.00								3.75	5.68	7.62	9.55	11.48	13.42	15.36						
05399580	0104	20100104	20110104	2	8.00	7.07	3.00	13.00								3.50	5.00	6.50	8.00	9.50	11.00	12.50						
05399580	0105	20100105	20110105	2	7.00	5.66	3.00	11.00								3.40	4.60	5.80	7.00	8.20	9.40	10.60						
05399580	0106	20100106	20110106	2	6.15	4.60	2.90	9.40								3.23	4.20	5.17	6.15	7.12	8.10	9.07						
05399580	0107	20100107	20110107	2	5.90	4.24	2.90	8.90								3.20	4.10	5.00	5.90	6.80	7.70	8.60						
05399580	0108	20100108	20110108	2	5.50	3.96	2.70	8.30								2.98	3.82	4.66	5.50	6.34	7.18	8.02						
05399580	0109	20100109	20110109	2	5.35	4.03	2.50	8.20								2.79	3.64	4.50	5.35	6.21	7.06	7.92						
05399580	0110	20100110	20110110	2	5.05	3.75	2.40	7.70								2.67	3.46	4.25	5.05	5.84	6.64	7.43						
05399580	0111	20100111	20110111	2	4.85	3.75	2.20	7.50								2.46	3.26	4.05	4.85	5.64	6.44	7.24						
05399580	0112	20100112	20110112	2	4.75	3.75	2.10	7.40								2.37	3.16	3.96	4.75	5.54	6.34	7.13						
05399580	0113	20100113	20110113	2	4.70	3.68	2.10	7.30								2.36	3.14	3.92	4.70	5.48	6.26	7.04						
05399580	0114	20100114	20110114	2	4.65	3.61	2.10	7.20								2.35	3.12	3.88	4.65	5.42	6.18	6.95						
05399580	0115	20100115	20110115	2	4.60	3.68	2.00	7.20								2.26	3.04	3.82	4.60	5.38	6.16	6.94						
05399580	0116	20100116	20110116	2	4.55	3.61	2.00	7.10								2.25	3.02	3.79	4.55	5.32	6.08	6.84						
05399580	0117	20100117	20110117	2	4.50	3.54	2.00	7.00								2.25	3.00	3.75	4.50	5.25	6.00	6.75						
05399580	0118	20100118	20110118	2	4.50	3.54	2.00	7.00								2.25	3.00	3.75	4.50	5.25	6.00	6.75						
05399580	0119	20100119	20110119	2	4.50	3.54	2.00	7.00								2.25	3.00	3.75	4.50	5.25	6.00	6.75						
05399580	0120	20100120	20110120	2	4.45	3.46	2.00	6.90								2.25	2.98	3.71	4.45	5.18	5.92	6.66						
05399580	0121	20100121	20110121	2	4.40	3.39	2.00	6.80								2.24	2.96	3.68	4.40	5.12	5.84	6.56						
05399580	0122	20100122	20110122	2	4.35	3.32	2.00	6.70								2.23	2.94	3.65	4.35	5.05	5.76	6.46						
05399580	0123	20100123	20110123	2	4.30	3.25	2.00	6.60								2.23	2.92	3.61	4.30	4.99	5.68	6.37						
05399580	0124	20100124	20110124	2	5.60	1.27	4.70	6.50								4.79	5.06	5.33	5.60	5.87	6.14	6.41						
05399580	0125	20100125	20110125	2	9.75	4.60	6.50	13.00								6.83	7.80	8.78	9.75	10.72	11.70	12.68						
05399580	0126	20100126	20110126	2	9.25	3.89	6.50	12.00								6.78	7.60	8.43	9.25	10.07	10.90	11.72						
