site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
11048400	ALL	20020701	20111005	3384	0.74	4.47	0.00	164.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.03	0.04	0.06	0.08	0.10	0.13	0.18	0.23	0.31	0.70	1.70	19.00
11048400	0101	20030101	20110101	9	0.33	0.52	0.00	1.40			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.06	0.10	0.13	0.23	0.34	0.67	1.00	1.40		
11048400	0102	20030102	20110102	9	2.31	4.89	0.00	15.00			0.00	0.01	0.01	0.01	0.02	0.10	0.18	0.22	0.26	0.34	0.42	0.91	1.40	2.45	3.50	15.00		
11048400	0103	20030103	20110103	9	2.36	4.66	0.00	14.00			0.00	0.00	0.00	0.01	0.03	0.12	0.20	0.20	0.21	0.40	0.58	0.84	1.10	3.10	5.10	14.00		
11048400	0104	20030104	20110104	9	1.26	2.09	0.00	6.30			0.00	0.01	0.01	0.02	0.03	0.09	0.14	0.15	0.17	0.31	0.45	1.07	1.70	2.10	2.50	6.30		
11048400	0105	20030105	20110105	9	3.05	7.51	0.00	23.00			0.00	0.00	0.00	0.02	0.04	0.07	0.09	0.15	0.22	0.56	0.89	1.20	1.50	1.60	1.70	23.00		
11048400	0106	20030106	20110106	9	1.31	3.29	0.00	10.00			0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.03	0.06	0.08	0.13	0.18	0.84	1.50	10.00		
11048400	0107	20030107	20110107	9	1.59	2.81	0.00	7.80			0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.06	0.10	0.12	0.14	0.82	1.50	3.15	4.80	7.80		
11048400	0108	20030108	20110108	9	0.96	1.26	0.00	3.70			0.00	0.01	0.01	0.03	0.04	0.07	0.09	0.18	0.28	0.64	1.00	1.25	1.50	1.75	2.00	3.70		
11048400	0109	20030109	20110109	9	5.36	14.50	0.00	44.00			0.00	0.01	0.03	0.04	0.05	0.14	0.23	0.33	0.42	0.76	1.10	1.15	1.20	1.20	1.20	44.00		
11048400	0110	20030110	20110110	9	4.91	13.91	0.00	42.00			0.00	0.01	0.01	0.01	0.01	0.04	0.06	0.08	0.10	0.28	0.47	0.49	0.51	0.76	1.00	42.00		
11048400	0111	20030111	20110111	9	3.06	8.24	0.00	25.00			0.00	0.00	0.00	0.00	0.00	0.04	0.07	0.07	0.08	0.15	0.23	0.36	0.49	1.09	1.70	25.00		
11048400	0112	20030112	20110112	9	0.30	0.44	0.00	1.30			0.00	0.00	0.00	0.01	0.01	0.02	0.03	0.08	0.13	0.15	0.17	0.28	0.39	0.54	0.68	1.30		
11048400	0113	20030113	20110113	9	0.20	0.22	0.00	0.62			0.00	0.01	0.02	0.04	0.05	0.06	0.06	0.07	0.08	0.14	0.21	0.24	0.27	0.36	0.45	0.62		
11048400	0114	20030114	20110114	9	0.20	0.34	0.00	1.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.08	0.14	0.14	0.14	0.30	0.46	1.00		
11048400	0115	20030115	20110115	9	0.13	0.22	0.00	0.52			0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.03	0.04	0.06	0.08	0.30	0.52	0.52		
11048400	0116	20030116	20110116	9	0.11	0.15	0.00	0.46			0.00	0.00	0.00	0.00	0.00	0.02	0.04	0.06	0.07	0.09	0.11	0.12	0.13	0.16	0.19	0.46		
11048400	0117	20030117	20110117	9	0.22	0.40	0.00	1.20			0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.03	0.03	0.04	0.05	0.10	0.16	0.33	0.50	1.20		
