site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
05559700	ALL	20071202	20111129	1459	92.42	201.50	0.00	3420.00	0.00	0.16	1.20	2.20	6.60	11.00	13.00	17.00	25.00	32.00	41.00	50.00	58.00	68.00	81.00	98.00	118.00	205.00	314.00	1084.00
05559700	0101	20080101	20110101	4	129.25	84.98	9.00	209.00					9.00	43.25	77.50	111.75	146.00	147.75	149.50	151.25	153.00	167.00	181.00	195.00	209.00			
05559700	0102	20080102	20110102	4	94.03	58.01	8.10	135.00					8.10	34.33	60.55	86.78	113.00	114.75	116.50	118.25	120.00	123.75	127.50	131.25	135.00			
05559700	0103	20080103	20110103	4	80.12	51.01	7.50	127.00					7.50	28.62	49.75	70.88	92.00	92.50	93.00	93.50	94.00	102.25	110.50	118.75	127.00			
05559700	0104	20080104	20110104	4	69.00	41.50	18.00	118.00					18.00	28.75	39.50	50.25	61.00	65.50	70.00	74.50	79.00	88.75	98.50	108.25	118.00			
05559700	0105	20080105	20110105	4	70.00	34.45	28.00	112.00					28.00	37.50	47.00	56.50	66.00	68.00	70.00	72.00	74.00	83.50	93.00	102.50	112.00			
05559700	0106	20080106	20110106	4	63.50	31.44	42.00	109.00					42.00	42.25	42.50	42.75	43.00	47.25	51.50	55.75	60.00	72.25	84.50	96.75	109.00			
05559700	0107	20080107	20110107	4	64.25	28.89	38.00	105.00					38.00	41.50	45.00	48.50	52.00	54.50	57.00	59.50	62.00	72.75	83.50	94.25	105.00			
05559700	0108	20080108	20110108	4	108.50	101.88	33.00	255.00					33.00	36.25	39.50	42.75	46.00	59.50	73.00	86.50	100.00	138.75	177.50	216.25	255.00			
05559700	0109	20080109	20110109	4	86.50	67.35	29.00	177.00					29.00	32.25	35.50	38.75	42.00	56.00	70.00	84.00	98.00	117.75	137.50	157.25	177.00			
05559700	0110	20080110	20110110	4	71.75	47.16	27.00	126.00					27.00	29.75	32.50	35.25	38.00	52.50	67.00	81.50	96.00	103.50	111.00	118.50	126.00			
05559700	0111	20080111	20110111	4	64.25	39.90	24.00	101.00					24.00	27.00	30.00	33.00	36.00	51.00	66.00	81.00	96.00	97.25	98.50	99.75	101.00			
05559700	0112	20080112	20110112	4	58.75	36.35	21.00	96.00					21.00	24.50	28.00	31.50	35.00	47.00	59.00	71.00	83.00	86.25	89.50	92.75	96.00			
05559700	0113	20080113	20110113	4	55.25	34.93	19.00	95.00					19.00	22.75	26.50	30.25	34.00	43.75	53.50	63.25	73.00	78.50	84.00	89.50	95.00			
05559700	0114	20080114	20110114	4	53.00	31.73	20.00	92.00					20.00	24.00	28.00	32.00	36.00	43.00	50.00	57.00	64.00	71.00	78.00	85.00	92.00			
05559700	0115	20080115	20110115	4	51.00	27.53	22.00	87.00					22.00	26.50	31.00	35.50	40.00	43.75	47.50	51.25	55.00	63.00	71.00	79.00	87.00			
05559700	0116	20080116	20110116	4	51.00	26.24	24.00	87.00					24.00	29.50	35.00	40.50	46.00	46.25	46.50	46.75	47.00	57.00	67.00	77.00	87.00			
05559700	0117	20080117	20110117	4	51.25	26.06	23.00	85.00					23.00	27.75	32.50	37.25	42.00	45.25	48.50	51.75	55.00	62.50	70.00	77.50	85.00			
05559700	0118	20080118	20110118	4	46.75	25.85	19.00	81.00					19.00	24.00	29.00	34.00	39.00	41.25	43.50	45.75	48.00	56.25	64.50	72.75	81.00			
05559700	0119	20080119	20110119	4	44.25	26.50	17.00	80.00					17.00	21.50	26.00	30.50	35.00	37.50	40.00	42.50	45.00	53.75	62.50	71.25	80.00			
05559700	0120	20080120	20110120	4	42.25	27.65	14.00	80.00					14.00	19.00	24.00	29.00	34.00	35.75	37.50	39.25	41.00	50.75	60.50	70.25	80.00			
05559700	0121	20080121	20110121	4	42.25	30.48	13.00	85.00					13.00	18.00	23.00	28.00	33.00	34.25	35.50	36.75	38.00	49.75	61.50	73.25	85.00			
05559700	0122	20080122	20110122	4	41.25	30.21	13.00	84.00					13.00	17.75	22.50	27.25	32.00	33.00	34.00	35.00	36.00	48.00	60.00	72.00	84.00			
05559700	0123	20080123	20110123	4	52.00	52.08	14.00	129.00					14.00	18.25	22.50	26.75	31.00	31.75	32.50	33.25	34.00	57.75	81.50	105.25	129.00			
05559700	0124	20080124	20110124	4	289.50	527.06	15.00	1080.00					15.00	18.75	22.50	26.25	30.00	30.75	31.50	32.25	33.00	294.75	556.50	818.25	1080.00			
05559700	0125	20080125	20110125	4	122.50	195.81	14.00	416.00					14.00	17.75	21.50	25.25	29.00	29.50	30.00	30.50	31.00	127.25	223.50	319.75	416.00			
05559700	0126	20080126	20110126	4	80.75	114.42	13.00	252.00					13.00	16.75	20.50	24.25	28.00	28.50	29.00	29.50	30.00	85.50	141.00	196.50	252.00			
05559700	0127	20080127	20110127	4	67.75	88.55	12.00	200.00					12.00	16.25	20.50	24.75	29.00	29.25	29.50	29.75	30.00	72.50	115.00	157.50	200.00			
05559700	0128	20080128	20110128	4	61.00	74.42	13.00	172.00					13.00	16.75	20.50	24.25	28.00	28.75	29.50	30.25	31.00	66.25	101.50	136.75	172.00			
05559700	0129	20080129	20110129	4	58.25	65.59	16.00	156.00					16.00	18.75	21.50	24.25	27.00	28.75	30.50	32.25	34.00	64.50	95.00	125.50	156.00			
05559700	0130	20080130	20110130	4	53.75	55.05	15.00	135.00					15.00	17.75	20.50	23.25	26.00	29.25	32.50	35.75	39.00	63.00	87.00	111.00	135.00			
05559700	0131	20080131	20110131	4	48.75	48.92	14.00	121.00					14.00	16.75	19.50	22.25	25.00	27.50	30.00	32.50	35.00	56.50	78.00	99.50	121.00			
05559700	0201	20080201	20110201	4	42.75	41.00	12.00	103.00					12.00	15.00	18.00	21.00	24.00	26.00	28.00	30.00	32.00	49.75	67.50	85.25	103.00			
05559700	0202	20080202	20110202	4	38.75	34.96	12.00	90.00					12.00	14.75	17.50	20.25	23.00	24.75	26.50	28.25	30.00	45.00	60.00	75.00	90.00			
05559700	0203	20080203	20110203	4	35.75	30.25	12.00	80.00					12.00	14.75	17.50	20.25	23.00	24.25	25.50	26.75	28.00	41.00	54.00	67.00	80.00			
05559700	0204	20080204	20110204	4	35.00	26.50	13.00	73.00					13.00	15.25	17.50	19.75	22.00	24.50	27.00	29.50	32.00	42.25	52.50	62.75	73.00			
05559700	0205	20080205	20110205	4	46.25	32.54	15.00	80.00					15.00	16.75	18.50	20.25	22.00	33.50	45.00	56.50	68.00	71.00	74.00	77.00	80.00			
05559700	0206	20080206	20110206	4	74.50	79.61	17.00	190.00					17.00	19.50	22.00	24.50	27.00	36.25	45.50	54.75	64.00	95.50	127.00	158.50	190.00			
05559700	0207	20080207	20110207	4	69.25	40.36	15.00	100.00					15.00	26.75	38.50	50.25	62.00	71.50	81.00	90.50	100.00	100.00	100.00	100.00	100.00			
05559700	0208	20080208	20110208	4	58.25	31.12	14.00	84.00					14.00	25.50	37.00	48.50	60.00	63.75	67.50	71.25	75.00	77.25	79.50	81.75	84.00			
05559700	0209	20080209	20110209	4	51.50	26.13	13.00	70.00					13.00	24.25	35.50	46.75	58.00	59.75	61.50	63.25	65.00	66.25	67.50	68.75	70.00			
05559700	0210	20080210	20110210	4	44.50	21.06	13.00	57.00					13.00	23.00	33.00	43.00	53.00	53.50	54.00	54.50	55.00	55.50	56.00	56.50	57.00			
