site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
09419658	ALL	19880301	20110930	7942	8.99	55.40	0.00	2560.00	0.00	0.59	0.77	0.94	1.10	1.30	1.50	1.60	1.80	2.00	2.30	2.60	2.80	3.10	3.50	4.00	4.40	6.90	14.00	162.57
09419658	0101	19890101	20110101	21	2.70	2.53	0.00	11.00		0.00	0.13	0.72	1.04	1.30	1.40	1.47	1.58	1.78	2.20	2.23	2.54	2.76	3.18	3.65	3.82	6.74	10.64	
09419658	0102	19890102	20110102	21	2.79	2.87	0.00	12.00		0.01	0.10	0.35	0.76	1.17	1.40	1.54	1.68	2.24	2.30	2.33	2.62	2.73	3.00	3.45	3.66	8.08	11.71	
09419658	0103	19890103	20110103	21	34.71	140.00	0.00	645.00		0.01	0.24	0.71	1.12	1.55	1.70	1.84	2.30	2.49	2.90	2.93	3.22	3.39	3.64	3.70	4.66	28.22	583.80	
09419658	0104	19890104	20110104	21	49.11	153.37	0.00	683.00		0.01	0.17	0.92	1.60	1.65	1.76	1.87	2.46	2.78	2.90	3.01	3.16	3.46	3.60	3.80	7.06	191.00	636.50	
09419658	0105	19890105	20110105	22	22.83	56.08	0.00	254.00		0.00	0.19	0.98	1.58	1.70	1.70	1.70	1.76	2.17	2.55	2.92	3.50	3.88	4.51	10.07	31.00	70.00	226.85	
09419658	0106	19890106	20110106	21	8.04	15.30	0.00	63.00		0.00	0.13	0.76	1.16	1.50	1.60	1.67	1.78	1.89	2.50	2.54	2.98	3.39	4.08	6.15	8.46	34.40	60.50	
09419658	0107	19890107	20110107	21	28.33	86.30	0.00	380.00		0.00	0.14	0.78	1.12	1.50	1.60	1.74	1.88	1.90	2.10	2.51	2.70	3.25	3.60	4.65	7.56	120.00	356.30	
09419658	0108	19890108	20110108	21	7.84	14.89	0.00	58.00		0.01	0.25	0.77	1.12	1.45	1.56	1.74	1.88	1.90	2.00	2.05	2.58	3.11	3.68	5.85	7.96	37.60	56.40	
09419658	0109	19890109	20110109	21	12.74	31.78	0.00	122.00		0.01	0.24	0.75	1.12	1.45	1.56	1.67	1.70	1.88	2.00	2.09	3.08	4.13	4.94	5.25	6.76	75.26	119.00	
09419658	0110	19890110	20110110	21	17.68	42.35	0.00	156.00		0.00	0.14	0.74	1.12	1.45	1.56	1.67	1.78	1.89	2.00	2.12	3.28	3.72	4.24	5.40	7.94	110.00	153.10	
09419658	0111	19890111	20110111	21	21.55	54.36	0.00	223.00		0.00	0.15	0.75	1.12	1.40	1.58	1.70	1.70	1.70	2.00	2.01	2.36	3.46	3.84	4.30	4.52	106.20	212.00	
09419658	0112	19890112	20110112	21	3.70	5.64	0.00	27.00		0.01	0.20	0.76	1.12	1.55	1.70	1.77	1.80	1.89	1.90	2.01	2.32	3.32	3.84	4.30	4.52	6.76	25.00	
09419658	0113	19890113	20110113	21	6.32	11.84	0.00	48.00		0.01	0.17	0.74	1.10	1.40	1.58	1.70	1.70	1.79	1.90	2.02	3.10	3.34	4.06	4.40	4.68	28.40	46.40	
09419658	0114	19890114	20110114	21	4.09	7.19	0.00	34.00		0.00	0.14	0.75	0.98	1.25	1.52	1.60	1.84	1.99	2.10	2.28	3.06	3.30	3.38	3.85	4.26	8.96	31.60	
09419658	0115	19890115	20110115	21	2.87	2.43	0.00	9.90		0.03	0.41	0.75	0.98	1.25	1.52	1.60	1.76	1.89	2.00	2.14	2.62	3.19	3.48	4.15	4.76	6.70	9.60	
09419658	0116	19890116	20110116	21	4.82	9.13	0.00	42.00		0.02	0.34	0.79	1.02	1.30	1.52	1.60	1.68	1.79	1.90	1.92	2.20	2.63	3.06	4.15	4.76	13.14	39.20	
09419658	0117	19890117	20110117	21	7.65	17.31	0.00	72.00		0.02	0.36	0.93	1.16	1.45	1.56	1.67	1.70	1.88	1.90	2.03	2.30	2.42	2.90	4.00	4.98	36.28	69.10	
09419658	0118	19890118	20110118	21	11.92	31.46	0.00	133.00		0.04	0.46	0.88	1.14	1.50	1.60	1.67	1.78	1.89	2.20	2.41	2.54	2.79	3.16	4.10	4.98	57.82	126.70	
09419658	0119	19890119	20110119	21	13.70	42.05	0.00	190.00		0.01	0.24	0.90	1.00	1.20	1.52	1.60	1.68	1.70	1.80	1.81	1.92	2.12	2.76	4.00	4.76	45.82	176.50	
09419658	0120	19890120	20110120	21	11.97	43.82	0.00	203.00		0.02	0.34	0.81	0.88	1.15	1.52	1.67	1.78	1.89	2.00	2.00	2.00	2.03	2.54	3.70	4.26	9.08	183.70	
09419658	0121	19890121	20110121	21	36.81	156.10	0.00	718.00		0.05	0.55	0.80	0.87	1.15	1.52	1.74	1.88	1.90	1.90	1.92	2.26	3.05	3.48	3.85	4.76	10.26	647.30	
09419658	0122	19890122	20110122	21	9.92	34.23	0.00	159.00		0.03	0.42	0.77	0.80	1.11	1.46	1.71	1.80	1.89	2.00	2.11	2.22	2.33	2.76	3.50	3.88	8.64	144.00	
09419658	0123	19890123	20110123	21	2.40	2.14	0.00	8.90		0.01	0.25	0.73	0.78	0.81	1.17	1.47	1.74	1.80	1.90	2.10	2.12	2.35	2.78	3.15	3.58	6.28	8.70	
09419658	0124	19890124	20110124	21	8.63	28.80	0.00	134.00		0.04	0.45	0.70	0.78	1.11	1.52	1.60	1.76	1.89	1.90	1.92	2.12	2.38	2.92	3.25	3.64	8.34	121.49	
09419658	0125	19890125	20110125	21	16.80	66.06	0.00	305.00		0.05	0.56	0.70	0.78	1.11	1.52	1.60	1.68	1.88	1.90	2.12	2.42	2.96	3.14	3.40	3.90	8.08	275.39	
09419658	0126	19890126	20110126	21	21.10	67.66	0.00	304.00		0.03	0.35	0.68	0.77	1.09	1.52	1.60	1.68	1.88	2.00	2.26	2.90	3.48	4.02	4.35	5.40	74.52	282.70	
09419658	0127	19890127	20110127	22	30.59	71.47	0.00	262.00		0.02	0.26	0.67	0.79	1.25	1.49	1.61	1.90	2.00	2.35	2.63	2.94	4.24	4.62	6.85	31.36	177.60	255.55	
09419658	0128	19890128	20110128	22	12.45	43.80	0.00	208.00		0.02	0.24	0.65	0.79	1.25	1.76	1.90	1.90	2.04	2.40	2.56	2.76	2.99	3.24	4.53	5.08	13.08	179.05	
09419658	0129	19890129	20110129	21	17.43	68.21	0.00	315.00		0.01	0.18	0.63	0.78	1.15	1.50	1.64	1.86	2.08	2.10	2.13	2.44	2.81	3.82	4.70	4.80	7.56	284.31	
09419658	0130	19890130	20110130	21	3.36	4.44	0.00	21.00		0.03	0.36	0.61	0.77	1.00	1.38	1.57	1.84	1.90	2.10	2.42	2.60	2.84	3.68	4.45	4.92	6.62	19.60	
09419658	0131	19890131	20110131	21	3.81	4.57	0.00	19.00		0.05	0.56	0.76	0.95	1.35	1.56	1.67	1.86	2.08	2.30	2.50	2.52	2.93	3.82	4.40	4.98	12.08	18.40	
09419658	0201	19890201	20110201	21	3.05	2.44	0.00	9.70		0.05	0.56	0.76	0.91	1.30	1.56	1.67	1.86	2.08	2.30	2.70	2.86	3.59	4.08	4.70	5.02	6.98	9.46	
