site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
10010060	ALL	20081126	20111114	1070	1761.47	1637.12	0.00	8200.00	0.00	0.00	0.00	0.00	0.00	484.00	696.60	885.25	1030.00	1230.00	1455.00	1640.00	1816.00	1990.00	2230.00	2565.00	2998.00	4109.00	4987.00	7030.30
10010060	0101	20090101	20110101	3	1735.33	1658.25	760.00	3650.00						760.00	767.20	774.40	781.60	788.80	796.00	1366.80	1937.60	2508.40	3079.20	3650.00				
10010060	0102	20090102	20110102	3	1433.33	863.50	910.00	2430.00						910.00	920.00	930.00	940.00	950.00	960.00	1254.00	1548.00	1842.00	2136.00	2430.00				
10010060	0103	20090103	20110103	3	1670.00	843.27	1010.00	2620.00						1010.00	1084.00	1158.00	1232.00	1306.00	1380.00	1628.00	1876.00	2124.00	2372.00	2620.00				
10010060	0104	20090104	20110104	3	1445.00	1099.69	650.00	2700.00						650.00	717.00	784.00	851.00	918.00	985.00	1328.00	1671.00	2014.00	2357.00	2700.00				
10010060	0105	20090105	20110105	3	1805.33	1044.00	726.00	2810.00						726.00	956.80	1187.60	1418.40	1649.20	1880.00	2066.00	2252.00	2438.00	2624.00	2810.00				
10010060	0106	20090106	20110106	3	1369.67	640.50	729.00	2010.00						729.00	857.20	985.40	1113.60	1241.80	1370.00	1498.00	1626.00	1754.00	1882.00	2010.00				
10010060	0107	20090107	20110107	3	1228.33	836.70	541.00	2160.00						541.00	629.60	718.20	806.80	895.40	984.00	1219.20	1454.40	1689.60	1924.80	2160.00				
10010060	0108	20090108	20110108	3	1434.67	631.59	954.00	2150.00						954.00	1003.20	1052.40	1101.60	1150.80	1200.00	1390.00	1580.00	1770.00	1960.00	2150.00				
10010060	0109	20090109	20110109	3	1580.00	706.82	1040.00	2380.00						1040.00	1096.00	1152.00	1208.00	1264.00	1320.00	1532.00	1744.00	1956.00	2168.00	2380.00				
10010060	0110	20090110	20110110	3	1813.33	687.92	1250.00	2580.00						1250.00	1322.00	1394.00	1466.00	1538.00	1610.00	1804.00	1998.00	2192.00	2386.00	2580.00				
10010060	0111	20090111	20110111	3	1593.33	735.69	1110.00	2440.00						1110.00	1134.00	1158.00	1182.00	1206.00	1230.00	1472.00	1714.00	1956.00	2198.00	2440.00				
10010060	0112	20090112	20110112	3	1540.33	972.15	911.00	2660.00						911.00	938.80	966.60	994.40	1022.20	1050.00	1372.00	1694.00	2016.00	2338.00	2660.00				
