site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
13330500	ALL	19150401	20110930	28655	114.55	164.20	3.00	1480.00	7.00	9.40	11.00	13.00	15.00	18.00	20.00	24.00	29.00	34.00	41.00	50.00	60.00	73.00	98.00	136.00	187.00	348.00	475.20	743.00
13330500	0101	19250101	20110101	77	43.76	54.47	6.00	421.00		9.18	10.00	14.00	15.00	16.00	18.80	20.30	23.00	26.00	28.00	30.00	36.80	41.00	47.80	50.00	61.80	84.20	97.60	
13330500	0102	19250102	20110102	77	41.92	49.57	6.00	388.00		9.90	10.80	14.40	15.00	16.00	17.40	21.30	24.00	25.10	28.00	30.00	34.00	40.80	48.00	52.50	60.00	76.20	93.20	
13330500	0103	19250103	20110103	77	39.92	39.91	6.00	292.00		9.90	11.80	12.70	15.00	15.50	18.00	20.60	25.00	25.20	28.00	30.90	34.60	41.70	48.00	52.00	60.00	72.00	97.30	
13330500	0104	19250104	20110104	77	39.23	35.23	6.00	226.00		9.90	10.80	13.00	15.00	15.50	18.00	20.00	22.00	26.10	29.00	32.90	34.80	40.20	45.60	48.50	57.60	78.00	127.20	
13330500	0105	19250105	20110105	77	44.56	68.97	6.00	579.00		9.00	10.00	13.40	15.00	18.00	19.40	21.00	23.40	27.00	29.00	31.80	34.80	41.40	45.00	50.00	54.80	72.40	122.10	
13330500	0106	19250106	20110106	77	42.05	50.07	5.00	352.00		9.18	10.00	13.10	15.00	17.50	19.00	22.00	23.20	26.10	28.00	29.90	37.40	40.70	45.60	50.00	57.00	69.60	108.20	
13330500	0107	19250107	20110107	77	45.25	52.39	4.00	337.00		9.00	10.00	14.70	15.00	17.50	19.40	21.00	25.00	28.10	30.00	34.90	42.80	45.00	49.20	53.50	60.00	72.40	136.90	
13330500	0108	19250108	20110108	77	47.16	50.68	5.00	262.00		10.00	11.80	15.00	16.00	18.50	19.40	24.00	26.00	28.10	30.00	33.90	36.60	43.80	49.20	57.50	60.00	93.80	169.60	
13330500	0109	19250109	20110109	77	44.08	42.32	5.00	209.00		10.00	13.00	15.70	16.60	18.50	20.00	23.60	26.00	28.10	30.00	32.90	36.00	43.80	46.60	54.00	60.00	82.80	167.40	
13330500	0110	19250110	20110110	77	41.17	35.16	6.00	174.00		9.90	14.40	15.00	18.00	18.50	20.00	21.30	25.20	26.10	28.00	30.00	35.80	43.70	49.60	51.00	58.80	78.80	133.70	
13330500	0111	19250111	20110111	77	39.30	31.21	6.00	152.00		10.00	13.40	15.00	17.00	18.00	19.40	21.00	24.20	27.00	28.00	32.00	34.00	40.00	45.00	50.00	54.00	85.00	112.10	
13330500	0112	19250112	20110112	77	38.64	29.06	7.00	140.00		10.00	12.00	15.00	16.00	18.00	20.00	21.00	25.00	28.00	29.00	31.90	36.60	40.70	47.60	49.50	55.40	75.80	106.30	
13330500	0113	19250113	20110113	77	40.05	29.84	7.00	139.00		10.00	12.80	15.00	16.00	18.00	20.00	24.00	26.00	28.00	30.00	32.90	36.80	45.00	49.60	52.50	60.00	77.60	119.10	
13330500	0114	19250114	20110114	77	42.40	33.64	7.00	190.00		10.00	12.60	15.00	16.00	18.50	20.40	24.30	26.20	28.20	34.00	35.90	41.40	46.00	52.00	57.50	60.40	75.40	125.20	
13330500	0115	19250115	20110115	77	45.03	42.96	7.00	330.00		10.00	13.40	15.00	16.00	18.00	20.00	25.00	27.20	30.00	32.00	35.80	45.80	48.70	56.40	58.50	67.00	94.20	101.40	
13330500	0116	19250116	20110116	77	52.34	70.89	7.00	525.00		10.00	11.80	14.70	16.20	18.00	20.00	24.00	28.00	29.10	32.00	36.00	46.80	50.00	57.20	63.50	68.60	95.20	120.80	
13330500	0117	19250117	20110117	77	54.81	80.82	6.00	615.00		10.00	11.80	14.40	18.00	19.00	20.40	24.00	26.20	29.10	33.00	36.90	47.60	51.70	59.20	63.50	69.80	100.00	119.50	
13330500	0118	19250118	20110118	77	50.99	60.28	5.00	424.00		10.00	11.80	14.70	18.00	19.50	22.00	23.00	25.60	29.20	34.00	45.00	48.80	52.40	56.60	60.00	67.60	90.60	119.30	
13330500	0119	19250119	20110119	77	48.95	51.10	4.00	303.00		10.00	11.80	14.70	18.60	19.50	20.80	23.30	25.20	27.10	32.00	41.80	46.00	50.00	54.60	60.50	65.80	91.20	132.80	
13330500	0120	19250120	20110120	77	48.27	47.16	3.00	253.00		10.00	12.00	14.70	18.00	19.50	21.40	24.30	27.20	30.00	33.00	40.60	44.80	48.00	52.20	56.50	65.00	94.00	147.30	
13330500	0121	19250121	20110121	77	45.62	41.65	4.00	240.00		10.00	11.80	15.70	18.00	19.00	20.40	25.30	28.00	28.10	36.00	39.80	41.60	45.70	50.00	56.50	63.20	84.20	160.70	
13330500	0122	19250122	20110122	77	44.47	38.00	4.00	207.00		10.00	11.80	15.00	18.60	20.00	21.40	25.00	26.20	29.30	35.00	38.00	40.00	45.00	50.00	59.00	63.40	80.60	146.60	
13330500	0123	19250123	20110123	77	44.86	39.73	4.00	230.00		10.00	12.00	15.70	18.60	20.00	22.00	24.00	26.40	30.10	33.00	36.80	40.80	44.70	50.00	56.50	61.80	88.80	141.20	
13330500	0124	19250124	20110124	77	46.39	45.78	4.00	306.00		10.00	11.60	16.70	18.60	20.00	22.00	24.00	28.00	31.10	32.00	36.00	40.00	43.10	50.00	52.00	60.00	109.40	138.40	
13330500	0125	19250125	20110125	77	46.79	43.51	4.00	250.00		10.00	11.80	17.10	19.60	20.00	22.00	23.60	28.20	30.00	31.00	36.00	38.00	45.00	50.00	56.50	62.00	108.00	147.90	
13330500	0126	19250126	20110126	77	44.96	37.78	5.00	196.00		9.91	11.60	15.00	18.60	20.00	21.00	22.00	24.40	28.20	30.00	37.80	41.00	48.40	51.60	59.50	67.40	98.20	132.00	
13330500	0127	19250127	20110127	77	44.55	37.62	5.00	174.00		10.00	11.60	14.70	18.00	19.50	20.40	21.30	24.00	28.00	30.00	35.90	41.80	47.10	53.20	59.00	63.20	97.00	139.60	
13330500	0128	19250128	20110128	77	42.79	34.93	4.00	156.00		9.96	11.60	13.70	17.60	19.00	20.40	22.30	24.20	29.00	30.00	35.00	40.00	46.70	51.20	55.00	62.00	91.60	142.30	
13330500	0129	19250129	20110129	77	44.48	49.65	4.00	392.00		9.90	10.80	14.40	17.20	19.00	21.00	22.30	25.00	28.20	34.00	35.90	38.00	44.70	50.00	51.50	60.00	91.20	115.20	
13330500	0130	19250130	20110130	77	47.82	77.80	4.00	672.00		9.90	10.80	13.70	16.60	18.00	20.00	22.60	27.00	28.00	31.00	35.90	40.00	44.00	47.00	50.00	60.00	93.40	119.40	
13330500	0131	19250131	20110131	77	47.98	67.99	4.00	560.00		8.98	10.80	14.00	18.00	19.00	20.00	25.00	28.00	30.00	33.00	36.80	39.80	45.00	48.80	50.00	57.60	85.20	128.60	
13330500	0201	19250201	20110201	77	46.54	54.88	3.00	406.00		8.00	12.80	15.00	18.80	20.00	22.00	25.00	26.40	29.10	33.00	36.90	39.60	42.70	49.60	50.50	57.00	79.60	122.30	
13330500	0202	19250202	20110202	77	44.27	42.52	4.00	280.00		7.95	12.80	15.40	17.60	20.50	22.00	25.00	28.00	31.10	33.00	37.00	39.00	42.10	48.00	50.50	62.80	80.20	125.00	
13330500	0203	19250203	20110203	77	43.53	36.92	4.00	216.00		8.00	12.80	14.00	18.00	20.50	22.00	25.00	28.00	30.00	34.00	35.90	37.60	44.00	49.00	53.00	63.80	100.00	119.70	
13330500	0204	19250204	20110204	77	43.68	35.66	4.00	182.00		8.90	12.80	14.70	18.60	21.00	22.00	26.30	28.20	30.10	33.00	35.90	37.00	44.00	51.00	54.00	59.40	99.00	140.50	
13330500	0205	19250205	20110205	77	43.36	36.99	5.00	231.00		9.80	13.60	15.70	20.00	21.50	22.80	27.30	29.20	30.20	33.00	34.90	36.00	42.10	48.00	53.50	60.00	94.40	124.10	
13330500	0206	19250206	20110206	77	42.51	33.80	5.00	211.00		8.90	12.80	15.70	19.00	22.00	24.40	26.00	29.20	31.00	33.00	34.90	37.80	42.00	49.60	52.50	56.80	92.20	107.40	
13330500	0207	19250207	20110207	77	43.65	36.04	6.00	200.00		8.90	12.00	14.70	19.60	22.00	27.00	28.00	30.00	31.00	32.00	34.00	38.80	43.10	47.80	53.50	58.20	92.00	110.00	
13330500	0208	19250208	20110208	77	49.99	86.69	6.00	760.00		8.90	11.80	13.70	19.60	23.00	25.40	28.00	29.00	30.10	32.00	34.00	38.80	43.70	49.60	53.50	59.40	89.20	99.10	
13330500	0209	19250209	20110209	77	50.02	90.78	6.00	800.00		8.90	11.60	14.70	20.00	22.00	25.40	28.00	28.00	30.10	32.00	33.90	39.80	44.70	48.00	55.00	57.60	83.40	110.20	
13330500	0210	19250210	20110210	77	45.37	47.67	6.00	350.00		8.00	12.00	14.00	18.00	21.50	25.00	26.30	28.20	30.10	31.00	34.90	40.60	43.00	47.60	54.50	60.00	85.00	129.20	
13330500	0211	19250211	20110211	77	45.11	44.34	5.00	300.00		8.00	12.00	14.00	20.00	21.50	25.00	26.30	28.40	30.00	32.00	36.90	39.80	43.00	48.60	55.00	60.00	80.60	121.10	
13330500	0212	19250212	20110212	77	44.19	38.93	5.00	240.00		8.00	12.00	15.40	20.00	23.00	25.00	28.00	29.00	31.00	33.00	36.90	39.80	44.10	50.80	57.50	61.00	78.20	124.10	
13330500	0213	19250213	20110213	77	44.14	34.97	5.00	200.00		8.90	11.80	17.10	20.00	25.00	27.00	28.00	29.20	32.00	34.00	36.00	38.60	50.10	53.00	56.00	60.00	79.20	114.40	
13330500	0214	19250214	20110214	77	44.25	33.21	5.00	170.00		8.00	11.80	15.70	20.00	24.50	27.40	28.60	30.00	31.00	33.00	34.90	37.00	49.70	53.20	57.50	62.60	86.40	121.50	
13330500	0215	19250215	20110215	77	43.58	31.75	4.00	170.00		8.90	11.80	16.40	20.60	23.50	25.80	28.00	30.00	31.10	33.00	36.80	44.60	48.70	50.00	56.00	60.40	82.00	121.00	
13330500	0216	19250216	20110216	77	45.91	42.46	4.00	300.00		10.87	12.80	15.70	20.60	22.50	24.40	27.00	28.40	31.00	33.00	35.00	44.00	49.70	52.20	55.00	62.20	84.00	145.30	
13330500	0217	19250217	20110217	77	46.46	42.62	4.00	269.00		9.63	13.00	15.70	21.60	22.50	25.00	26.30	28.00	30.10	32.00	33.00	46.60	49.00	52.60	58.50	64.40	77.40	145.50	
