site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09401110	ALL	19930609	20160128	8269	4.15	28.52	0.05	783.00	0.08	0.13	0.16	0.19	0.21	0.23	0.25	0.27	0.29	0.31	0.33	0.34	0.37	0.39	0.40	0.43	0.46	0.52	0.76	8.60	121.00
09401110	0101	19940101	20160101	23	0.65	1.22	0.22	6.20		0.22	0.24	0.27	0.29	0.31	0.34	0.36	0.36	0.38	0.38	0.41	0.43	0.45	0.47	0.48	0.50	0.53	0.61	5.09	
09401110	0102	19940102	20160102	23	0.45	0.29	0.23	1.70		0.24	0.27	0.29	0.29	0.31	0.32	0.34	0.37	0.38	0.39	0.40	0.41	0.42	0.44	0.51	0.53	0.58	0.63	1.49	
09401110	0103	19940103	20160103	23	0.55	0.72	0.24	3.80		0.24	0.26	0.28	0.29	0.29	0.34	0.35	0.37	0.40	0.41	0.42	0.42	0.43	0.44	0.52	0.52	0.55	0.63	3.17	
09401110	0104	19940104	20160104	23	1.61	5.75	0.25	28.00		0.25	0.26	0.28	0.29	0.29	0.29	0.32	0.36	0.38	0.41	0.42	0.43	0.45	0.49	0.50	0.56	0.58	0.69	22.55	
09401110	0105	19940105	20160105	23	1.14	3.46	0.23	17.00		0.23	0.24	0.27	0.27	0.32	0.33	0.33	0.36	0.40	0.42	0.44	0.48	0.48	0.49	0.49	0.57	0.63	0.78	13.77	
09401110	0106	19940106	20160106	23	0.55	0.66	0.22	3.50		0.22	0.25	0.27	0.27	0.30	0.36	0.38	0.40	0.41	0.42	0.42	0.42	0.44	0.47	0.53	0.55	0.61	0.64	2.93	
09401110	0107	19940107	20160107	23	0.42	0.13	0.24	0.85		0.24	0.26	0.29	0.31	0.32	0.36	0.38	0.39	0.40	0.42	0.42	0.44	0.45	0.46	0.47	0.49	0.51	0.54	0.79	
09401110	0108	19940108	20160108	23	0.41	0.11	0.25	0.74		0.25	0.28	0.31	0.32	0.33	0.36	0.38	0.39	0.40	0.40	0.41	0.42	0.43	0.43	0.43	0.46	0.50	0.56	0.71	
09401110	0109	19940109	20160109	23	0.41	0.09	0.26	0.60		0.26	0.29	0.33	0.34	0.34	0.36	0.36	0.37	0.38	0.40	0.41	0.41	0.42	0.43	0.44	0.47	0.53	0.57	0.60	
09401110	0110	19940110	20160110	23	0.41	0.09	0.26	0.62		0.26	0.29	0.33	0.35	0.36	0.36	0.37	0.38	0.38	0.39	0.40	0.42	0.44	0.45	0.47	0.52	0.54	0.56	0.61	
09401110	0111	19940111	20160111	23	6.56	29.53	0.22	142.00		0.23	0.29	0.32	0.36	0.37	0.37	0.37	0.38	0.39	0.41	0.41	0.43	0.44	0.45	0.46	0.46	0.48	0.54	113.71	
09401110	0112	19940112	20160112	23	3.59	15.35	0.22	74.00		0.23	0.27	0.28	0.31	0.32	0.34	0.36	0.38	0.38	0.39	0.42	0.42	0.43	0.44	0.45	0.47	0.52	0.63	59.33	
09401110	0113	19940113	20160113	23	1.12	3.46	0.21	17.00		0.22	0.27	0.30	0.32	0.34	0.35	0.37	0.39	0.40	0.40	0.42	0.43	0.44	0.45	0.47	0.49	0.55	0.58	13.72	
09401110	0114	19940114	20160114	23	0.50	0.47	0.21	2.60		0.22	0.27	0.30	0.33	0.34	0.34	0.37	0.39	0.39	0.40	0.42	0.43	0.44	0.45	0.46	0.48	0.53	0.59	2.20	
09401110	0115	19940115	20160115	23	0.41	0.13	0.23	0.84		0.24	0.26	0.28	0.30	0.30	0.35	0.36	0.37	0.38	0.41	0.41	0.42	0.43	0.43	0.44	0.49	0.52	0.57	0.79	
09401110	0116	19940116	20160116	23	0.40	0.10	0.21	0.60		0.22	0.26	0.27	0.30	0.33	0.35	0.37	0.38	0.39	0.39	0.41	0.42	0.44	0.47	0.48	0.49	0.51	0.57	0.60	
09401110	0117	19940117	20160117	23	0.39	0.10	0.18	0.53		0.19	0.26	0.27	0.29	0.30	0.34	0.36	0.36	0.38	0.40	0.41	0.43	0.43	0.46	0.47	0.50	0.50	0.51	0.53	
09401110	0118	19940118	20160118	23	0.40	0.13	0.18	0.82		0.20	0.27	0.28	0.30	0.32	0.32	0.33	0.36	0.39	0.40	0.41	0.42	0.44	0.44	0.46	0.49	0.49	0.53	0.77	
09401110	0119	19940119	20160119	23	0.40	0.12	0.15	0.65		0.17	0.24	0.27	0.30	0.31	0.32	0.35	0.37	0.39	0.41	0.41	0.41	0.43	0.46	0.49	0.50	0.55	0.60	0.64	
09401110	0120	19940120	20160120	23	0.43	0.15	0.16	0.88		0.17	0.23	0.29	0.31	0.36	0.36	0.37	0.38	0.39	0.43	0.43	0.43	0.46	0.48	0.49	0.50	0.55	0.64	0.84	
09401110	0121	19940121	20160121	23	0.65	1.15	0.17	5.90		0.18	0.25	0.29	0.33	0.34	0.36	0.37	0.38	0.39	0.40	0.43	0.45	0.45	0.47	0.49	0.51	0.56	0.65	4.86	
09401110	0122	19940122	20160122	23	0.69	1.36	0.21	6.90		0.22	0.26	0.28	0.30	0.34	0.36	0.37	0.39	0.40	0.43	0.43	0.44	0.45	0.46	0.47	0.48	0.56	0.64	5.66	
09401110	0123	19940123	20160123	23	0.42	0.14	0.21	0.85		0.22	0.27	0.28	0.29	0.32	0.34	0.38	0.39	0.39	0.39	0.42	0.43	0.45	0.46	0.48	0.49	0.53	0.61	0.81	
09401110	0124	19940124	20160124	23	0.43	0.14	0.14	0.71		0.17	0.27	0.28	0.31	0.32	0.35	0.38	0.40	0.41	0.41	0.42	0.45	0.48	0.50	0.50	0.55	0.60	0.67	0.71	
09401110	0125	19940125	20160125	23	0.42	0.12	0.14	0.67		0.17	0.27	0.29	0.31	0.33	0.35	0.36	0.38	0.42	0.45	0.45	0.45	0.47	0.49	0.51	0.51	0.53	0.55	0.65	
09401110	0126	19940126	20160126	23	0.60	0.76	0.18	4.00		0.20	0.28	0.29	0.32	0.33	0.36	0.37	0.39	0.41	0.43	0.45	0.45	0.47	0.48	0.54	0.57	0.66	0.88	3.39	
09401110	0127	19940127	20160127	23	0.48	0.23	0.23	1.30		0.23	0.27	0.31	0.33	0.35	0.37	0.39	0.42	0.43	0.44	0.44	0.45	0.46	0.49	0.52	0.55	0.65	0.79	1.20	
09401110	0128	19940128	20160128	23	10.14	46.62	0.22	224.00		0.22	0.26	0.31	0.33	0.33	0.35	0.36	0.39	0.42	0.43	0.43	0.43	0.45	0.46	0.50	0.52	0.60	0.75	179.37	
09401110	0129	19940129	20150129	22	3.76	15.69	0.21	74.00		0.21	0.24	0.31	0.34	0.35	0.35	0.35	0.36	0.38	0.40	0.41	0.43	0.44	0.48	0.48	0.50	0.54	0.83	63.04	
09401110	0130	19940130	20150130	22	1.41	4.60	0.20	22.00		0.21	0.30	0.33	0.35	0.35	0.36	0.37	0.37	0.39	0.40	0.41	0.43	0.44	0.49	0.52	0.54	0.56	0.83	18.84	
09401110	0131	19940131	20150131	22	1.42	4.60	0.15	22.00		0.17	0.31	0.33	0.34	0.35	0.36	0.36	0.36	0.37	0.38	0.40	0.43	0.45	0.45	0.47	0.51	0.63	1.06	18.88	
09401110	0201	19940201	20150201	22	1.24	3.97	0.14	19.00		0.16	0.30	0.31	0.32	0.33	0.35	0.35	0.35	0.35	0.36	0.38	0.40	0.45	0.46	0.47	0.51	0.55	0.66	16.25	
09401110	0202	19940202	20150202	22	1.13	3.55	0.19	17.00		0.20	0.24	0.27	0.31	0.34	0.35	0.36	0.38	0.38	0.39	0.39	0.41	0.42	0.43	0.44	0.45	0.46	0.47	14.52	
09401110	0203	19940203	20150203	22	1.24	3.97	0.20	19.00		0.20	0.24	0.27	0.32	0.34	0.35	0.36	0.36	0.38	0.40	0.41	0.43	0.43	0.44	0.45	0.46	0.48	0.73	16.28	
09401110	0204	19940204	20150204	22	1.06	3.11	0.22	15.00		0.22	0.25	0.28	0.32	0.34	0.36	0.37	0.38	0.39	0.41	0.43	0.44	0.45	0.45	0.47	0.48	0.49	0.58	12.84	
09401110	0205	19940205	20150205	22	0.96	2.69	0.22	13.00		0.22	0.26	0.30	0.33	0.34	0.35	0.37	0.37	0.37	0.39	0.40	0.40	0.43	0.46	0.47	0.48	0.50	0.56	11.14	
09401110	0206	19940206	20150206	22	0.95	2.48	0.19	12.00		0.19	0.21	0.26	0.32	0.34	0.37	0.37	0.37	0.39	0.40	0.40	0.41	0.47	0.47	0.48	0.48	0.55	1.02	10.38	
09401110	0207	19940207	20150207	22	1.20	3.75	0.19	18.00		0.19	0.23	0.29	0.33	0.33	0.36	0.36	0.36	0.39	0.43	0.45	0.46	0.47	0.48	0.49	0.49	0.50	0.56	15.39	
09401110	0208	19940208	20150208	22	1.19	3.76	0.20	18.00		0.21	0.28	0.29	0.30	0.32	0.33	0.37	0.40	0.40	0.41	0.42	0.42	0.43	0.44	0.45	0.46	0.48	0.58	15.39	
