site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
50143930	ALL	20030723	20080930	1897	233.09	146.98	56.00	870.00	67.00	79.00	94.00	103.70	113.00	127.00	138.00	149.00	166.20	181.00	196.00	211.00	229.00	248.00	269.60	296.50	332.00	418.00	512.60	844.22
50143930	0101	20040101	20080101	5	174.80	48.01	136.00	237.00					136.20	136.50	136.80	138.10	141.40	144.70	148.00	168.40	188.80	209.20	220.20	226.50	232.80			
50143930	0102	20040102	20080102	5	168.60	46.24	123.00	223.00					125.20	128.50	131.80	135.60	140.40	145.20	150.00	168.90	187.80	206.70	215.00	218.00	221.00			
50143930	0103	20040103	20080103	5	163.20	49.59	114.00	222.00					117.40	122.50	127.60	131.70	133.80	135.90	138.00	159.90	181.80	203.70	213.20	216.50	219.80			
50143930	0104	20040104	20080104	5	159.60	49.23	109.00	221.00					113.20	119.50	125.80	130.50	132.00	133.50	135.00	155.40	175.80	196.20	206.60	212.00	217.40			
50143930	0105	20040105	20080105	5	155.80	45.69	108.00	211.00					112.20	118.50	124.80	129.40	130.60	131.80	133.00	152.50	172.00	191.50	200.60	204.50	208.40			
50143930	0106	20040106	20080106	5	162.60	58.81	108.00	249.00					111.80	117.50	123.20	127.50	129.00	130.50	132.00	151.50	171.00	190.50	207.40	223.00	238.60			
50143930	0107	20040107	20080107	5	159.60	57.86	105.00	244.00					108.60	114.00	119.40	123.90	126.60	129.30	132.00	150.60	169.20	187.80	204.00	219.00	234.00			
50143930	0108	20040108	20080108	5	152.00	42.76	106.00	206.00					110.20	116.50	122.80	127.60	129.40	131.20	133.00	149.50	166.00	182.50	191.60	197.00	202.40			
50143930	0109	20040109	20080109	5	153.80	45.82	106.00	207.00					109.20	114.00	118.80	123.40	127.60	131.80	136.00	154.60	173.20	191.80	199.80	202.50	205.20			
50143930	0110	20040110	20080110	5	174.20	45.51	121.00	220.00					122.80	125.50	128.20	136.40	155.60	174.80	194.00	197.60	201.20	204.80	208.80	213.00	217.20			
50143930	0111	20040111	20080111	5	152.60	40.66	118.00	197.00					119.20	121.00	122.80	124.30	125.20	126.10	127.00	148.00	169.00	190.00	197.00	197.00	197.00			
50143930	0112	20040112	20080112	5	155.60	52.24	111.00	216.00					112.20	114.00	115.80	117.80	120.20	122.60	125.00	150.20	175.40	200.60	210.40	212.50	214.60			
50143930	0113	20040113	20080113	5	157.80	54.93	106.00	236.00					108.00	111.00	114.00	118.30	125.20	132.10	139.00	154.90	170.80	186.70	200.80	214.00	227.20			
50143930	0114	20040114	20080114	5	196.60	115.64	105.00	392.00					107.00	110.00	113.00	121.80	142.20	162.60	183.00	184.50	186.00	187.50	228.80	290.00	351.20			
50143930	0115	20040115	20080115	5	201.00	109.05	101.00	378.00					106.20	114.00	121.80	132.30	148.20	164.10	180.00	191.70	203.40	215.10	250.80	298.50	346.20			
50143930	0116	20040116	20080116	5	160.60	53.70	98.00	236.00					102.60	109.50	116.40	126.20	141.80	157.40	173.00	173.60	174.20	174.80	187.20	205.50	223.80			
50143930	0117	20040117	20080117	5	143.00	42.48	98.00	201.00					102.40	109.00	115.60	120.30	121.20	122.10	123.00	138.00	153.00	168.00	178.60	187.00	195.40			
50143930	0118	20040118	20080118	5	140.20	37.25	107.00	190.00					108.80	111.50	114.20	116.20	116.80	117.40	118.00	133.60	149.20	164.80	174.00	180.00	186.00			
50143930	0119	20040119	20080119	5	157.20	46.70	102.00	209.00					104.40	108.00	111.60	120.20	138.80	157.40	176.00	178.70	181.40	184.10	189.80	197.00	204.20			
50143930	0120	20040120	20080120	5	185.80	93.16	97.00	336.00					102.00	109.50	117.00	127.50	144.00	160.50	177.00	183.00	189.00	195.00	224.80	266.50	308.20			
50143930	0121	20040121	20080121	5	182.60	105.41	95.00	360.00					98.20	103.00	107.80	117.10	135.40	153.70	172.00	172.90	173.80	174.70	212.00	267.50	323.00			
50143930	0122	20040122	20080122	5	166.40	92.86	92.00	324.00					94.60	98.50	102.40	109.30	122.20	135.10	148.00	152.50	157.00	161.50	195.20	243.50	291.80			
50143930	0123	20040123	20080123	5	156.20	74.37	91.00	279.00					94.20	99.00	103.80	110.20	119.80	129.40	139.00	146.80	154.60	162.40	187.80	222.00	256.20			
50143930	0124	20040124	20080124	5	163.60	96.75	90.00	329.00					92.40	96.00	99.60	105.20	114.80	124.40	134.00	142.70	151.40	160.10	196.20	246.00	295.80			
50143930	0125	20040125	20080125	5	139.80	53.37	87.00	221.00					89.60	93.50	97.40	103.20	112.80	122.40	132.00	140.10	148.20	156.30	171.40	190.00	208.60			
50143930	0126	20040126	20080126	5	134.20	45.27	86.00	199.00					88.60	92.50	96.40	102.30	112.20	122.10	132.00	138.90	145.80	152.70	163.80	177.00	190.20			
50143930	0127	20040127	20080127	5	131.40	41.66	85.00	190.00					88.20	93.00	97.80	103.80	112.20	120.60	129.00	135.90	142.80	149.70	159.60	171.00	182.40			
50143930	0128	20040128	20080128	5	130.60	38.55	83.00	183.00					88.00	95.50	103.00	110.00	116.00	122.00	128.00	134.90	141.80	148.70	157.40	167.00	176.60			
