site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
292859090004000	ALL	20031210	20120129	1479	8850.46	8737.55	4.10	79100.00	103.00	575.00	1110.00	1710.00	2320.00	2910.00	3460.00	4040.00	4860.00	5520.00	6280.00	7080.00	7890.00	9170.00	10600.00	12100.00	14000.00	19600.00	25900.00	40980.00
292859090004000	0101	20070101	20120101	4	22765.00	9590.18	9660.00	31000.00					9660.00	12670.00	15680.00	18690.00	21700.00	23450.00	25200.00	26950.00	28700.00	29275.00	29850.00	30425.00	31000.00			
292859090004000	0102	20060102	20120102	5	10952.00	4378.28	7080.00	16900.00					7224.00	7440.00	7656.00	7888.00	8152.00	8416.00	8680.00	10366.00	12052.00	13738.00	14820.00	15600.00	16380.00			
292859090004000	0103	20060103	20120103	5	6218.40	4910.57	622.00	11800.00					805.60	1081.00	1356.40	2169.00	4056.00	5943.00	7830.00	8271.00	8712.00	9153.00	9800.00	10550.00	11300.00			
292859090004000	0104	20060104	20100104	3	8503.33	6461.81	2760.00	15500.00						2760.00	3658.00	4556.00	5454.00	6352.00	7250.00	8900.00	10550.00	12200.00	13850.00	15500.00				
292859090004000	0105	20040105	20120105	6	9968.33	7892.72	1850.00	21600.00				1906.00	2298.00	2690.00	3383.00	4828.50	6274.00	7398.50	8095.00	8791.50	10712.00	13550.50	16389.00	18300.00	19840.00			
292859090004000	0106	20040106	20070106	4	9535.50	6476.16	772.00	16000.00					772.00	2871.50	4971.00	7070.50	9170.00	9927.50	10685.00	11442.50	12200.00	13150.00	14100.00	15050.00	16000.00			
292859090004000	0107	20070107	20120107	4	15110.00	14958.28	4410.00	36200.00					4410.00	4440.00	4470.00	4500.00	4530.00	7222.50	9915.00	12607.50	15300.00	20525.00	25750.00	30975.00	36200.00			
292859090004000	0108	20050108	20100108	4	16517.50	8436.58	5170.00	25500.00					5170.00	8102.50	11035.00	13967.50	16900.00	17300.00	17700.00	18100.00	18500.00	20250.00	22000.00	23750.00	25500.00			
292859090004000	0109	20040109	20120109	7	7594.29	6709.70	2150.00	18300.00				2162.00	2186.00	2210.00	2426.00	2642.00	3266.00	4298.00	5330.00	5846.00	6362.00	8456.00	12128.00	15800.00	16800.00			
292859090004000	0110	20040110	20100110	3	5976.67	2732.93	2970.00	8310.00						2970.00	3706.00	4442.00	5178.00	5914.00	6650.00	6982.00	7314.00	7646.00	7978.00	8310.00				
292859090004000	0111	20060111	20120111	5	14813.20	16143.24	386.00	41700.00					1344.80	2783.00	4221.20	5732.00	7388.00	9044.00	10700.00	12320.00	13940.00	15560.00	21220.00	28900.00	36580.00			
292859090004000	0112	20080112	20120112	4	7267.50	5297.95	2400.00	12000.00					2400.00	2542.50	2685.00	2827.50	2970.00	5152.50	7335.00	9517.50	11700.00	11775.00	11850.00	11925.00	12000.00			
292859090004000	0113	20050113	20120113	6	14206.67	12190.63	1680.00	29000.00				1724.50	2036.00	2347.50	2982.00	4424.00	5866.00	8476.50	12645.00	16813.50	20220.00	23055.00	25890.00	27275.00	28080.00			
292859090004000	0114	20050114	20120114	6	8738.33	5908.26	1360.00	15000.00				1427.00	1896.00	2365.00	3147.00	4711.50	6276.00	7849.50	9435.00	11020.50	12260.00	13240.00	14220.00	14625.00	14800.00			
