site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
12142000	ALL	19291001	20151004	26881	506.48	573.66	29.00	13200.00	42.00	63.00	89.00	119.00	153.00	186.00	218.00	250.00	284.00	320.00	358.00	400.00	445.00	496.00	554.00	627.00	716.00	837.00	1020.00	1400.00	2841.80
12142000	0101	19300101	20150101	73	584.29	625.54	108.00	4070.00		168.80	193.80	203.10	213.00	230.00	243.20	260.00	297.60	325.30	358.00	425.90	462.40	543.20	573.40	713.50	862.40	1040.00	1168.00	1681.00	
12142000	0102	19300102	20150102	73	624.99	621.59	100.00	3250.00		160.10	191.20	197.20	205.00	220.00	229.60	269.40	308.00	406.20	440.00	457.90	482.40	513.90	650.00	767.00	926.60	1166.00	1324.00	2060.00	
12142000	0103	19300103	20150103	73	639.23	710.50	100.00	3640.00		151.10	179.00	185.10	196.80	210.50	236.00	267.00	299.80	348.40	379.00	399.70	477.60	556.40	658.80	701.50	827.60	1135.00	1556.00	2156.00	
12142000	0104	19300104	20150104	73	666.37	814.99	101.00	4760.00		159.60	173.80	183.60	197.40	207.50	238.00	267.20	298.80	321.20	402.00	438.30	532.00	600.70	691.40	821.50	923.00	1070.90	1464.00	1997.00	
12142000	0105	19300105	20150105	73	804.29	1258.65	97.00	7920.00		147.30	168.40	184.70	194.40	227.00	257.60	267.70	296.60	340.60	380.00	450.50	502.00	604.60	670.60	809.50	1034.00	1326.00	1840.00	3059.00	
12142000	0106	19300106	20150106	73	605.60	524.65	94.00	2570.00		151.20	162.20	176.20	201.20	232.50	245.20	281.00	307.80	343.30	440.00	496.60	586.00	630.90	666.80	755.00	920.00	1174.00	1476.00	1849.00	
12142000	0107	19300107	20150107	73	990.16	1837.25	91.00	13200.00		143.10	165.60	180.60	209.60	226.00	250.80	266.90	286.80	328.20	435.00	482.10	505.20	557.10	612.00	751.50	1196.00	1389.00	3038.00	4131.00	
12142000	0108	19300108	20150108	73	761.40	1114.38	91.00	7090.00		142.80	157.20	189.40	199.80	239.00	250.20	277.60	318.00	396.60	434.00	458.00	497.00	582.60	664.80	761.50	1024.00	1100.00	1436.00	3728.00	
12142000	0109	19300109	20150109	73	595.78	509.71	92.00	2710.00		138.20	171.00	188.60	201.80	220.00	247.60	268.80	283.00	378.50	391.00	472.80	538.40	656.70	724.60	821.00	954.60	996.80	1386.00	1663.00	
12142000	0110	19300110	20150110	73	584.88	553.14	130.00	3420.00		137.80	170.00	181.30	208.80	242.00	281.40	327.20	347.40	383.40	490.00	524.70	540.80	611.50	680.60	768.00	832.40	856.10	946.20	1640.00	
12142000	0111	19300111	20150111	73	612.59	567.69	120.00	3640.00		132.80	165.40	189.80	216.60	236.50	275.60	295.50	354.00	408.50	481.00	521.60	560.00	604.90	655.80	742.00	877.00	1089.50	1290.00	1717.00	
12142000	0112	19300112	20150112	73	575.11	463.73	116.00	3080.00		130.00	179.20	208.20	238.00	263.00	284.60	338.50	368.20	392.40	432.00	479.60	546.40	585.50	694.00	763.00	848.80	1009.00	1166.00	1427.00	
12142000	0113	19300113	20150113	73	649.36	671.13	120.00	3640.00		128.50	183.00	203.40	248.60	276.00	290.20	314.40	344.60	387.90	413.00	459.40	481.00	591.90	649.20	704.50	896.40	1046.00	1474.00	2419.00	
12142000	0114	19300114	20150114	73	786.52	827.72	120.00	3580.00		129.70	190.20	238.30	254.40	272.00	303.00	330.00	345.80	393.30	415.00	503.00	581.80	636.90	746.40	861.00	1310.00	1469.00	2298.00	2855.00	
