site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
12043300	ALL	19620801	20150930	13779	349.94	576.43	7.40	13800.00	13.00	18.00	23.00	29.00	35.00	45.00	58.00	74.00	95.00	123.00	153.00	190.00	230.00	280.00	341.00	419.00	519.00	662.00	881.00	1300.00	2820.00
12043300	0101	19630101	20150101	32	806.72	908.37	210.00	4370.00		211.95	229.60	261.75	297.20	316.25	336.80	359.10	415.20	465.30	537.50	594.75	634.40	669.90	702.80	803.00	889.80	1501.50	1776.00	3720.00	
12043300	0102	19630102	20150102	32	942.41	1070.27	192.00	5370.00		206.95	230.30	255.10	280.20	291.50	304.40	308.20	460.80	509.90	553.00	646.40	754.80	841.30	940.50	1037.25	1326.00	1984.50	2470.00	3712.50	
12043300	0103	19630103	20150103	32	696.97	523.65	176.00	1970.00		191.60	220.80	251.95	263.40	280.25	319.10	369.85	390.80	431.25	479.00	537.25	620.40	708.65	770.30	1032.50	1360.00	1382.50	1521.00	1924.50	
12043300	0104	19630104	20150104	32	769.47	692.82	163.00	3660.00		174.05	214.40	240.30	284.20	310.25	348.50	361.70	387.20	477.00	515.50	569.05	829.80	943.10	1011.00	1125.00	1142.00	1174.00	1425.00	2548.50	
12043300	0105	19630105	20150105	32	888.00	914.32	151.00	4320.00		161.40	190.40	242.90	271.40	290.25	297.90	334.70	436.80	488.80	582.00	643.05	715.60	874.90	1004.00	1040.00	1452.00	1714.50	2011.00	3468.50	
12043300	0106	19630106	20150106	32	990.81	921.61	144.00	3580.00		151.15	176.10	215.90	249.60	288.75	365.10	439.00	471.60	581.95	629.00	712.80	900.00	994.50	1113.00	1282.50	1910.00	2065.50	2669.00	3151.00	
12043300	0107	19630107	20150107	32	1372.72	2475.28	145.00	13800.00		148.90	175.30	260.15	302.60	353.25	388.80	401.95	432.80	520.00	602.50	703.70	769.00	806.75	988.20	1387.50	1764.00	2410.00	3275.00	7410.50	
12043300	0108	19630108	20150108	32	990.22	1015.81	141.00	4770.00		142.30	174.70	280.35	336.60	360.25	433.60	486.40	542.80	603.40	638.50	669.30	765.20	826.10	957.90	1207.50	1446.00	1963.00	2722.00	3626.00	
12043300	0109	19630109	20150109	32	910.50	718.78	128.00	3370.00		132.55	229.20	291.00	323.20	370.25	453.80	507.55	590.00	718.50	762.50	879.90	922.00	1032.50	1133.00	1182.50	1324.00	1416.50	1638.00	3006.00	
12043300	0110	19630110	20150110	32	779.44	527.19	118.00	2370.00		125.15	240.30	250.50	304.00	347.25	426.30	440.55	516.80	639.20	739.00	789.80	810.40	881.85	948.10	1060.00	1202.00	1287.50	1556.00	2025.50	
12043300	0111	19630111	20150111	32	959.78	1050.56	115.00	4100.00		118.90	235.00	266.70	298.40	346.75	400.30	428.65	476.00	506.80	520.50	621.90	663.40	719.25	781.50	993.75	1582.00	1875.00	3077.00	3898.50	
12043300	0112	19630112	20150112	32	795.47	722.83	165.00	3420.00		191.00	241.50	259.25	304.80	330.25	369.10	396.25	415.00	465.75	508.00	547.05	610.60	817.00	976.10	1024.25	1216.00	1352.00	1790.00	2822.00	
12043300	0113	19630113	20150113	32	995.66	1134.08	155.00	5360.00		179.70	222.20	253.50	317.60	383.25	400.80	411.20	428.40	433.40	487.50	515.45	650.40	755.10	979.40	1437.50	1736.00	1894.00	2768.00	3995.00	
