site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
09383430	ALL	20080621	20120402	1382	13.58	29.55	0.65	367.00	0.74	0.89	1.20	1.30	1.50	1.60	1.80	2.00	2.20	2.50	3.00	4.80	6.70	9.10	11.00	15.00	19.00	31.00	52.00	145.51
09383430	0101	20090101	20120101	4	1.85	0.84	1.30	3.10					1.30	1.32	1.35	1.38	1.40	1.45	1.50	1.55	1.60	1.98	2.35	2.73	3.10			
09383430	0102	20090102	20120102	4	1.88	1.11	1.00	3.50					1.00	1.10	1.20	1.30	1.40	1.45	1.50	1.55	1.60	2.08	2.55	3.02	3.50			
09383430	0103	20090103	20120103	4	2.15	1.23	1.50	4.00					1.50	1.50	1.50	1.50	1.50	1.52	1.55	1.57	1.60	2.20	2.80	3.40	4.00			
09383430	0104	20090104	20120104	4	2.08	1.43	1.10	4.20					1.10	1.18	1.25	1.32	1.40	1.45	1.50	1.55	1.60	2.25	2.90	3.55	4.20			
09383430	0105	20090105	20120105	4	2.06	1.52	0.95	4.30					0.95	1.06	1.18	1.29	1.40	1.45	1.50	1.55	1.60	2.27	2.95	3.62	4.30			
09383430	0106	20090106	20120106	4	1.97	1.46	0.78	4.10					0.78	0.94	1.09	1.25	1.40	1.45	1.50	1.55	1.60	2.23	2.85	3.48	4.10			
09383430	0107	20090107	20120107	4	2.08	1.22	1.30	3.90					1.30	1.35	1.40	1.45	1.50	1.52	1.55	1.57	1.60	2.17	2.75	3.33	3.90			
09383430	0108	20090108	20120108	4	2.12	1.12	1.50	3.80					1.50	1.50	1.50	1.50	1.50	1.55	1.60	1.65	1.70	2.23	2.75	3.27	3.80			
09383430	0109	20090109	20120109	4	1.98	1.02	1.40	3.50					1.40	1.40	1.40	1.40	1.40	1.45	1.50	1.55	1.60	2.08	2.55	3.02	3.50			
09383430	0110	20090110	20120110	4	1.90	0.88	1.30	3.20					1.30	1.35	1.40	1.45	1.50	1.52	1.55	1.57	1.60	2.00	2.40	2.80	3.20			
09383430	0111	20090111	20120111	4	1.93	0.78	1.50	3.10					1.50	1.50	1.50	1.50	1.50	1.52	1.55	1.57	1.60	1.98	2.35	2.73	3.10			
09383430	0112	20090112	20120112	4	1.88	0.76	1.40	3.00					1.40	1.40	1.40	1.40	1.40	1.48	1.55	1.62	1.70	2.02	2.35	2.67	3.00			
09383430	0113	20090113	20120113	4	1.80	0.69	1.30	2.80					1.30	1.32	1.35	1.38	1.40	1.48	1.55	1.62	1.70	1.98	2.25	2.52	2.80			
09383430	0114	20090114	20120114	4	1.77	0.63	1.30	2.70					1.30	1.35	1.40	1.45	1.50	1.52	1.55	1.57	1.60	1.88	2.15	2.42	2.70			
09383430	0115	20090115	20120115	4	1.62	0.49	1.00	2.20					1.00	1.15	1.30	1.45	1.60	1.62	1.65	1.68	1.70	1.82	1.95	2.08	2.20			
09383430	0116	20090116	20120116	4	1.57	0.32	1.10	1.80					1.10	1.25	1.40	1.55	1.70	1.70	1.70	1.70	1.70	1.73	1.75	1.77	1.80			
09383430	0117	20090117	20120117	4	1.50	0.42	1.00	2.00					1.00	1.10	1.20	1.30	1.40	1.45	1.50	1.55	1.60	1.70	1.80	1.90	2.00			
09383430	0118	20090118	20120118	4	1.52	0.46	1.00	2.10					1.00	1.10	1.20	1.30	1.40	1.45	1.50	1.55	1.60	1.73	1.85	1.98	2.10			
09383430	0119	20090119	20120119	4	1.60	0.41	1.10	2.10					1.10	1.23	1.35	1.48	1.60	1.60	1.60	1.60	1.60	1.73	1.85	1.98	2.10			
09383430	0120	20090120	20120120	4	1.62	0.30	1.30	2.00					1.30	1.35	1.40	1.45	1.50	1.55	1.60	1.65	1.70	1.77	1.85	1.93	2.00			
09383430	0121	20090121	20120121	4	2.00	0.48	1.60	2.70					1.60	1.65	1.70	1.75	1.80	1.82	1.85	1.88	1.90	2.10	2.30	2.50	2.70			
09383430	0122	20090122	20120122	4	5.60	7.60	1.70	17.00					1.70	1.73	1.75	1.77	1.80	1.82	1.85	1.88	1.90	5.67	9.45	13.22	17.00			
09383430	0123	20090123	20120123	4	2.73	1.40	1.70	4.80					1.70	1.82	1.95	2.08	2.20	2.20	2.20	2.20	2.20	2.85	3.50	4.15	4.80			
09383430	0124	20090124	20120124	4	2.42	0.67	1.90	3.40					1.90	1.95	2.00	2.05	2.10	2.15	2.20	2.25	2.30	2.58	2.85	3.12	3.40			
09383430	0125	20090125	20120125	4	2.10	0.62	1.70	3.00					1.70	1.70	1.70	1.70	1.70	1.77	1.85	1.93	2.00	2.25	2.50	2.75	3.00			
09383430	0126	20090126	20120126	4	1.90	0.27	1.50	2.10					1.50	1.62	1.75	1.88	2.00	2.00	2.00	2.00	2.00	2.02	2.05	2.08	2.10			
09383430	0127	20090127	20120127	4	1.77	0.33	1.30	2.00					1.30	1.43	1.55	1.68	1.80	1.85	1.90	1.95	2.00	2.00	2.00	2.00	2.00			
09383430	0128	20090128	20120128	4	1.88	0.10	1.80	2.00					1.80	1.80	1.80	1.80	1.80	1.82	1.85	1.88	1.90	1.93	1.95	1.98	2.00			
09383430	0129	20090129	20120129	4	1.50	0.32	1.20	1.90					1.20	1.23	1.25	1.27	1.30	1.38	1.45	1.52	1.60	1.68	1.75	1.82	1.90			
09383430	0130	20090130	20120130	4	1.52	0.43	1.10	2.10					1.10	1.15	1.20	1.25	1.30	1.38	1.45	1.52	1.60	1.73	1.85	1.98	2.10			
09383430	0131	20090131	20120131	4	1.55	0.42	1.10	2.00					1.10	1.15	1.20	1.25	1.30	1.43	1.55	1.68	1.80	1.85	1.90	1.95	2.00			
09383430	0201	20090201	20120201	4	1.70	0.29	1.30	2.00					1.30	1.40	1.50	1.60	1.70	1.73	1.75	1.77	1.80	1.85	1.90	1.95	2.00			
