site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
04167625	ALL	20011001	20061231	1918	81.75	85.10	14.00	1250.00	30.19	34.00	36.00	38.00	40.00	42.00	44.00	47.00	49.00	51.00	55.00	58.00	63.00	69.00	76.00	86.00	97.00	145.20	215.30	489.62
04167625	0101	20020101	20060101	5	109.00	50.70	48.00	175.00					53.60	62.00	70.40	78.80	87.20	95.60	104.00	115.40	126.80	138.20	148.60	158.50	168.40			
04167625	0102	20020102	20060102	5	111.00	55.72	47.00	167.00					48.60	51.00	53.40	63.70	89.80	115.90	142.00	142.60	143.20	143.80	148.60	155.50	162.40			
04167625	0103	20020103	20060103	5	113.40	63.03	46.00	179.00					46.40	47.00	47.60	56.30	81.20	106.10	131.00	140.60	150.20	159.80	166.20	171.00	175.80			
04167625	0104	20020104	20060104	5	112.00	75.85	46.00	230.00					46.20	46.50	46.80	52.70	69.80	86.90	104.00	112.70	121.40	130.10	152.40	181.50	210.60			
04167625	0105	20020105	20060105	5	90.80	44.98	45.00	147.00					45.00	45.00	45.00	50.60	67.40	84.20	101.00	105.50	110.00	114.50	122.20	131.50	140.80			
04167625	0106	20020106	20060106	5	76.60	28.66	46.00	108.00					46.20	46.50	46.80	50.80	62.20	73.60	85.00	88.60	92.20	95.80	99.20	102.50	105.80			
04167625	0107	20020107	20060107	5	67.60	21.77	43.00	93.00					43.80	45.00	46.20	49.70	57.80	65.90	74.00	76.10	78.20	80.30	83.40	87.00	90.60			
04167625	0108	20020108	20060108	5	63.20	16.84	46.00	84.00					46.00	46.00	46.00	48.10	54.40	60.70	67.00	68.80	70.60	72.40	75.20	78.50	81.80			
04167625	0109	20020109	20060109	5	62.80	11.43	48.00	78.00					49.80	52.50	55.20	57.50	59.00	60.50	62.00	64.10	66.20	68.30	70.80	73.50	76.20			
04167625	0110	20020110	20060110	5	61.60	12.48	51.00	83.00					51.80	53.00	54.20	55.40	56.60	57.80	59.00	59.30	59.60	59.90	64.60	71.50	78.40			
04167625	0111	20020111	20060111	5	69.40	23.13	48.00	96.00					49.20	51.00	52.80	54.20	54.80	55.40	56.00	67.10	78.20	89.30	93.60	94.50	95.40			
04167625	0112	20020112	20060112	5	101.40	86.90	43.00	253.00					45.60	49.50	53.40	56.40	57.60	58.80	60.00	70.50	81.00	91.50	126.60	174.00	221.40			
04167625	0113	20020113	20060113	5	221.60	352.15	41.00	850.00					43.80	48.00	52.20	55.10	55.40	55.70	56.00	71.00	86.00	101.00	254.80	478.00	701.20			
04167625	0114	20020114	20060114	5	223.00	283.64	40.00	702.00					42.80	47.00	51.20	54.00	54.00	54.00	54.00	117.30	180.60	243.90	352.40	483.50	614.60			
04167625	0115	20020115	20060115	5	101.80	77.02	36.00	221.00					39.60	45.00	50.40	54.70	56.80	58.90	61.00	83.80	106.60	129.40	153.80	179.00	204.20			
04167625	0116	20020116	20060116	5	74.20	35.10	38.00	126.00					40.80	45.00	49.20	53.10	56.40	59.70	63.00	71.70	80.40	89.10	98.80	109.00	119.20			
04167625	0117	20020117	20060117	5	79.00	45.49	36.00	151.00					39.20	44.00	48.80	53.00	56.00	59.00	62.00	71.60	81.20	90.80	105.40	122.50	139.60			
04167625	0118	20020118	20060118	5	108.40	119.71	35.00	321.00					38.40	43.50	48.60	52.70	54.80	56.90	59.00	63.80	68.60	73.40	124.20	198.00	271.80			
04167625	0119	20020119	20060119	5	78.00	60.39	35.00	184.00					37.60	41.50	45.40	48.80	51.20	53.60	56.00	59.30	62.60	65.90	90.40	125.50	160.60			
04167625	0120	20020120	20060120	5	79.20	66.47	36.00	197.00					38.60	42.50	46.40	49.40	50.60	51.80	53.00	55.40	57.80	60.20	88.20	129.00	169.80			
04167625	0121	20020121	20060121	5	137.00	199.18	35.00	493.00					37.40	41.00	44.60	47.60	49.40	51.20	53.00	54.20	55.40	56.60	144.20	275.00	405.80			
04167625	0122	20020122	20060122	5	87.80	91.57	34.00	251.00					36.80	41.00	45.20	48.30	49.20	50.10	51.00	52.20	53.40	54.60	94.20	153.00	211.80			
04167625	0123	20020123	20060123	5	68.80	47.79	35.00	153.00					37.20	40.50	43.80	46.80	49.20	51.60	54.00	54.60	55.20	55.80	75.40	104.50	133.60			
04167625	0124	20020124	20060124	5	66.00	34.84	33.00	120.00					35.20	38.50	41.80	44.90	47.60	50.30	53.00	61.10	69.20	77.30	88.00	100.00	112.00			
04167625	0125	20020125	20060125	5	60.80	26.79	33.00	102.00					35.60	39.50	43.40	46.60	48.40	50.20	52.00	57.70	63.40	69.10	77.20	86.50	95.80			
04167625	0126	20020126	20060126	5	56.40	17.67	36.00	83.00					38.20	41.50	44.80	47.70	49.80	51.90	54.00	56.40	58.80	61.20	66.20	72.50	78.80			
04167625	0127	20020127	20060127	5	53.80	16.30	35.00	77.00					36.80	39.50	42.20	44.70	46.80	48.90	51.00	54.30	57.60	60.90	65.00	69.50	74.00			
04167625	0128	20020128	20060128	5	52.00	15.02	33.00	74.00					36.00	40.50	45.00	48.00	48.00	48.00	48.00	50.70	53.40	56.10	60.40	65.50	70.60			
04167625	0129	20020129	20060129	5	78.40	70.61	36.00	204.00					38.20	41.50	44.80	47.10	47.40	47.70	48.00	50.70	53.40	56.10	86.40	130.50	174.60			
04167625	0130	20020130	20060130	5	114.40	98.65	37.00	249.00					39.00	42.00	45.00	47.10	47.40	47.70	48.00	90.90	133.80	176.70	202.60	220.00	237.40			
04167625	0131	20020131	20060131	5	106.40	94.32	34.00	254.00					36.40	40.00	43.60	46.40	47.60	48.80	50.00	79.40	108.80	138.20	169.20	201.00	232.80			
04167625	0201	20020201	20060201	5	140.80	187.61	35.00	472.00					36.20	38.00	39.80	41.50	43.00	44.50	46.00	65.20	84.40	103.60	182.40	291.00	399.60			
04167625	0202	20020202	20060202	5	118.80	144.65	36.00	374.00					37.60	40.00	42.40	44.00	44.00	44.00	44.00	59.60	75.20	90.80	151.60	235.00	318.40			
04167625	0203	20020203	20060203	5	101.00	80.39	39.00	208.00					39.40	40.00	40.60	41.90	44.60	47.30	50.00	85.10	120.20	155.30	175.20	187.50	199.80			
04167625	0204	20020204	20060204	5	116.20	81.44	45.00	244.00					46.20	48.00	49.80	55.90	70.60	85.30	100.00	112.30	124.60	136.90	161.60	192.50	223.40			
04167625	0205	20020205	20060205	5	131.60	161.20	45.00	417.00					45.20	45.50	45.80	46.40	47.60	48.80	50.00	65.00	80.00	95.00	163.40	258.50	353.60			
04167625	0206	20020206	20060206	5	89.00	72.95	42.00	215.00					43.20	45.00	46.80	48.20	48.80	49.40	50.00	62.00	74.00	86.00	115.00	152.50	190.00			
04167625	0207	20020207	20060207	5	80.80	39.51	38.00	140.00					40.80	45.00	49.20	55.40	65.60	75.80	86.00	86.60	87.20	87.80	98.40	114.00	129.60			
