site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
04206043	ALL	20001001	20040930	1461	30.12	52.04	0.67	727.00	1.26	2.50	3.50	4.73	6.00	6.80	7.60	8.90	11.00	12.00	14.00	17.00	20.00	23.00	27.00	31.00	38.00	74.00	113.80	217.42
04206043	0101	20010101	20040101	4	57.27	74.11	6.40	164.00					6.40	6.72	7.05	7.38	7.70	18.52	29.35	40.17	51.00	79.25	107.50	135.75	164.00			
04206043	0102	20010102	20040102	4	56.60	65.94	7.40	149.00					7.40	8.30	9.20	10.10	11.00	23.00	35.00	47.00	59.00	81.50	104.00	126.50	149.00			
04206043	0103	20010103	20040103	4	49.48	46.68	6.90	103.00					6.90	8.68	10.45	12.22	14.00	29.00	44.00	59.00	74.00	81.25	88.50	95.75	103.00			
04206043	0104	20010104	20040104	4	45.12	42.33	6.50	97.00					6.50	8.62	10.75	12.88	15.00	26.75	38.50	50.25	62.00	70.75	79.50	88.25	97.00			
04206043	0105	20010105	20040105	4	65.58	93.35	6.30	204.00					6.30	7.97	9.65	11.32	13.00	19.50	26.00	32.50	39.00	80.25	121.50	162.75	204.00			
04206043	0106	20010106	20040106	4	54.15	76.56	6.60	168.00					6.60	7.95	9.30	10.65	12.00	16.50	21.00	25.50	30.00	64.50	99.00	133.50	168.00			
04206043	0107	20010107	20040107	4	30.50	34.32	8.00	81.00					8.00	8.50	9.00	9.50	10.00	13.25	16.50	19.75	23.00	37.50	52.00	66.50	81.00			
04206043	0108	20010108	20040108	4	19.98	15.71	7.40	40.00					7.40	7.42	7.45	7.47	7.50	11.88	16.25	20.62	25.00	28.75	32.50	36.25	40.00			
04206043	0109	20010109	20040109	4	18.93	13.52	7.00	33.00					7.00	7.17	7.35	7.53	7.70	12.78	17.85	22.93	28.00	29.25	30.50	31.75	33.00			
04206043	0110	20010110	20040110	4	19.48	15.24	6.70	40.00					6.70	7.33	7.95	8.57	9.20	12.40	15.60	18.80	22.00	26.50	31.00	35.50	40.00			
04206043	0111	20010111	20040111	4	17.40	11.60	6.60	33.00					6.60	7.70	8.80	9.90	11.00	13.00	15.00	17.00	19.00	22.50	26.00	29.50	33.00			
04206043	0112	20010112	20040112	4	15.47	7.27	6.90	24.00					6.90	8.43	9.95	11.47	13.00	14.25	15.50	16.75	18.00	19.50	21.00	22.50	24.00			
04206043	0113	20010113	20040113	4	14.55	5.10	7.20	18.00					7.20	9.15	11.10	13.05	15.00	15.75	16.50	17.25	18.00	18.00	18.00	18.00	18.00			
04206043	0114	20010114	20040114	4	13.53	4.08	8.10	18.00					8.10	9.57	11.05	12.53	14.00	14.00	14.00	14.00	14.00	15.00	16.00	17.00	18.00			
04206043	0115	20010115	20040115	4	15.00	2.58	12.00	18.00					12.00	12.50	13.00	13.50	14.00	14.50	15.00	15.50	16.00	16.50	17.00	17.50	18.00			
04206043	0116	20010116	20040116	4	16.75	9.64	10.00	31.00					10.00	10.50	11.00	11.50	12.00	12.50	13.00	13.50	14.00	18.25	22.50	26.75	31.00			
04206043	0117	20010117	20040117	4	15.20	7.98	9.80	27.00					9.80	10.10	10.40	10.70	11.00	11.50	12.00	12.50	13.00	16.50	20.00	23.50	27.00			
04206043	0118	20010118	20040118	4	13.10	5.60	8.40	21.00					8.40	8.80	9.20	9.60	10.00	10.75	11.50	12.25	13.00	15.00	17.00	19.00	21.00			
04206043	0119	20010119	20040119	4	12.07	4.47	8.20	18.00					8.20	8.43	8.65	8.88	9.10	10.07	11.05	12.03	13.00	14.25	15.50	16.75	18.00			
