site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
06917060	ALL	20001001	20160404	5665	374.93	1226.14	0.00	43700.00	0.00	0.09	0.80	2.00	3.80	6.00	9.30	16.00	25.40	38.00	55.00	74.00	100.00	135.00	178.00	239.00	341.00	519.00	927.40	1860.00	5120.00
06917060	0101	20010101	20160101	16	239.13	566.82	0.92	2300.00			0.98	2.04	3.82	5.35	6.04	8.08	12.84	47.80	71.50	86.10	103.60	106.30	111.40	168.25	275.80	410.15	1041.40		
06917060	0102	20010102	20160102	16	167.62	327.73	1.10	1310.00			1.17	2.08	3.56	4.75	5.34	9.08	13.06	40.65	68.00	85.90	95.20	96.75	109.50	144.00	252.80	365.25	689.10		
06917060	0103	20010103	20160103	16	169.03	262.69	0.94	843.00			1.26	2.12	3.26	4.17	4.76	7.82	27.20	40.45	51.50	66.05	83.00	93.30	132.40	253.25	356.20	536.70	746.40		
06917060	0104	20010104	20160104	16	218.48	453.94	0.85	1800.00			1.45	2.19	3.08	3.85	4.38	7.61	33.56	48.45	53.00	55.80	66.60	90.85	122.30	234.75	337.00	480.00	960.70		
06917060	0105	20010105	20160105	16	434.57	1364.99	0.89	5530.00			1.88	2.41	2.74	3.30	4.26	7.32	31.10	37.65	39.50	45.90	64.20	101.90	117.20	211.25	311.00	382.20	1948.10		
06917060	0106	20010106	20160106	16	459.46	1503.43	0.93	6080.00			1.75	2.65	3.46	4.05	4.49	6.96	22.22	28.60	32.50	35.00	49.40	107.05	107.90	186.75	281.40	345.90	2082.30		
06917060	0107	20010107	20160107	16	332.53	1013.66	0.90	4110.00			1.60	2.73	3.76	4.72	6.10	6.95	17.40	26.50	31.50	33.35	47.40	101.10	102.80	172.00	260.40	332.35	1489.90		
06917060	0108	20010108	20160108	16	291.56	691.08	1.00	2650.00			1.49	2.42	3.48	4.90	7.80	14.60	15.80	26.40	33.00	34.35	45.80	89.00	89.00	160.25	286.00	712.20	1600.00		
06917060	0109	20010109	20160109	16	335.10	788.93	1.00	2850.00			1.42	2.37	3.48	4.85	7.52	13.64	26.00	29.65	34.50	40.05	48.20	73.25	77.50	147.75	265.80	941.45	2038.00		
