site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
04176500	ALL	19370901	20160316	28687	767.24	1073.65	9.00	14600.00	50.00	84.00	110.00	135.00	158.00	182.00	210.00	242.00	279.00	319.00	373.00	435.00	505.00	596.00	708.00	870.00	1080.00	1400.00	1920.00	2890.00	5260.00
04176500	0101	19380101	20160101	79	1110.41	1372.00	80.00	7800.00		110.00	149.00	164.00	200.00	260.00	305.00	357.00	398.00	466.00	500.00	628.00	811.00	1050.00	1150.00	1430.00	1870.00	2300.00	2960.00	3730.00	
04176500	0102	19380102	20160102	79	1091.61	1357.01	80.00	7300.00		128.00	149.00	175.00	216.00	270.00	320.00	370.00	450.00	500.00	538.00	702.00	830.00	985.00	1030.00	1280.00	1850.00	2280.00	2670.00	3700.00	
04176500	0103	19380103	20160103	79	1027.63	1140.44	80.00	5530.00		128.00	160.00	188.00	232.00	270.00	330.00	400.00	450.00	496.00	622.00	702.00	768.00	900.00	1030.00	1330.00	1740.00	2140.00	2610.00	3500.00	
04176500	0104	19380104	20160104	79	1019.91	1176.76	79.00	5950.00		136.00	160.00	176.00	225.00	270.00	310.00	381.00	450.00	496.00	596.00	615.00	740.00	835.00	950.00	1150.00	1590.00	2320.00	2670.00	3800.00	
04176500	0105	19380105	20160105	79	1015.38	1265.33	79.00	7280.00		100.00	160.00	175.00	230.00	280.00	324.00	395.00	418.00	488.00	574.00	618.00	753.00	850.00	925.00	1200.00	1350.00	1950.00	2760.00	4130.00	
04176500	0106	19380106	20160106	79	994.43	1255.09	85.00	7480.00		106.00	160.00	195.00	220.00	290.00	315.00	340.00	410.00	467.00	515.00	566.00	660.00	800.00	1020.00	1280.00	1400.00	2000.00	2330.00	3720.00	
04176500	0107	19380107	20160107	79	930.14	1189.45	51.00	7470.00		118.00	160.00	180.00	223.00	280.00	310.00	335.00	400.00	440.00	490.00	560.00	650.00	720.00	915.00	1050.00	1500.00	1900.00	2230.00	3530.00	
04176500	0108	19380108	20160108	79	893.70	1159.44	86.00	6960.00		128.00	160.00	175.00	222.00	270.00	296.00	330.00	398.00	430.00	480.00	531.00	644.00	675.00	855.00	1000.00	1200.00	1500.00	2200.00	3400.00	
04176500	0109	19380109	20160109	79	874.05	1124.74	95.00	5650.00		110.00	155.00	179.00	229.00	265.00	295.00	330.00	400.00	440.00	480.00	547.00	608.00	705.00	780.00	900.00	1100.00	1400.00	2120.00	4260.00	
04176500	0110	19380110	20160110	79	828.03	1061.92	78.00	6320.00		120.00	150.00	191.00	230.00	255.00	290.00	345.00	400.00	430.00	460.00	530.00	580.00	640.00	720.00	835.00	1000.00	1200.00	2100.00	3620.00	
04176500	0111	19380111	20160111	79	826.84	1144.95	76.00	6630.00		130.00	140.00	210.00	213.00	250.00	290.00	331.00	390.00	430.00	450.00	504.00	554.00	670.00	694.00	843.00	955.00	1100.00	2000.00	3630.00	
04176500	0112	19380112	20160112	79	769.53	1042.05	72.00	6750.00		120.00	145.00	190.00	220.00	250.00	290.00	322.00	380.00	430.00	448.00	493.00	559.00	634.00	700.00	831.00	900.00	1080.00	1770.00	3270.00	
04176500	0113	19380113	20160113	79	782.32	1006.56	90.00	5400.00		110.00	149.00	182.00	210.00	250.00	301.00	330.00	390.00	420.00	445.00	500.00	538.00	627.00	725.00	800.00	910.00	1080.00	1860.00	3500.00	
04176500	0114	19380114	20160114	79	785.37	1079.26	90.00	6560.00		130.00	145.00	196.00	213.00	245.00	285.00	305.00	350.00	402.00	434.00	490.00	550.00	610.00	700.00	766.00	903.00	1090.00	1710.00	3880.00	
04176500	0115	19380115	20160115	79	793.06	1047.55	90.00	5700.00		137.00	150.00	190.00	213.00	240.00	291.00	304.00	340.00	400.00	450.00	500.00	550.00	590.00	700.00	730.00	891.00	1200.00	1920.00	3390.00	
04176500	0116	19380116	20160116	79	797.25	1091.43	92.00	5330.00		130.00	150.00	200.00	220.00	255.00	285.00	300.00	366.00	396.00	448.00	480.00	493.00	578.00	628.00	717.00	850.00	1320.00	1900.00	4600.00	
04176500	0117	19380117	20160117	79	771.82	1021.41	100.00	5400.00		130.00	150.00	190.00	223.00	255.00	295.00	300.00	340.00	390.00	408.00	470.00	530.00	576.00	634.00	695.00	970.00	1380.00	1820.00	3700.00	
04176500	0118	19380118	20160118	79	804.67	1063.25	100.00	6520.00		135.00	150.00	164.00	230.00	255.00	291.00	320.00	350.00	388.00	440.00	500.00	538.00	555.00	616.00	941.00	1040.00	1140.00	2250.00	3000.00	
04176500	0119	19380119	20160119	79	774.78	954.80	92.00	5700.00		120.00	140.00	159.00	210.00	275.00	297.00	320.00	350.00	380.00	430.00	470.00	500.00	544.00	682.00	792.00	917.00	1680.00	2380.00	2820.00	
04176500	0120	19380120	20160120	79	757.91	934.93	95.00	6180.00		122.00	140.00	155.00	215.00	255.00	282.00	330.00	360.00	371.00	380.00	430.00	469.00	550.00	683.00	780.00	1110.00	1630.00	2130.00	2680.00	
04176500	0121	19380121	20160121	79	779.51	946.91	95.00	5700.00		130.00	150.00	162.00	200.00	255.00	281.00	340.00	350.00	364.00	400.00	420.00	458.00	520.00	660.00	874.00	1250.00	1700.00	1930.00	2970.00	
04176500	0122	19380122	20160122	79	758.99	921.33	100.00	4960.00		130.00	150.00	160.00	200.00	255.00	275.00	310.00	350.00	370.00	414.00	433.00	470.00	550.00	644.00	877.00	1110.00	1510.00	1830.00	2800.00	
04176500	0123	19380123	20160123	79	767.39	909.60	110.00	5080.00		140.00	150.00	190.00	200.00	250.00	273.00	320.00	349.00	392.00	424.00	450.00	500.00	574.00	666.00	940.00	1150.00	1420.00	2000.00	2740.00	
04176500	0124	19380124	20160124	79	776.81	920.87	110.00	5260.00		120.00	150.00	190.00	230.00	255.00	282.00	322.00	374.00	400.00	430.00	466.00	516.00	558.00	650.00	952.00	1010.00	1490.00	2300.00	2760.00	
04176500	0125	19380125	20160125	79	822.10	1023.53	106.00	5460.00		122.00	140.00	181.00	230.00	261.00	310.00	334.00	380.00	410.00	450.00	470.00	538.00	622.00	748.00	900.00	1140.00	1500.00	2390.00	2690.00	
04176500	0126	19380126	20160126	79	853.06	1211.02	93.00	7590.00		120.00	149.00	180.00	230.00	260.00	300.00	370.00	400.00	414.00	430.00	460.00	589.00	616.00	700.00	814.00	1310.00	1430.00	1920.00	2690.00	
