site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09511300	ALL	19610213	20160101	19316	567.64	1980.08	0.00	81100.00	0.00	20.00	44.00	65.00	78.00	92.00	109.00	140.00	181.00	223.00	268.00	317.00	366.20	421.00	480.00	555.00	657.00	793.45	1050.00	1600.00	5100.00
09511300	0101	19620101	20160101	53	916.45	2616.75	15.00	14000.00		28.10	50.80	73.40	113.00	161.50	194.60	223.20	235.00	264.90	292.00	350.90	394.40	412.20	437.20	513.00	630.00	950.80	1364.00	5433.00	
09511300	0102	19620102	20150102	52	818.10	2431.70	17.00	16800.00		33.80	45.10	63.55	107.60	128.75	179.80	204.00	230.00	264.15	294.00	369.00	375.60	402.60	434.20	545.75	590.60	928.45	1322.00	3238.00	
09511300	0103	19620103	20150103	52	759.44	2265.40	17.00	16100.00		36.05	48.10	66.65	103.20	116.50	172.20	193.95	230.40	258.85	310.00	352.35	378.40	395.70	417.80	488.75	611.80	775.00	992.80	2811.50	
09511300	0104	19620104	20150104	52	861.25	2899.70	16.00	20800.00		35.70	45.90	68.40	105.80	121.00	153.90	185.20	269.20	283.70	299.50	363.50	382.80	411.35	430.90	509.50	592.80	704.90	914.50	3353.00	
09511300	0105	19620105	20150105	52	741.15	1517.61	15.00	7570.00		34.25	50.20	111.65	113.60	125.50	169.30	202.30	209.20	265.60	283.00	346.05	377.60	395.90	482.30	572.75	625.40	700.45	2019.00	4854.50	
09511300	0106	19620106	20150106	52	698.67	1592.64	16.00	9490.00		37.80	53.30	99.50	110.60	130.00	151.10	191.15	210.20	249.20	282.50	345.00	354.60	394.60	417.80	499.00	551.00	687.50	832.10	4926.50	
09511300	0107	19620107	20150107	52	726.27	1986.75	16.00	12500.00		40.40	56.20	100.35	110.40	141.00	160.20	193.60	206.20	218.85	236.50	270.40	302.80	363.25	397.20	423.25	511.00	582.85	773.30	5305.00	
09511300	0108	19620108	20150108	52	2051.35	11250.50	16.00	81100.00		39.90	51.30	96.00	106.20	111.25	139.70	159.75	201.40	219.70	226.50	236.70	272.80	314.80	375.70	421.50	452.40	523.00	655.80	5851.50	
09511300	0109	19620109	20150109	52	1752.29	9691.58	17.00	70000.00		30.65	60.40	84.90	101.60	106.00	111.40	136.10	168.00	194.10	213.50	236.15	252.60	298.35	324.70	362.25	397.80	467.85	554.00	4615.00	
09511300	0110	19620110	20150110	52	775.54	2952.33	17.00	21000.00		37.80	64.60	76.00	83.80	93.25	103.00	121.80	154.20	187.80	203.00	230.15	252.40	272.65	352.10	360.75	393.20	470.40	555.10	3760.50	
09511300	0111	19620111	20150111	52	668.75	2633.96	18.00	19000.00		35.80	56.60	66.00	76.20	92.50	103.70	124.75	153.80	184.50	195.00	220.90	230.20	330.75	349.90	369.00	401.20	459.80	548.50	2007.00	
09511300	0112	19620112	20150112	52	683.90	2353.07	18.00	15300.00		31.85	53.30	72.55	84.40	101.00	116.40	130.05	165.20	170.40	193.50	208.30	223.20	296.30	339.10	367.50	397.00	409.15	592.10	3663.50	
09511300	0113	19620113	20150113	52	587.40	1903.74	18.00	11700.00		26.30	46.80	71.95	83.60	95.75	111.90	129.50	139.00	169.05	203.00	208.15	250.00	295.70	345.20	361.75	374.80	397.90	477.20	3155.65	
09511300	0114	19620114	20150114	52	486.69	1416.62	18.00	9550.00		26.55	44.00	71.95	80.80	98.75	112.60	130.40	142.80	176.95	212.00	221.30	239.60	259.45	332.10	352.75	368.80	386.00	559.90	2134.75	
09511300	0115	19620115	20150115	52	533.44	1941.10	18.00	14000.00		25.60	43.30	70.70	83.60	95.25	110.10	123.55	142.60	161.85	180.50	203.30	222.80	259.65	307.60	344.25	362.80	392.10	497.20	1736.50	
09511300	0116	19620116	20150116	52	706.98	3240.34	13.00	23500.00		22.25	44.10	66.90	74.00	83.25	97.60	105.65	122.40	133.40	175.50	190.30	240.60	275.25	332.90	348.75	361.40	378.65	494.20	1681.50	
09511300	0117	19620117	20150117	52	891.21	3362.51	12.00	22500.00		19.65	39.30	65.80	78.20	88.25	95.90	112.80	132.40	180.45	221.50	250.95	284.00	326.15	345.40	354.50	367.20	427.15	598.20	4822.00	
09511300	0118	19620118	20150118	52	1475.35	6159.63	10.00	37200.00		19.95	40.00	61.70	88.00	95.00	114.60	120.10	137.80	195.15	230.00	285.45	303.40	318.90	335.10	364.25	384.80	446.95	586.60	10117.00	
09511300	0119	19620119	20150119	52	1237.88	5062.99	9.70	32300.00		19.60	37.60	60.90	86.80	96.25	116.60	131.10	156.80	184.05	224.50	260.50	286.60	292.00	299.10	382.75	411.20	477.80	575.90	7549.00	
09511300	0120	19620120	20150120	52	786.40	2733.03	7.70	16800.00		18.90	32.40	61.85	85.40	98.25	121.10	140.00	191.40	205.85	215.50	223.35	235.00	266.15	297.10	318.50	404.00	433.75	496.60	5003.00	
09511300	0121	19620121	20150121	52	490.73	1249.96	5.70	7600.00		18.55	28.90	60.00	89.00	94.25	110.70	124.85	142.40	178.50	205.00	224.80	258.40	286.90	298.10	324.50	391.60	423.05	500.50	2963.50	
09511300	0122	19620122	20150122	52	394.42	726.86	3.90	3840.00		17.85	29.50	60.00	81.60	103.25	112.60	128.65	145.20	156.95	195.00	244.90	260.00	288.45	316.20	339.25	398.80	422.80	502.40	2543.00	
09511300	0123	19620123	20150123	52	378.62	672.84	3.50	3680.00		16.85	39.10	59.65	80.00	93.25	105.90	113.40	139.80	153.55	193.50	238.05	251.60	255.70	292.70	337.50	366.80	421.00	686.80	2303.50	
09511300	0124	19620124	20150124	52	369.88	637.87	3.50	3390.00		17.45	39.60	54.85	71.60	91.75	105.60	117.55	130.80	149.85	201.00	225.40	249.80	275.60	291.00	313.50	356.40	401.80	771.10	2249.00	
09511300	0125	19620125	20150125	52	409.30	652.73	4.70	3220.00		21.65	39.70	71.20	83.00	96.25	107.70	116.05	124.60	152.85	218.50	241.30	275.40	291.95	336.70	352.50	418.60	487.05	1312.60	2359.50	
09511300	0126	19620126	20150126	52	491.33	902.92	5.20	5070.00		22.30	39.70	71.15	82.40	86.75	110.20	125.40	143.00	180.35	228.00	245.45	293.40	316.75	346.80	391.50	461.40	593.65	1386.60	2820.50	
09511300	0127	19620127	20150127	52	550.63	1277.24	4.70	8610.00		21.95	39.00	54.55	78.00	89.25	117.30	134.50	158.00	209.10	224.50	281.05	303.00	314.90	342.70	401.25	567.00	744.50	994.50	2761.00	
09511300	0128	19620128	20150128	52	669.81	1575.57	3.90	8450.00		20.95	37.90	46.85	77.60	84.00	113.00	144.50	165.60	217.90	226.00	262.60	293.40	319.80	384.50	422.50	484.40	662.40	1353.00	4550.50	
09511300	0129	19620129	20150129	52	452.75	738.98	5.20	3940.00		20.60	37.10	48.95	79.00	100.25	112.90	156.30	186.40	217.90	244.50	252.95	282.20	294.60	334.60	394.00	445.40	625.80	1364.00	2336.00	
09511300	0130	19620130	20150130	52	566.25	1013.83	7.20	5480.00		17.50	34.00	65.35	84.00	107.00	114.90	140.20	175.20	189.85	230.00	253.35	286.80	300.50	368.20	413.00	594.40	918.30	1667.00	3148.50	
09511300	0131	19620131	20150131	52	611.24	1277.42	9.20	7690.00		14.99	30.20	79.35	97.60	110.50	115.90	141.60	176.80	193.00	206.00	264.45	296.20	358.30	391.00	418.25	489.00	651.70	1694.00	3422.50	
09511300	0201	19620201	20150201	52	483.55	812.15	7.80	4400.00		14.45	27.90	61.20	83.00	109.50	120.40	155.50	180.00	196.55	209.00	253.15	272.80	307.30	347.40	423.25	492.00	566.20	1763.00	2428.00	
09511300	0202	19620202	20150202	52	451.94	691.00	6.70	3200.00		13.90	26.90	48.85	73.60	109.00	118.70	137.15	161.00	172.65	200.50	229.35	280.80	346.60	390.20	456.00	534.00	672.00	1511.00	2342.00	
09511300	0203	19620203	20150203	52	426.55	662.48	6.60	3050.00		11.95	35.50	62.20	78.60	96.25	115.50	122.30	152.00	168.25	194.00	235.75	273.60	349.15	372.50	460.00	501.40	569.05	1283.10	2401.50	
09511300	0204	19620204	20150204	52	466.09	691.95	6.70	2930.00		14.92	50.90	64.00	84.00	111.25	117.80	129.10	160.40	180.05	212.50	250.45	310.60	337.30	399.30	441.50	503.40	673.70	1663.00	2638.50	
09511300	0205	19620205	20150205	52	489.76	777.77	5.20	4070.00		14.19	43.20	77.85	104.80	115.25	140.70	158.20	199.40	232.10	270.00	282.60	298.20	341.70	400.10	497.00	516.80	576.65	1050.20	2630.00	
09511300	0206	19620206	20150206	52	510.13	904.40	3.10	5110.00		15.16	44.50	61.70	106.00	110.00	150.40	169.10	204.00	214.70	248.00	278.30	310.80	335.70	371.70	525.75	574.80	689.40	1109.00	2898.50	
09511300	0207	19620207	20150207	52	528.99	866.35	4.70	4970.00		14.55	46.00	98.95	109.60	154.50	172.50	192.65	202.60	253.70	298.50	311.85	355.80	419.45	487.10	578.75	618.20	673.60	1092.00	2528.00	
09511300	0208	19620208	20150208	52	576.39	1015.58	6.20	5530.00		13.90	51.50	84.45	118.20	158.50	184.60	205.75	240.80	253.65	323.00	361.75	411.40	484.70	521.30	597.25	633.40	733.15	1148.00	2725.50	
09511300	0209	19620209	20150209	52	915.73	2553.50	7.20	14800.00		13.90	58.00	103.25	131.80	148.50	176.80	206.75	234.80	293.45	332.50	360.30	433.20	526.45	569.80	626.50	690.00	851.00	1137.00	5192.00	
09511300	0210	19620210	20150210	52	989.77	2849.19	8.20	15600.00		14.25	68.30	108.50	130.00	167.25	193.70	205.00	243.60	298.25	339.00	384.75	405.00	450.00	503.20	603.00	684.00	841.65	1165.00	6777.00	
09511300	0211	19620211	20150211	52	1097.17	2859.80	7.70	16000.00		14.95	61.40	109.70	132.20	163.50	222.20	246.30	261.00	318.80	346.00	402.10	421.40	444.10	551.30	642.00	752.60	990.70	1226.00	10133.50	
09511300	0212	19620212	20150212	52	1366.38	4109.05	6.70	25300.00		13.60	59.30	104.95	126.60	168.00	178.80	238.30	268.00	324.20	385.00	402.80	419.00	440.90	539.50	697.00	818.20	1112.50	1546.00	11217.50	
09511300	0213	19610213	20150213	53	1231.47	3943.27	3.90	27700.00		12.96	49.40	61.50	109.00	145.50	203.20	242.80	302.60	335.80	382.00	399.20	413.80	452.10	569.20	686.00	818.60	1199.00	1938.00	6186.00	
09511300	0214	19610214	20150214	53	1473.06	3646.05	2.70	21200.00		12.72	38.40	54.80	108.80	133.50	226.00	286.40	310.20	330.00	356.00	388.80	418.00	454.10	648.00	784.50	1262.00	1549.00	3432.00	10980.00	
09511300	0215	19610215	20150215	53	2760.87	8942.31	0.00	56000.00		12.69	36.00	53.50	105.40	129.50	193.80	251.70	283.20	314.90	371.00	400.30	430.40	465.60	715.20	788.00	1120.00	1727.00	5590.00	22420.00	
09511300	0216	19610216	20150216	53	3023.35	11189.81	0.00	75000.00		13.02	40.80	88.20	103.20	128.00	188.40	258.00	273.00	287.50	327.00	401.40	431.20	453.20	669.80	813.00	948.00	1870.00	5392.00	20920.00	
09511300	0217	19610217	20150217	53	1647.55	4403.39	0.00	25000.00		21.80	45.20	91.00	108.00	146.00	182.20	250.60	272.60	314.30	350.00	408.50	440.20	502.50	742.80	828.50	1172.00	1755.00	2472.00	14630.00	
09511300	0218	19610218	20150218	53	1747.79	6158.30	0.00	43000.00		20.70	45.40	90.80	107.20	158.00	210.40	230.10	257.20	279.50	334.00	392.70	440.60	522.90	792.40	862.50	1200.00	1538.00	2198.00	10090.00	
09511300	0219	19610219	20150219	53	1368.70	4556.90	0.00	32500.00		16.80	47.00	94.10	103.00	126.50	145.00	223.10	286.00	318.00	399.00	420.20	494.80	560.30	743.80	862.50	973.20	1249.00	2114.00	6420.00	
09511300	0220	19610220	20150220	53	1865.64	6109.02	0.00	38000.00		14.50	49.00	63.50	97.20	125.00	149.60	227.50	285.00	346.80	431.00	457.70	543.80	589.00	733.20	847.00	966.00	1318.00	2122.00	13256.00	
09511300	0221	19610221	20150221	53	1962.49	6505.95	0.00	40900.00		17.70	38.00	63.10	98.60	139.00	151.40	222.90	285.80	318.00	419.00	507.20	613.20	640.40	739.60	829.50	1019.20	1497.00	2214.00	15080.00	
09511300	0222	19610222	20150222	53	1582.30	4765.10	0.00	29800.00		19.40	35.80	58.90	98.60	132.00	156.00	185.80	254.80	329.00	340.00	392.00	488.60	603.20	679.00	809.50	977.00	1281.00	2022.00	12810.00	
09511300	0223	19610223	20150223	53	1250.23	3052.36	0.00	16300.00		20.10	35.00	57.10	97.60	113.50	146.20	172.50	249.60	282.80	323.00	390.70	457.20	517.50	715.00	858.00	984.80	1238.00	1932.00	11140.00	
09511300	0224	19610224	20150224	53	1303.13	3368.50	0.00	18500.00		16.20	45.40	59.20	96.60	112.50	132.60	159.00	183.20	230.90	310.00	338.10	442.80	552.30	838.80	955.00	1058.00	1340.00	2516.00	9888.00	
09511300	0225	19610225	20150225	53	1068.70	2538.46	0.00	16300.00		21.50	46.80	62.50	106.20	115.00	132.40	172.40	178.60	242.90	300.00	395.60	422.20	624.20	767.60	959.00	1060.00	1269.00	2568.00	5331.00	
09511300	0226	19610226	20150226	53	739.47	1077.54	0.00	5190.00		18.80	37.40	59.80	104.00	111.00	124.40	159.00	191.40	218.70	317.00	392.90	448.80	661.90	730.80	922.00	1062.00	1389.00	2432.00	3254.00	
09511300	0227	19610227	20150227	53	665.77	932.33	0.00	4850.00		19.00	33.20	55.00	88.60	104.50	117.20	148.90	182.40	204.60	250.00	337.70	450.80	690.00	748.40	892.00	1024.00	1390.00	2108.00	2735.00	
09511300	0228	19610228	20150228	53	713.62	966.77	0.00	4720.00		18.30	30.80	58.20	95.20	106.50	117.60	146.70	189.00	233.30	291.00	358.30	507.40	624.20	797.40	903.00	1198.00	1497.00	2210.00	3037.00	
09511300	0229	19640229	20120229	13	665.46	926.88	27.00	2890.00			28.60	37.60	83.80	104.00	111.80	114.60	115.60	131.90	169.00	205.40	254.20	387.60	972.80	1230.00	1478.00	2031.00	2578.00		
09511300	0301	19610301	20150301	53	845.98	1357.32	0.00	8000.00		17.20	30.40	61.70	100.60	118.00	127.20	167.80	210.20	294.90	335.00	411.90	478.60	647.60	879.40	1086.00	1248.00	1388.00	2490.00	3361.00	
09511300	0302	19610302	20150302	53	2004.00	9155.69	0.00	67000.00		22.50	30.00	66.30	98.80	114.00	121.20	155.60	168.60	272.40	348.00	426.20	486.60	810.60	896.40	1042.50	1252.00	1649.00	2782.00	3889.00	
09511300	0303	19610303	20150303	53	2258.83	10794.96	0.00	79000.00		27.10	41.60	97.20	109.20	118.00	123.20	135.00	165.00	192.90	306.00	440.60	544.00	732.30	901.20	1000.50	1196.00	2425.00	2974.00	3890.00	
09511300	0304	19610304	20150304	53	1336.83	3851.68	0.00	26000.00		23.60	35.80	86.30	102.20	117.00	125.80	143.60	164.80	201.30	247.00	436.90	654.40	728.10	833.60	946.50	1130.00	1813.00	2646.00	5727.00	
09511300	0305	19610305	20150305	53	1206.40	2806.19	0.00	17000.00		23.30	35.80	69.50	98.80	113.50	119.20	149.70	179.80	239.50	462.00	537.90	673.40	766.90	982.60	1105.00	1180.00	1533.00	2422.00	6518.00	
09511300	0306	19610306	20150306	53	1853.43	5216.43	0.00	32000.00		25.60	36.20	73.60	103.00	110.50	124.20	163.80	206.00	298.90	452.00	486.30	665.20	768.20	824.80	1029.00	1218.00	2163.00	3772.00	12237.00	
09511300	0307	19610307	20150307	53	1623.28	4420.94	0.00	26000.00		30.20	33.80	68.70	102.60	106.00	122.80	162.20	185.00	293.00	410.00	467.60	579.40	651.60	838.20	1007.00	1350.00	1628.00	3256.00	10642.00	
09511300	0308	19610308	20150308	53	1426.25	3779.64	0.00	20000.00		28.20	34.40	70.50	104.80	112.00	134.00	154.60	181.40	269.10	427.00	497.40	564.20	599.80	652.80	973.00	1392.00	1584.00	2116.00	10222.00	
09511300	0309	19610309	20150309	53	916.64	1712.58	0.00	11300.00		26.10	35.20	69.90	104.40	112.00	124.00	156.60	178.60	335.40	449.00	515.60	556.80	636.10	999.40	1075.00	1402.00	1669.00	1996.00	3796.00	
09511300	0310	19610310	20150310	53	853.85	1408.15	0.00	7710.00		21.46	37.00	71.10	107.40	113.00	149.80	170.30	215.20	262.20	434.00	453.30	520.60	576.30	880.20	1110.00	1294.00	1677.00	1944.00	3840.00	
09511300	0311	19610311	20150311	53	822.83	1286.40	0.00	7010.00		21.64	41.00	66.70	103.00	112.50	142.00	163.80	212.40	284.30	428.00	450.80	492.80	601.40	823.80	1090.00	1368.00	1667.00	1962.00	3570.00	
09511300	0312	19610312	20150312	53	765.06	1143.58	0.00	6720.00		20.40	38.60	62.20	103.00	112.00	137.00	157.30	171.40	250.60	424.00	455.20	517.20	621.10	806.60	905.00	1288.00	1666.00	1842.00	3205.00	
09511300	0313	19610313	20150313	53	949.65	1516.57	0.00	6980.00		19.86	42.20	77.30	100.40	105.50	111.40	132.50	158.40	223.40	384.00	452.20	578.40	591.20	810.80	1012.50	1428.00	1797.00	3378.00	5272.00	
09511300	0314	19610314	20150314	53	1054.11	1966.74	0.00	9380.00		18.77	37.80	96.50	103.40	114.50	125.40	144.80	163.20	232.50	300.00	454.20	548.40	600.70	634.00	950.50	1254.00	1871.00	3408.00	6564.00	
