site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09486520	ALL	19891001	20160111	9599	44.22	281.11	0.00	15000.00	0.00	0.00	0.00	0.00	2.90	6.00	9.00	12.00	15.00	18.00	21.00	23.00	26.00	29.00	33.00	36.00	39.00	43.00	50.00	62.00	500.00
09486520	0101	19900101	20160101	27	31.57	17.74	0.00	62.00		2.80	7.00	10.12	13.00	13.00	18.00	19.60	24.20	32.00	34.00	36.80	42.00	44.00	44.60	46.00	47.40	48.00	54.40	61.20	
09486520	0102	19900102	20160102	27	28.67	17.94	0.00	58.00		2.00	6.60	7.60	10.00	11.00	12.80	15.60	19.00	23.60	30.00	34.80	36.00	42.00	42.00	45.00	46.80	49.60	52.80	57.20	
09486520	0103	19900103	20160103	27	32.27	20.80	0.00	70.00		1.60	5.60	6.60	8.74	11.00	15.40	17.60	22.60	32.00	35.00	37.40	42.00	45.00	46.20	49.00	52.40	57.60	60.20	66.40	
09486520	0104	19900104	20160104	27	45.43	55.14	0.00	267.00		3.40	8.50	9.40	14.20	15.00	17.40	18.00	30.00	31.20	38.00	39.40	42.40	43.60	47.80	50.00	52.20	54.80	84.20	231.00	
09486520	0105	19900105	20160105	27	47.46	64.40	7.80	358.00		8.08	10.50	14.40	16.60	18.00	26.80	29.60	31.20	35.00	38.00	40.40	41.80	43.00	47.60	52.00	52.40	57.00	62.20	244.80	
09486520	0106	19900106	20160106	27	169.63	593.87	6.20	3100.00		6.88	14.38	16.20	17.60	23.00	27.80	32.80	33.00	33.00	37.00	39.40	40.80	42.40	47.60	52.00	53.00	55.40	224.80	2072.80	
09486520	0107	19900107	20160107	27	121.97	329.15	5.10	1700.00		8.26	17.00	19.20	21.80	29.00	34.40	35.00	36.00	36.00	41.00	43.00	45.40	48.40	51.20	52.00	55.20	86.40	234.40	1223.20	
09486520	0108	19900108	20160108	27	137.42	311.87	6.40	1350.00		10.24	17.60	18.00	19.20	21.00	30.40	34.80	36.00	37.20	40.00	41.00	42.60	46.80	50.60	55.00	59.20	73.00	609.20	1190.00	
09486520	0109	19900109	20160109	27	110.59	296.70	0.00	1490.00		3.60	9.80	18.60	21.00	21.00	29.20	34.00	36.20	38.20	40.00	40.40	41.00	43.20	47.00	50.00	55.80	61.80	173.60	1134.00	
09486520	0110	19900110	20160110	27	63.79	113.79	0.00	566.00		2.48	7.64	12.20	17.60	18.00	28.80	36.00	36.20	37.60	38.00	40.80	42.00	45.00	45.60	50.00	51.80	57.00	108.80	459.60	
09486520	0111	19900111	20160111	27	290.70	1340.98	0.00	7000.00		0.80	4.64	7.80	13.60	18.00	22.20	32.00	36.00	36.60	37.00	37.40	38.80	41.20	48.40	51.00	51.40	52.80	53.40	4222.00	
09486520	0112	19900112	20150112	26	147.75	582.00	0.00	3000.00		3.15	9.14	9.38	13.80	19.50	21.20	27.95	35.60	36.15	37.50	38.00	40.60	44.10	45.90	51.25	52.60	54.90	58.30	1970.65	
09486520	0113	19900113	20150113	26	168.45	679.73	0.00	3500.00		2.66	7.88	10.30	16.80	21.75	28.30	31.90	34.60	36.00	37.50	39.00	40.00	44.55	48.60	53.50	56.20	58.90	59.30	2296.00	
