site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09494000	ALL	19571001	20160101	21277	182.39	299.92	0.00	7180.00	6.10	19.00	29.00	34.00	39.00	43.00	48.00	52.00	58.00	65.00	74.00	86.00	100.00	119.00	143.00	180.00	242.00	339.00	477.00	713.10	1310.00
09494000	0101	19580101	20160101	59	114.68	170.71	25.00	994.00		28.00	34.00	36.00	40.00	42.00	44.00	45.00	49.00	51.00	52.00	59.00	62.00	65.00	87.00	96.00	120.00	178.00	284.00	625.00	
09494000	0102	19580102	20150102	58	102.19	128.66	22.00	656.00		29.75	33.00	35.00	39.80	44.50	45.70	47.65	49.00	50.55	53.00	56.90	62.40	67.75	85.50	93.50	108.80	154.30	262.30	491.80	
09494000	0103	19580103	20150103	58	96.14	113.90	19.00	579.00		29.95	33.90	35.85	39.80	40.75	43.40	45.00	47.20	50.55	56.00	57.45	61.20	68.40	84.00	91.00	102.40	141.75	241.50	433.80	
09494000	0104	19580104	20150104	58	96.62	105.15	15.00	450.00		28.95	32.70	35.70	38.80	40.00	42.00	44.00	46.80	51.00	53.50	57.80	63.00	79.50	88.00	91.50	104.00	206.90	235.50	424.80	
09494000	0105	19580105	20150105	58	109.29	145.82	15.00	954.00		27.60	33.00	34.85	37.80	41.50	43.70	45.00	47.00	50.55	55.50	59.45	68.40	86.05	99.20	109.00	131.00	198.30	253.70	398.85	
09494000	0106	19580106	20150106	58	106.81	126.44	18.00	756.00		26.65	32.90	34.85	38.80	40.00	44.10	45.65	47.00	50.10	59.00	62.80	67.00	77.05	102.30	117.00	129.60	185.05	275.40	378.70	
09494000	0107	19580107	20150107	58	144.10	286.09	20.00	2010.00		28.55	32.90	36.00	40.80	42.75	44.40	46.00	50.00	53.65	56.00	60.00	68.40	87.35	101.50	115.25	129.80	227.45	335.20	590.15	
09494000	0108	19580108	20150108	58	239.69	941.66	20.00	7080.00		29.70	32.90	35.85	41.40	43.75	45.00	48.65	50.00	54.00	58.00	66.45	70.00	83.10	97.30	104.50	127.00	219.50	284.80	445.05	
09494000	0109	19580109	20150109	58	132.98	289.34	22.00	2140.00		29.75	31.80	34.00	39.60	44.00	45.00	49.00	52.60	55.65	59.50	63.90	66.40	80.55	94.00	98.00	131.80	193.10	266.30	373.45	
