site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09085100	ALL	19661001	20160207	18027	3350.27	3462.85	547.00	30200.00	987.00	1150.00	1280.00	1382.00	1490.00	1580.00	1680.00	1760.00	1850.00	1960.00	2070.00	2190.00	2330.00	2510.00	2760.00	3140.00	3990.00	5400.00	7550.00	11160.00	18100.00
09085100	0101	19670101	20160101	50	1440.98	306.61	969.00	2340.00		1056.50	1101.00	1146.50	1192.00	1240.00	1263.00	1288.50	1334.00	1349.50	1375.00	1410.50	1420.00	1440.50	1517.00	1585.00	1674.00	1767.00	1900.00	2176.00	
09085100	0102	19670102	20160102	50	1411.58	302.00	845.00	2110.00		922.90	1041.00	1099.50	1170.00	1222.50	1260.00	1287.00	1304.00	1340.00	1355.00	1360.50	1386.00	1477.50	1540.00	1692.50	1708.00	1733.50	1838.00	2044.00	
09085100	0103	19670103	20160103	50	1413.14	290.57	929.00	2190.00		955.65	1083.00	1133.00	1172.00	1190.00	1223.00	1248.50	1270.00	1329.00	1350.00	1430.50	1440.00	1497.50	1584.00	1642.50	1720.00	1750.00	1807.00	1946.00	
09085100	0104	19670104	20160104	50	1425.70	289.15	892.00	2160.00		1029.85	1121.00	1173.00	1184.00	1222.50	1253.00	1270.00	1288.00	1329.50	1375.00	1400.50	1416.00	1460.00	1494.00	1632.50	1664.00	1790.50	1946.00	1990.00	
09085100	0105	19670105	20160105	50	1441.90	299.42	923.00	2130.00		962.90	1027.00	1109.50	1214.00	1240.00	1300.00	1308.50	1344.00	1359.50	1370.00	1421.50	1476.00	1593.00	1617.00	1630.00	1702.00	1743.50	1871.00	2074.50	
09085100	0106	19670106	20160106	50	1464.38	303.65	852.00	2190.00		952.35	1120.00	1176.50	1212.00	1257.50	1263.00	1317.00	1354.00	1379.50	1430.00	1470.00	1510.00	1613.00	1630.00	1692.50	1756.00	1773.50	1875.00	2056.00	
09085100	0107	19670107	20160107	50	1457.40	298.88	893.00	2280.00		987.15	1132.00	1160.00	1166.00	1210.00	1243.00	1287.00	1332.00	1370.00	1425.00	1480.00	1496.00	1567.50	1647.00	1705.00	1768.00	1793.50	1873.00	1949.50	
09085100	0108	19670108	20160108	50	1450.62	309.62	862.00	2490.00		985.25	1092.00	1110.00	1160.00	1207.50	1246.00	1324.00	1348.00	1380.00	1445.00	1500.50	1528.00	1580.00	1597.00	1680.00	1690.00	1784.00	1820.00	1930.50	
09085100	0109	19670109	20160109	50	1457.64	306.12	848.00	2430.00		982.30	1072.00	1100.00	1152.00	1227.50	1273.00	1288.50	1374.00	1428.50	1470.00	1530.00	1550.00	1583.00	1610.00	1675.00	1726.00	1757.00	1819.00	1941.50	
09085100	0110	19670110	20160110	50	1475.26	300.20	933.00	2330.00		1042.00	1105.00	1186.00	1224.00	1265.00	1280.00	1307.00	1348.00	1380.00	1395.00	1432.00	1528.00	1573.00	1600.00	1707.50	1766.00	1857.50	1909.00	1979.00	
09085100	0111	19670111	20160111	50	1490.48	293.16	974.00	2240.00		1095.50	1135.00	1180.00	1218.00	1265.00	1290.00	1352.50	1380.00	1409.00	1450.00	1521.50	1560.00	1580.00	1587.00	1665.00	1706.00	1800.00	1941.00	2156.00	
09085100	0112	19670112	20160112	50	1480.24	317.32	964.00	2400.00		1012.10	1091.00	1159.50	1210.00	1240.00	1266.00	1290.00	1318.00	1369.00	1480.00	1520.50	1562.00	1581.50	1600.00	1705.00	1728.00	1794.00	1892.00	2148.50	
09085100	0113	19670113	20160113	50	1444.58	296.76	929.00	2050.00		945.40	1091.00	1130.00	1182.00	1225.00	1233.00	1270.00	1328.00	1360.00	1405.00	1451.50	1506.00	1554.50	1587.00	1682.50	1776.00	1807.50	1859.00	1983.50	
09085100	0114	19670114	20160114	50	1427.62	289.44	948.00	2040.00		961.75	1051.00	1090.00	1162.00	1210.00	1252.00	1297.00	1364.00	1380.00	1395.00	1420.50	1460.00	1500.00	1534.00	1605.00	1746.00	1790.00	1877.00	1993.50	
09085100	0115	19670115	20160115	50	1444.84	276.21	927.00	2080.00		975.25	1123.00	1156.50	1192.00	1245.00	1262.00	1308.50	1378.00	1399.50	1450.00	1470.00	1476.00	1500.00	1520.00	1610.00	1722.00	1777.00	1818.00	2014.50	
09085100	0116	19670116	20160116	50	1454.20	287.37	848.00	2070.00		918.30	1143.00	1200.00	1210.00	1227.50	1263.00	1297.00	1354.00	1408.00	1425.00	1481.00	1526.00	1544.50	1614.00	1672.50	1690.00	1774.00	1885.00	2002.50	
09085100	0117	19670117	20160117	50	1463.66	285.62	922.00	2220.00		1007.95	1131.00	1156.50	1222.00	1237.50	1286.00	1320.00	1384.00	1409.00	1435.00	1490.50	1528.00	1561.50	1570.00	1605.00	1708.00	1783.50	1872.00	2019.00	
09085100	0118	19670118	20160118	50	1452.68	305.68	864.00	2300.00		987.50	1091.00	1106.50	1158.00	1255.00	1280.00	1280.00	1344.00	1379.50	1415.00	1491.00	1536.00	1563.00	1587.00	1632.50	1710.00	1807.00	1856.00	2038.00	
09085100	0119	19670119	20160119	50	1460.62	320.18	827.00	2390.00		1011.30	1073.00	1106.50	1160.00	1187.50	1260.00	1285.50	1344.00	1379.50	1440.00	1511.00	1542.00	1583.00	1617.00	1655.00	1736.00	1813.50	1838.00	2047.00	
09085100	0120	19670120	20160120	50	1467.00	303.30	870.00	2410.00		1010.00	1133.00	1193.00	1210.00	1247.50	1263.00	1295.50	1326.00	1378.50	1415.00	1500.00	1544.00	1590.00	1610.00	1642.50	1770.00	1810.00	1866.00	1983.50	
