site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09419696	ALL	20010126	20160303	5335	9.98	41.10	0.18	2180.00	0.46	2.20	4.30	5.00	5.30	5.70	6.00	6.30	6.50	6.80	7.00	7.20	7.50	7.90	8.20	8.70	9.48	10.00	12.00	14.00	69.00
09419696	0101	20020101	20160101	14	7.84	3.11	1.20	13.00			2.95	4.70	4.70	5.08	6.15	7.17	7.40	7.85	8.25	8.53	8.60	9.20	9.65	10.18	11.00	11.00	12.00		
09419696	0102	20020102	20160102	14	7.77	3.15	1.10	14.00			2.90	4.72	4.80	5.10	6.15	7.17	7.40	7.47	8.00	8.55	8.70	9.53	9.90	10.00	10.00	10.00	12.00		
09419696	0103	20020103	20160103	14	7.53	2.93	0.98	13.00			2.89	4.83	4.90	5.20	6.15	7.03	7.10	7.47	7.75	8.07	8.60	8.82	9.25	9.65	9.80	9.95	11.50		
09419696	0104	20020104	20160104	14	7.28	2.74	0.99	12.00			2.90	4.83	4.90	5.20	5.95	6.70	7.00	7.08	7.25	7.55	8.00	8.90	9.30	9.40	9.40	9.70	10.90		
09419696	0105	20020105	20160105	14	8.59	6.17	0.92	28.00			2.86	4.92	5.30	5.30	6.15	7.03	7.10	7.10	7.15	7.28	7.50	8.40	9.15	9.62	9.70	11.43	20.00		
09419696	0106	20020106	20160106	14	8.54	5.79	1.00	26.00			2.85	4.75	4.90	5.28	6.10	6.83	6.90	7.05	7.10	7.17	7.40	9.05	9.70	9.82	9.90	12.22	19.50		
09419696	0107	20020107	20160107	14	7.59	2.97	0.94	12.00			2.92	4.97	5.20	5.42	6.25	7.03	7.10	7.10	7.25	7.45	7.60	9.03	9.75	10.25	11.00	11.00	11.50		
09419696	0108	20020108	20160108	14	10.85	13.31	0.93	56.00			3.02	5.12	5.20	5.35	6.25	7.10	7.10	7.17	7.20	7.22	7.30	8.88	10.20	11.00	11.00	11.75	34.00		
09419696	0109	20020109	20160109	14	9.04	6.94	0.93	31.00			2.96	5.05	5.20	5.28	6.15	7.03	7.10	7.10	7.15	7.28	7.50	8.85	10.15	11.00	11.00	11.75	21.50		
09419696	0110	20020110	20160110	14	8.01	3.72	0.91	16.00			2.75	4.72	5.10	5.33	6.05	6.83	7.20	7.28	7.40	7.67	8.20	8.95	10.10	11.00	11.00	11.75	14.00		
09419696	0111	20020111	20160111	14	12.84	17.92	0.92	74.00			2.96	5.05	5.20	6.40	6.95	7.20	7.50	7.50	8.00	8.70	9.30	10.57	11.00	11.00	11.00	14.00	44.50		
09419696	0112	20020112	20160112	14	8.87	4.15	0.84	15.00			2.52	4.42	5.10	6.38	6.95	7.10	7.10	7.40	8.05	9.20	11.00	11.00	11.50	12.25	13.00	14.50	15.00		
