site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09419625	ALL	19850701	20151021	10225	0.31	0.04	0.24	0.40	0.24	0.25	0.26	0.27	0.27	0.28	0.28	0.29	0.30	0.31	0.31	0.32	0.32	0.34	0.34	0.35	0.35	0.35	0.36	0.37	0.39
09419625	0101	19860101	20150101	27	0.32	0.03	0.25	0.37		0.26	0.27	0.27	0.28	0.28	0.29	0.30	0.31	0.31	0.32	0.32	0.33	0.34	0.35	0.35	0.35	0.36	0.36	0.37	
09419625	0102	19860102	20150102	27	0.32	0.03	0.25	0.37		0.26	0.27	0.27	0.28	0.28	0.29	0.30	0.31	0.31	0.32	0.32	0.34	0.34	0.35	0.35	0.35	0.35	0.36	0.37	
09419625	0103	19860103	20150103	27	0.32	0.04	0.25	0.37		0.26	0.27	0.27	0.28	0.28	0.29	0.30	0.31	0.31	0.32	0.32	0.34	0.34	0.35	0.35	0.35	0.36	0.36	0.37	
09419625	0104	19860104	20150104	27	0.32	0.04	0.25	0.38		0.26	0.27	0.27	0.28	0.28	0.29	0.30	0.31	0.31	0.32	0.32	0.34	0.34	0.35	0.35	0.35	0.35	0.36	0.37	
09419625	0105	19860105	20150105	27	0.32	0.04	0.25	0.38		0.26	0.27	0.27	0.28	0.28	0.29	0.30	0.31	0.31	0.32	0.32	0.34	0.34	0.35	0.35	0.35	0.35	0.36	0.37	
09419625	0106	19860106	20150106	27	0.32	0.04	0.25	0.38		0.26	0.27	0.27	0.28	0.28	0.29	0.30	0.31	0.31	0.31	0.32	0.34	0.34	0.35	0.35	0.35	0.35	0.35	0.37	
09419625	0107	19860107	20150107	27	0.32	0.04	0.25	0.38		0.26	0.27	0.27	0.27	0.28	0.29	0.30	0.31	0.31	0.31	0.32	0.34	0.34	0.35	0.35	0.35	0.35	0.36	0.37	
09419625	0108	19860108	20150108	27	0.31	0.04	0.25	0.38		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.31	0.31	0.31	0.32	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.37	
09419625	0109	19860109	20150109	27	0.31	0.04	0.25	0.38		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.31	0.31	0.31	0.32	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.37	
09419625	0110	19860110	20150110	27	0.31	0.04	0.25	0.38		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.31	0.31	0.31	0.32	0.34	0.34	0.34	0.35	0.35	0.35	0.36	0.37	
09419625	0111	19860111	20150111	27	0.31	0.04	0.25	0.38		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.34	0.34	0.34	0.35	0.35	0.35	0.35	0.37	
09419625	0112	19860112	20150112	27	0.31	0.04	0.25	0.38		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.34	0.34	0.34	0.35	0.35	0.35	0.36	0.37	
09419625	0113	19860113	20150113	27	0.31	0.04	0.25	0.39		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.34	0.34	0.34	0.35	0.35	0.35	0.36	0.38	
09419625	0114	19860114	20150114	27	0.32	0.04	0.25	0.39		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.34	0.34	0.34	0.35	0.35	0.35	0.37	0.39	
09419625	0115	19860115	20150115	27	0.31	0.04	0.25	0.39		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.34	0.34	0.34	0.34	0.35	0.35	0.36	0.39	
09419625	0116	19860116	20150116	27	0.31	0.04	0.25	0.39		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.33	0.34	0.34	0.34	0.35	0.35	0.35	0.38	
09419625	0117	19860117	20150117	27	0.31	0.04	0.25	0.39		0.26	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.32	0.34	0.34	0.35	0.35	0.35	0.36	0.39	
09419625	0118	19860118	20150118	27	0.31	0.04	0.25	0.39		0.25	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.32	0.32	0.32	0.34	0.34	0.34	0.34	0.35	0.36	0.39	
09419625	0119	19860119	20150119	27	0.31	0.04	0.25	0.39		0.25	0.27	0.27	0.27	0.28	0.28	0.30	0.30	0.31	0.31	0.32	0.32	0.34	0.34	0.34	0.34	0.35	0.36	0.38	
