site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
09383570	ALL	20080621	20120403	1383	1.43	5.86	0.00	76.00	0.00	0.01	0.02	0.03	0.03	0.04	0.04	0.04	0.05	0.05	0.06	0.07	0.07	0.08	0.09	0.11	0.13	2.46	8.26	30.64
09383570	0101	20090101	20120101	4	0.06	0.03	0.04	0.11					0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.09	0.10	0.11			
09383570	0102	20090102	20120102	4	0.07	0.03	0.04	0.11					0.04	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10	0.11			
09383570	0103	20090103	20120103	4	0.06	0.04	0.03	0.11					0.03	0.03	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10	0.11			
09383570	0104	20090104	20120104	4	0.06	0.04	0.03	0.11					0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.07	0.08	0.10	0.11			
09383570	0105	20090105	20120105	4	0.06	0.03	0.03	0.10					0.03	0.03	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
09383570	0106	20090106	20120106	4	0.06	0.03	0.03	0.10					0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.06	0.07	0.09	0.10			
09383570	0107	20090107	20120107	4	0.06	0.03	0.03	0.10					0.03	0.03	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
09383570	0108	20090108	20120108	4	0.06	0.03	0.03	0.10					0.03	0.03	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
09383570	0109	20090109	20120109	4	0.06	0.03	0.03	0.10					0.03	0.03	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
09383570	0110	20090110	20120110	4	0.06	0.03	0.04	0.10					0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
09383570	0111	20090111	20120111	4	0.06	0.03	0.04	0.10					0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
09383570	0112	20090112	20120112	4	0.06	0.03	0.04	0.10					0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
09383570	0113	20090113	20120113	4	0.06	0.03	0.04	0.10					0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.06	0.06	0.07	0.08	0.09	0.10			
