site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09505800	ALL	19641205	20160103	18657	58.45	257.18	11.00	13100.00	13.00	14.00	14.00	15.00	15.00	16.00	16.00	17.00	17.00	17.00	18.00	18.00	19.00	19.00	20.00	22.00	26.00	37.00	80.20	215.00	798.84
09505800	0101	19650101	20160101	52	36.77	53.22	15.00	300.00		16.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.45	21.20	23.00	26.80	40.00	93.40	170.45	
09505800	0102	19650102	20160102	52	31.79	38.81	15.00	242.00		16.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	18.00	18.50	19.00	19.00	19.00	21.10	22.75	26.00	36.30	74.10	114.90	
09505800	0103	19650103	20160103	52	42.38	111.02	15.00	800.00		16.00	16.30	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.00	20.10	21.75	27.00	33.50	59.70	135.35	
09505800	0104	19650104	20150104	51	50.43	180.72	15.00	1310.00		16.00	17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.40	19.00	19.00	20.00	20.00	21.00	22.00	25.20	36.80	58.20	89.00	
09505800	0105	19650105	20150105	51	33.16	54.25	15.00	385.00		16.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	18.40	19.00	19.00	20.20	21.00	24.40	26.00	31.60	43.20	48.20	97.00	
09505800	0106	19650106	20150106	51	76.98	191.99	15.00	989.00		16.00	16.20	17.00	17.00	17.00	18.00	18.00	18.00	18.40	19.00	19.00	20.20	21.00	24.20	30.00	34.40	39.20	186.20	679.60	
09505800	0107	19650107	20150107	51	171.86	769.86	15.00	5360.00		16.00	17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	21.00	21.80	24.00	24.00	34.20	36.20	108.00	964.20	
09505800	0108	19650108	20150108	51	302.49	1832.22	15.00	13100.00		16.00	17.00	17.00	17.00	17.00	18.00	18.00	18.00	19.00	19.00	19.60	20.20	21.00	22.80	25.00	31.80	40.20	78.60	482.00	
09505800	0109	19650109	20150109	51	65.96	205.01	16.00	1410.00		16.00	17.00	17.00	17.00	17.00	18.00	18.00	18.00	19.00	19.00	20.00	20.00	20.00	21.40	27.00	30.20	33.20	91.40	378.00	
09505800	0110	19650110	20150110	51	50.96	122.88	16.00	709.00		16.60	17.00	17.00	17.00	17.00	17.00	18.00	18.00	18.40	19.00	20.00	20.00	21.00	24.00	26.00	30.40	33.40	61.00	345.00	
09505800	0111	19650111	20150111	51	73.35	268.78	16.00	1890.00		16.60	17.00	17.00	17.00	17.00	17.60	18.00	18.00	18.00	18.00	19.60	20.00	21.00	22.80	25.00	28.60	39.60	95.40	282.80	
09505800	0112	19650112	20150112	51	61.94	198.10	16.00	1390.00		16.00	17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	20.00	20.80	23.40	24.00	26.60	40.20	89.00	267.40	
09505800	0113	19650113	20150113	51	38.08	70.19	15.00	488.00		16.00	17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.40	19.00	19.60	20.20	21.80	24.00	25.00	26.60	43.60	75.00	131.80	
09505800	0114	19650114	20150114	51	44.88	117.85	16.00	838.00		17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	18.40	19.00	19.60	20.20	22.80	24.00	30.00	33.00	44.60	55.60	138.20	
09505800	0115	19650115	20150115	51	44.08	89.06	16.00	545.00		17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.80	19.00	19.00	19.60	20.00	23.40	26.00	28.00	30.60	37.40	55.80	246.80	
09505800	0116	19650116	20150116	51	43.31	94.12	16.00	653.00		17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.80	19.00	19.00	19.00	20.20	22.80	25.00	27.00	34.60	44.00	54.00	179.00	
09505800	0117	19650117	20150117	51	163.76	716.53	16.00	4670.00		16.60	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	19.00	20.00	21.00	22.40	24.00	36.20	47.60	89.20	998.00	
09505800	0118	19650118	20150118	51	98.59	359.64	16.00	2500.00		16.00	17.00	17.00	18.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.00	21.00	22.00	28.00	31.20	46.00	141.00	547.20	
09505800	0119	19650119	20150119	51	60.86	166.66	16.00	1130.00		16.60	17.00	17.00	17.40	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.00	20.80	21.00	23.00	29.20	36.60	123.80	312.00	
09505800	0120	19650120	20150120	51	44.08	93.55	16.00	623.00		16.00	17.00	17.00	17.00	17.00	18.00	18.00	18.80	19.00	19.00	19.00	19.20	20.00	20.40	21.00	25.80	30.40	117.20	199.60	
09505800	0121	19650121	20150121	51	67.69	183.75	16.00	1250.00		16.60	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	19.20	20.00	21.00	24.00	28.60	88.80	158.20	309.40	
09505800	0122	19650122	20150122	51	74.69	183.13	16.00	982.00		16.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.00	20.00	21.40	27.00	30.60	68.00	146.20	547.80	
09505800	0123	19650123	20150123	51	49.35	85.38	16.00	419.00		16.00	17.00	17.00	17.40	18.00	18.00	18.00	19.00	19.00	19.00	20.00	20.20	21.00	23.00	26.00	35.00	62.40	143.60	319.60	
09505800	0124	19650124	20150124	51	40.49	64.88	16.00	332.00		16.00	17.00	17.00	17.40	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.00	20.80	22.00	22.00	34.60	47.40	75.40	246.60	
09505800	0125	19650125	20150125	51	47.76	98.79	15.00	580.00		15.60	17.00	17.00	17.40	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.00	21.00	22.40	27.00	34.20	44.40	64.20	321.40	
09505800	0126	19650126	20150126	51	91.51	350.62	15.00	2500.00		16.00	17.00	17.00	17.00	18.00	18.00	18.00	19.00	19.00	19.00	19.60	21.00	23.60	30.80	37.00	45.60	55.40	132.40	323.20	
09505800	0127	19650127	20150127	51	167.65	459.84	16.00	2090.00		16.00	17.00	17.00	17.00	18.00	18.00	18.00	19.00	19.00	20.00	20.00	22.00	23.80	36.60	51.00	83.00	164.00	339.20	1850.00	
09505800	0128	19650128	20150128	51	166.47	467.93	15.00	2820.00		16.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	20.00	22.00	28.40	37.00	50.00	76.80	124.60	588.00	1182.00	
09505800	0129	19650129	20150129	51	76.37	122.29	14.00	607.00		15.60	16.20	17.00	17.00	17.00	18.00	18.00	18.00	19.00	19.00	20.00	22.00	39.00	47.60	80.00	95.00	164.80	273.60	363.40	
09505800	0130	19650130	20150130	51	105.98	370.52	14.00	2650.00		15.00	16.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	20.00	21.20	32.00	36.80	68.00	105.60	139.20	185.80	310.80	
09505800	0131	19650131	20150131	51	70.51	145.43	14.00	980.00		15.00	17.00	17.00	17.00	17.00	18.00	18.00	18.00	18.00	19.00	20.00	21.20	28.80	34.20	72.00	98.60	124.20	206.00	255.80	
09505800	0201	19650201	20150201	51	62.98	89.58	14.00	500.00		15.00	17.00	17.00	17.40	18.00	18.00	18.00	18.00	18.40	20.00	21.60	24.40	33.20	46.40	67.00	113.00	150.00	179.40	243.00	
09505800	0202	19650202	20150202	51	54.88	67.48	14.00	310.00		15.00	16.20	17.00	17.00	18.00	18.00	18.00	18.00	19.00	19.00	21.60	24.60	38.40	41.40	60.00	93.20	123.40	162.40	235.00	
09505800	0203	19650203	20150203	51	75.53	238.45	14.00	1710.00		15.00	16.00	17.00	17.00	18.00	18.00	18.00	18.00	18.40	19.00	21.00	23.40	31.80	38.20	60.00	74.40	93.00	112.00	200.00	
09505800	0204	19650204	20150204	51	44.00	56.14	14.00	339.00		14.00	16.20	17.00	17.00	18.00	18.00	18.00	18.00	19.00	20.00	21.20	23.60	28.80	37.40	54.00	63.40	76.40	94.40	161.00	
09505800	0205	19650205	20150205	51	45.18	56.50	14.00	311.00		14.60	16.20	17.00	18.00	18.00	18.00	18.20	19.00	19.00	20.00	20.00	22.40	26.40	39.40	52.00	59.80	73.60	129.00	178.80	
09505800	0206	19650206	20150206	51	48.45	77.38	14.00	522.00		15.00	16.20	17.00	18.00	18.00	18.00	18.00	19.00	19.00	19.00	20.00	22.20	26.20	34.60	43.00	77.40	90.80	105.60	153.00	
09505800	0207	19650207	20150207	51	56.37	79.14	14.00	374.00		14.00	16.20	17.00	17.00	18.00	18.00	18.00	18.00	19.00	20.00	20.00	23.40	34.80	46.40	65.00	87.00	98.80	130.20	296.00	
09505800	0208	19650208	20150208	51	69.16	149.88	14.00	1060.00		15.00	16.20	17.00	17.00	17.00	18.00	18.00	18.80	19.00	21.00	22.00	24.40	42.40	58.20	71.00	105.60	134.20	148.40	170.40	
09505800	0209	19650209	20150209	51	149.18	494.11	13.00	3180.00		15.00	15.20	17.00	17.00	17.00	18.00	18.00	18.00	19.00	21.00	22.00	26.20	59.60	70.20	81.00	107.00	128.60	143.40	968.80	
09505800	0210	19650210	20150210	51	101.63	229.29	15.00	1250.00		15.00	16.00	17.00	17.00	17.00	17.60	18.00	18.80	19.00	20.00	24.40	30.60	53.20	59.80	75.00	88.60	106.00	261.00	670.20	
09505800	0211	19650211	20150211	51	122.31	229.86	15.00	1290.00		15.00	16.00	16.80	17.00	17.00	17.60	18.00	18.00	19.40	22.00	26.60	34.20	51.80	69.00	118.00	155.60	266.60	470.20	604.80	
09505800	0212	19650212	20150212	51	204.29	887.05	14.00	6360.00		14.60	16.00	16.00	17.00	17.00	17.00	18.00	18.00	19.00	22.00	25.40	31.40	38.60	58.40	103.00	177.60	247.60	262.20	471.20	
09505800	0213	19650213	20150213	51	147.45	427.47	14.00	2860.00		15.00	16.00	16.00	17.00	17.00	17.00	18.00	18.00	19.40	21.00	25.80	31.80	45.40	66.60	117.00	158.40	256.60	279.20	693.40	
09505800	0214	19650214	20150214	51	200.82	489.54	15.00	2600.00		15.00	15.20	16.80	17.00	17.00	18.00	18.00	18.80	20.40	21.00	27.20	39.20	69.00	100.80	213.00	249.80	299.80	366.80	1419.60	
