site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p99
09526000	ALL	19831001	20160331	3928	25.59	30.54	0.00	1250.00	0.00	15.00	17.00	18.00	19.00	20.00	21.00	22.00	23.00	23.00	24.00	25.00	26.00	28.00	29.00	30.00	30.00	32.00	34.00	38.00	43.00
09526000	0101	20060101	20160101	11	17.82	4.45	13.00	25.00			13.20	13.80	14.00	14.00	14.60	15.00	15.00	15.40	16.00	16.00	17.20	20.80	22.40	23.00	23.00	23.40	24.60		
09526000	0102	20060102	20160102	11	20.82	5.25	16.00	29.00			16.00	16.00	16.40	17.00	17.00	17.00	17.00	17.40	18.00	18.60	20.20	23.80	25.80	27.00	27.60	28.20	28.80		
09526000	0103	20060103	20160103	11	21.73	5.82	15.00	31.00			15.40	16.60	17.00	17.00	17.60	18.20	18.80	19.00	19.00	19.00	20.40	24.60	26.80	28.00	29.20	30.20	30.80		
09526000	0104	20060104	20160104	11	21.55	5.91	16.00	30.00			16.00	16.00	16.00	16.00	16.60	17.20	17.80	18.40	19.00	19.60	21.40	25.60	27.40	28.00	29.20	30.00	30.00		
09526000	0105	20060105	20160105	11	21.91	6.17	16.00	31.00			16.00	16.00	16.00	16.00	16.00	16.40	17.60	19.20	21.00	21.00	22.20	25.80	27.80	29.00	29.60	30.20	30.80		
09526000	0106	20060106	20160106	11	21.91	5.97	16.00	31.00			16.00	16.00	16.00	16.00	16.60	17.40	18.60	19.40	20.00	20.60	22.00	25.00	27.20	29.00	29.60	30.20	30.80		
09526000	0107	20060107	20160107	11	21.55	5.73	15.00	31.00			15.40	16.60	17.00	17.00	17.00	17.40	18.60	19.00	19.00	19.60	20.80	23.20	25.60	28.00	29.20	30.20	30.80		
09526000	0108	20060108	20160108	11	21.73	5.95	15.00	31.00			15.20	15.80	16.00	16.00	16.60	17.40	18.60	19.40	20.00	20.60	22.20	25.80	27.00	27.00	28.80	30.20	30.80		
09526000	0109	20060109	20160109	11	21.55	6.12	16.00	31.00			16.00	16.00	16.00	16.00	16.60	17.00	17.00	17.80	19.00	19.60	21.40	25.60	27.40	28.00	29.20	30.20	30.80		
09526000	0110	20060110	20160110	11	20.64	4.95	16.00	27.00			16.00	16.00	16.00	16.00	16.60	17.20	17.80	18.00	18.00	18.60	20.40	24.60	26.40	27.00	27.00	27.00	27.00		
09526000	0111	20060111	20160111	11	21.64	6.07	16.00	31.00			16.00	16.00	16.00	16.00	17.20	18.00	18.00	18.40	19.00	19.00	20.60	25.40	27.00	27.00	29.40	31.00	31.00		
09526000	0112	20060112	20160112	11	21.73	6.17	16.00	32.00			16.00	16.00	16.40	17.00	17.60	18.00	18.00	18.40	19.00	19.00	20.00	23.00	26.00	29.00	30.20	31.20	31.80		
09526000	0113	20060113	20160113	11	22.09	5.65	16.00	31.00			16.00	16.00	16.80	18.00	18.60	19.00	19.00	19.40	20.00	21.20	22.00	22.00	25.20	30.00	30.00	30.20	30.80		
09526000	0114	20060114	20160114	11	22.27	6.21	16.00	33.00			16.20	16.80	17.40	18.00	18.00	18.20	18.80	19.00	19.00	19.00	20.40	24.60	27.20	29.00	30.20	31.40	32.60		
